step,combination,modalities,modality,fold,training_seed,evaluation_count,baseline_accuracy,baseline_macro_f1,perturbed_accuracy,perturbed_macro_f1,delta_accuracy,delta_macro_f1,baseline_confusion_matrix,perturbed_confusion_matrix,replacement
step_10_N,M+MR,"['M', 'MR']",M,1,42,202,0.5099009900990099,0.4453848089171576,0.3712871287128713,0.2360036319827324,-0.13861386138613863,-0.2093811769344252,"[[1, 4, 2, 1, 0], [1, 14, 8, 2, 0], [0, 5, 17, 18, 5], [1, 2, 12, 31, 20], [0, 3, 5, 10, 40]]","[[0, 0, 1, 0, 7], [0, 4, 9, 0, 12], [0, 1, 13, 3, 28], [0, 0, 3, 2, 61], [0, 1, 1, 0, 56]]",zero_normalized_baseline
step_10_N,M+MR,"['M', 'MR']",MR,1,42,202,0.5099009900990099,0.4453848089171576,0.0891089108910891,0.0677960927960928,-0.42079207920792083,-0.3775887161210648,"[[1, 4, 2, 1, 0], [1, 14, 8, 2, 0], [0, 5, 17, 18, 5], [1, 2, 12, 31, 20], [0, 3, 5, 10, 40]]","[[7, 1, 0, 0, 0], [14, 11, 0, 0, 0], [31, 14, 0, 0, 0], [41, 25, 0, 0, 0], [43, 15, 0, 0, 0]]",zero_normalized_baseline
step_10_N,M+MR,"['M', 'MR']",M,2,42,200,0.495,0.4519118731531604,0.345,0.17134502923976608,-0.15000000000000002,-0.2805668439133943,"[[1, 3, 1, 2, 0], [1, 17, 4, 2, 1], [0, 7, 19, 14, 5], [0, 5, 15, 35, 10], [0, 1, 5, 25, 27]]","[[0, 0, 0, 5, 2], [0, 0, 0, 17, 8], [0, 0, 0, 25, 20], [0, 0, 0, 35, 30], [0, 0, 0, 24, 34]]",zero_normalized_baseline
step_10_N,M+MR,"['M', 'MR']",MR,2,42,200,0.495,0.4519118731531604,0.09,0.05504937878305194,-0.405,-0.39686249437010845,"[[1, 3, 1, 2, 0], [1, 17, 4, 2, 1], [0, 7, 19, 14, 5], [0, 5, 15, 35, 10], [0, 1, 5, 25, 27]]","[[3, 4, 0, 0, 0], [10, 15, 0, 0, 0], [15, 30, 0, 0, 0], [27, 38, 0, 0, 0], [24, 34, 0, 0, 0]]",zero_normalized_baseline
step_10_N,M+MR,"['M', 'MR']",M,3,42,199,0.4723618090452261,0.39135842212459393,0.3417085427135678,0.17461906514538095,-0.1306532663316583,-0.21673935697921298,"[[0, 3, 2, 0, 2], [0, 13, 5, 2, 5], [0, 4, 19, 13, 9], [0, 1, 13, 30, 21], [0, 0, 12, 13, 32]]","[[0, 0, 0, 2, 5], [0, 1, 1, 5, 18], [0, 0, 0, 12, 33], [0, 0, 0, 18, 47], [0, 0, 0, 8, 49]]",zero_normalized_baseline
step_10_N,M+MR,"['M', 'MR']",MR,3,42,199,0.4723618090452261,0.39135842212459393,0.07537688442211055,0.050469302969687636,-0.3969849246231156,-0.3408891191549063,"[[0, 3, 2, 0, 2], [0, 13, 5, 2, 5], [0, 4, 19, 13, 9], [0, 1, 13, 30, 21], [0, 0, 12, 13, 32]]","[[5, 2, 0, 0, 0], [15, 10, 0, 0, 0], [18, 27, 0, 0, 0], [29, 36, 0, 0, 0], [23, 34, 0, 0, 0]]",zero_normalized_baseline
step_10_N,M+MR,"['M', 'MR']",M,4,42,198,0.5151515151515151,0.4574827467218771,0.41919191919191917,0.25778090546563454,-0.09595959595959597,-0.19970184125624257,"[[1, 2, 3, 1, 0], [0, 12, 9, 3, 0], [1, 8, 19, 14, 3], [0, 0, 12, 39, 14], [0, 0, 8, 18, 31]]","[[0, 0, 0, 3, 4], [0, 0, 13, 3, 8], [0, 0, 16, 6, 23], [0, 0, 6, 19, 40], [0, 0, 7, 2, 48]]",zero_normalized_baseline
step_10_N,M+MR,"['M', 'MR']",MR,4,42,198,0.5151515151515151,0.4574827467218771,0.12121212121212122,0.04363636363636364,-0.3939393939393939,-0.41384638308551347,"[[1, 2, 3, 1, 0], [0, 12, 9, 3, 0], [1, 8, 19, 14, 3], [0, 0, 12, 39, 14], [0, 0, 8, 18, 31]]","[[0, 7, 0, 0, 0], [0, 24, 0, 0, 0], [0, 45, 0, 0, 0], [1, 64, 0, 0, 0], [1, 56, 0, 0, 0]]",zero_normalized_baseline
step_10_N,M+MR,"['M', 'MR']",M,5,42,197,0.4873096446700508,0.4514551083591331,0.3756345177664975,0.2217869435429008,-0.1116751269035533,-0.2296681648162323,"[[1, 3, 3, 0, 0], [1, 16, 6, 1, 0], [0, 6, 22, 13, 3], [0, 1, 16, 35, 13], [0, 1, 8, 26, 22]]","[[0, 0, 1, 4, 2], [0, 0, 7, 16, 1], [0, 0, 7, 26, 11], [0, 0, 6, 42, 17], [0, 0, 6, 26, 25]]",zero_normalized_baseline
step_10_N,M+MR,"['M', 'MR']",MR,5,42,197,0.4873096446700508,0.4514551083591331,0.1218274111675127,0.07355992844364936,-0.36548223350253806,-0.3778951799154837,"[[1, 3, 3, 0, 0], [1, 16, 6, 1, 0], [0, 6, 22, 13, 3], [0, 1, 16, 35, 13], [0, 1, 8, 26, 22]]","[[1, 6, 0, 0, 0], [1, 23, 0, 0, 0], [1, 43, 0, 0, 0], [1, 64, 0, 0, 0], [2, 55, 0, 0, 0]]",zero_normalized_baseline
