scheme=M_MR channels=M+MR fold=1 training_seed=42 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=CrossEntropyLoss scheduler=None early_stopping=False input_channels=6
epoch=001 loss=0.6171 acc=0.6583 sec=5.0
epoch=002 loss=0.5013 acc=0.7538 sec=3.7
epoch=003 loss=0.4454 acc=0.7952 sec=3.4
epoch=004 loss=0.3865 acc=0.8342 sec=3.5
epoch=005 loss=0.2851 acc=0.8794 sec=3.4
epoch=006 loss=0.2934 acc=0.8706 sec=3.5
epoch=007 loss=0.2241 acc=0.9146 sec=3.7
epoch=008 loss=0.1792 acc=0.9384 sec=3.8
epoch=009 loss=0.1611 acc=0.9334 sec=3.5
epoch=010 loss=0.1335 acc=0.9460 sec=3.7
epoch=011 loss=0.1457 acc=0.9523 sec=3.7
epoch=012 loss=0.0936 acc=0.9711 sec=3.4
epoch=013 loss=0.0731 acc=0.9736 sec=3.5
epoch=014 loss=0.0576 acc=0.9837 sec=3.5
epoch=015 loss=0.0580 acc=0.9849 sec=3.7
epoch=016 loss=0.0614 acc=0.9837 sec=3.5
epoch=017 loss=0.0745 acc=0.9724 sec=3.5
epoch=018 loss=0.0524 acc=0.9812 sec=3.6
epoch=019 loss=0.0527 acc=0.9837 sec=3.6
epoch=020 loss=0.0351 acc=0.9912 sec=3.6
epoch=021 loss=0.0404 acc=0.9874 sec=3.5
epoch=022 loss=0.0494 acc=0.9799 sec=3.6
epoch=023 loss=0.0339 acc=0.9874 sec=3.6
epoch=024 loss=0.0343 acc=0.9912 sec=3.5
epoch=025 loss=0.0400 acc=0.9862 sec=3.6
epoch=026 loss=0.0389 acc=0.9874 sec=3.6
epoch=027 loss=0.0357 acc=0.9899 sec=3.7
epoch=028 loss=0.0402 acc=0.9862 sec=3.5
epoch=029 loss=0.0694 acc=0.9686 sec=3.5
epoch=030 loss=0.0494 acc=0.9849 sec=3.7
epoch=031 loss=0.0274 acc=0.9937 sec=3.6
epoch=032 loss=0.0232 acc=0.9887 sec=3.7
epoch=033 loss=0.0208 acc=0.9912 sec=3.7
epoch=034 loss=0.0257 acc=0.9937 sec=3.6
epoch=035 loss=0.0346 acc=0.9912 sec=3.9
epoch=036 loss=0.0337 acc=0.9887 sec=3.8
epoch=037 loss=0.0365 acc=0.9887 sec=3.6
epoch=038 loss=0.0185 acc=0.9950 sec=3.7
epoch=039 loss=0.0183 acc=0.9962 sec=3.5
epoch=040 loss=0.0114 acc=0.9975 sec=3.5
epoch=041 loss=0.0290 acc=0.9874 sec=3.6
epoch=042 loss=0.0091 acc=0.9987 sec=3.5
epoch=043 loss=0.0072 acc=0.9975 sec=3.5
epoch=044 loss=0.0116 acc=0.9975 sec=3.6
epoch=045 loss=0.0130 acc=0.9962 sec=3.6
epoch=046 loss=0.0306 acc=0.9937 sec=3.5
epoch=047 loss=0.0174 acc=0.9950 sec=3.6
epoch=048 loss=0.0243 acc=0.9925 sec=3.6
epoch=049 loss=0.0103 acc=0.9987 sec=3.7
epoch=050 loss=0.0054 acc=0.9987 sec=3.6
