step,combination,modalities,modality,fold,training_seed,evaluation_count,baseline_accuracy,baseline_macro_f1,perturbed_accuracy,perturbed_macro_f1,delta_accuracy,delta_macro_f1,baseline_confusion_matrix,perturbed_confusion_matrix,replacement
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,1,3407,202,0.7821782178217822,0.7679615705931495,0.7772277227722773,0.7593901373779083,-0.004950495049504955,-0.008571433215241231,"[[54, 24], [20, 104]]","[[51, 27], [18, 106]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,1,3407,202,0.7821782178217822,0.7679615705931495,0.7673267326732673,0.7551767709327213,-0.014851485148514865,-0.012784799660428225,"[[54, 24], [20, 104]]","[[55, 23], [24, 100]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,1,3407,202,0.7821782178217822,0.7679615705931495,0.7623762376237624,0.7526782981328437,-0.01980198019801982,-0.015283272460305808,"[[54, 24], [20, 104]]","[[57, 21], [27, 97]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,1,3407,202,0.7821782178217822,0.7679615705931495,0.5396039603960396,0.5177512514439738,-0.24257425742574257,-0.2502103191491757,"[[54, 24], [20, 104]]","[[76, 2], [91, 33]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,1,3407,202,0.7821782178217822,0.7679615705931495,0.7227722772277227,0.7061818181818182,-0.05940594059405946,-0.06177975241133127,"[[54, 24], [20, 104]]","[[49, 29], [27, 97]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,2,3407,200,0.75,0.7194478734148804,0.705,0.6279832277184022,-0.04500000000000004,-0.09146464569647816,"[[42, 35], [15, 108]]","[[25, 52], [7, 116]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,2,3407,200,0.75,0.7194478734148804,0.635,0.6347717323327079,-0.11499999999999999,-0.08467614108217247,"[[42, 35], [15, 108]]","[[66, 11], [62, 61]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,2,3407,200,0.75,0.7194478734148804,0.76,0.728629579375848,0.010000000000000009,0.009181705960967679,"[[42, 35], [15, 108]]","[[42, 35], [13, 110]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,2,3407,200,0.75,0.7194478734148804,0.66,0.6310763888888888,-0.08999999999999997,-0.08837148452599153,"[[42, 35], [15, 108]]","[[38, 39], [29, 94]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,2,3407,200,0.75,0.7194478734148804,0.685,0.6682027649769586,-0.06499999999999995,-0.05124510843792174,"[[42, 35], [15, 108]]","[[46, 31], [32, 91]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,3,3407,199,0.7185929648241206,0.6849841700587969,0.7185929648241206,0.6801377726750861,0.0,-0.004846397383710732,"[[39, 38], [18, 104]]","[[37, 40], [16, 106]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,3,3407,199,0.7185929648241206,0.6849841700587969,0.7185929648241206,0.7034277198211625,0.0,0.01844354976236562,"[[39, 38], [18, 104]]","[[49, 28], [28, 94]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,3,3407,199,0.7185929648241206,0.6849841700587969,0.7437185929648241,0.7075300423618915,0.025125628140703515,0.022545872303094683,"[[39, 38], [18, 104]]","[[39, 38], [13, 109]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,3,3407,199,0.7185929648241206,0.6849841700587969,0.47738693467336685,0.4374864100891498,-0.24120603015075376,-0.24749775996964707,"[[39, 38], [18, 104]]","[[74, 3], [101, 21]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,3,3407,199,0.7185929648241206,0.6849841700587969,0.7386934673366834,0.7203243243243242,0.02010050251256279,0.03534015426552739,"[[39, 38], [18, 104]]","[[48, 29], [23, 99]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,4,3407,198,0.7323232323232324,0.722637769261266,0.7222222222222222,0.6812340836577584,-0.010101010101010166,-0.0414036856035076,"[[54, 22], [31, 91]]","[[36, 40], [15, 107]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,4,3407,198,0.7323232323232324,0.722637769261266,0.6666666666666666,0.6598646538261322,-0.06565656565656575,-0.06277311543513375,"[[54, 22], [31, 91]]","[[52, 24], [42, 80]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,4,3407,198,0.7323232323232324,0.722637769261266,0.7424242424242424,0.7241209736906811,0.010101010101010055,0.0014832044294150748,"[[54, 22], [31, 91]]","[[48, 28], [23, 99]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,4,3407,198,0.7323232323232324,0.722637769261266,0.494949494949495,0.46341463414634143,-0.2373737373737374,-0.25922313511492456,"[[54, 22], [31, 91]]","[[73, 3], [97, 25]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,4,3407,198,0.7323232323232324,0.722637769261266,0.6868686868686869,0.6761633428300096,-0.045454545454545525,-0.04647442643125643,"[[54, 22], [31, 91]]","[[50, 26], [36, 86]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,5,3407,197,0.7208121827411168,0.7150558842866535,0.7614213197969543,0.7420388376563676,0.04060913705583746,0.026982953369714124,"[[57, 18], [37, 85]]","[[48, 27], [20, 102]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,5,3407,197,0.7208121827411168,0.7150558842866535,0.751269035532995,0.7436326454731362,0.030456852791878153,0.02857676118648278,"[[57, 18], [37, 85]]","[[57, 18], [31, 91]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,5,3407,197,0.7208121827411168,0.7150558842866535,0.766497461928934,0.7613253265908133,0.045685279187817174,0.04626944230415986,"[[57, 18], [37, 85]]","[[61, 14], [32, 90]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,5,3407,197,0.7208121827411168,0.7150558842866535,0.4873096446700508,0.452009143738467,-0.23350253807106602,-0.26304674054818644,"[[57, 18], [37, 85]]","[[73, 2], [99, 23]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,5,3407,197,0.7208121827411168,0.7150558842866535,0.6751269035532995,0.6497777777777778,-0.045685279187817285,-0.06527810650887567,"[[57, 18], [37, 85]]","[[40, 35], [29, 93]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,1,2026,202,0.7970297029702971,0.7780992953406747,0.7524752475247525,0.7116592440333447,-0.044554455445544594,-0.06644005130733,"[[51, 27], [14, 110]]","[[38, 40], [10, 114]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,1,2026,202,0.7970297029702971,0.7780992953406747,0.7227722772277227,0.7181020733652312,-0.07425742574257432,-0.05999722197544344,"[[51, 27], [14, 110]]","[[60, 18], [38, 86]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,1,2026,202,0.7970297029702971,0.7780992953406747,0.7277227722772277,0.727662703762716,-0.06930693069306937,-0.050436591577958656,"[[51, 27], [14, 110]]","[[72, 6], [49, 75]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,1,2026,202,0.7970297029702971,0.7780992953406747,0.44554455445544555,0.383676582761251,-0.3514851485148515,-0.3944227125794237,"[[51, 27], [14, 110]]","[[77, 1], [111, 13]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,1,2026,202,0.7970297029702971,0.7780992953406747,0.7425742574257426,0.7320681563105805,-0.054455445544554504,-0.04603113903009415,"[[51, 27], [14, 110]]","[[55, 23], [29, 95]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,2,2026,200,0.77,0.7593890574327858,0.745,0.7082296404359392,-0.025000000000000022,-0.051159416996846674,"[[56, 21], [25, 98]]","[[39, 38], [13, 110]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,2,2026,200,0.77,0.7593890574327858,0.665,0.6647904940587868,-0.10499999999999998,-0.09459856337399908,"[[56, 21], [25, 98]]","[[64, 13], [54, 69]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,2,2026,200,0.77,0.7593890574327858,0.78,0.7708333333333334,0.010000000000000009,0.01144427590054753,"[[56, 21], [25, 98]]","[[58, 19], [25, 98]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,2,2026,200,0.77,0.7593890574327858,0.635,0.6347717323327079,-0.135,-0.12461732510007795,"[[56, 21], [25, 98]]","[[66, 11], [62, 61]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,2,2026,200,0.77,0.7593890574327858,0.735,0.7180776084470332,-0.03500000000000003,-0.041311448985752675,"[[56, 21], [25, 98]]","[[49, 28], [25, 98]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,3,2026,199,0.7487437185929648,0.729560774081322,0.7386934673366834,0.7135105204872647,-0.01005025125628145,-0.016050253594057318,"[[48, 29], [21, 101]]","[[44, 33], [19, 103]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,3,2026,199,0.7487437185929648,0.729560774081322,0.6884422110552764,0.6849336057201225,-0.06030150753768848,-0.04462716836119951,"[[48, 29], [21, 101]]","[[58, 19], [43, 79]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,3,2026,199,0.7487437185929648,0.729560774081322,0.7688442211055276,0.7511959121548162,0.02010050251256279,0.021635138073494153,"[[48, 29], [21, 101]]","[[50, 27], [19, 103]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,3,2026,199,0.7487437185929648,0.729560774081322,0.4120603015075377,0.3343339909083112,-0.33668341708542715,-0.39522678317301085,"[[48, 29], [21, 101]]","[[75, 2], [115, 7]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,3,2026,199,0.7487437185929648,0.729560774081322,0.7437185929648241,0.6971984366142554,-0.005025125628140725,-0.032362337467066626,"[[48, 29], [21, 101]]","[[35, 42], [9, 113]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,4,2026,198,0.7676767676767676,0.7405719494132392,0.7171717171717171,0.6392973324658425,-0.0505050505050505,-0.1012746169473967,"[[44, 32], [14, 108]]","[[25, 51], [5, 117]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,4,2026,198,0.7676767676767676,0.7405719494132392,0.7121212121212122,0.6916646176542907,-0.05555555555555547,-0.04890733175894857,"[[44, 32], [14, 108]]","[[45, 31], [26, 96]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,4,2026,198,0.7676767676767676,0.7405719494132392,0.7424242424242424,0.6842302761187029,-0.025252525252525193,-0.05634167329453632,"[[44, 32], [14, 108]]","[[31, 45], [6, 116]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,4,2026,198,0.7676767676767676,0.7405719494132392,0.6616161616161617,0.6569877181641888,-0.10606060606060597,-0.08358423124905046,"[[44, 32], [14, 108]]","[[54, 22], [45, 77]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,4,2026,198,0.7676767676767676,0.7405719494132392,0.7525252525252525,0.7363801863978481,-0.015151515151515138,-0.004191763015391148,"[[44, 32], [14, 108]]","[[50, 26], [23, 99]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",M,5,2026,197,0.7614213197969543,0.7420388376563676,0.7208121827411168,0.6656792866179149,-0.04060913705583746,-0.07635955103845271,"[[48, 27], [20, 102]]","[[31, 44], [11, 111]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MB,5,2026,197,0.7614213197969543,0.7420388376563676,0.751269035532995,0.7475217743833862,-0.01015228426395931,0.005482936727018606,"[[48, 27], [20, 102]]","[[62, 13], [36, 86]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MP,5,2026,197,0.7614213197969543,0.7420388376563676,0.7715736040609137,0.7584007848908512,0.010152284263959421,0.016361947234483587,"[[48, 27], [20, 102]]","[[53, 22], [23, 99]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MR,5,2026,197,0.7614213197969543,0.7420388376563676,0.5279187817258884,0.5116093087729587,-0.2335025380710659,-0.23042952888340884,"[[48, 27], [20, 102]]","[[70, 5], [88, 34]]",zero_normalized_baseline
step_04_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",MUV,5,2026,197,0.7614213197969543,0.7420388376563676,0.7157360406091371,0.7041407423299721,-0.045685279187817174,-0.03789809532639543,"[[48, 27], [20, 102]]","[[51, 24], [32, 90]]",zero_normalized_baseline
