run: seed=42 fold=3 variant=background label=Hard Label
train samples=797 eval samples=199 epochs=50
epoch 01/50 mean_loss=1.4706 lr=0.0001 elapsed=3.7s
epoch 02/50 mean_loss=1.2901 lr=0.0001 elapsed=3.5s
epoch 03/50 mean_loss=1.1834 lr=0.0001 elapsed=3.5s
epoch 04/50 mean_loss=1.0615 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=0.9404 lr=0.0001 elapsed=3.5s
epoch 06/50 mean_loss=0.8254 lr=0.0001 elapsed=3.6s
epoch 07/50 mean_loss=0.7088 lr=0.0001 elapsed=3.6s
epoch 08/50 mean_loss=0.6171 lr=0.0001 elapsed=3.5s
epoch 09/50 mean_loss=0.5180 lr=0.0001 elapsed=3.5s
epoch 10/50 mean_loss=0.4395 lr=0.0001 elapsed=3.5s
epoch 11/50 mean_loss=0.4005 lr=0.0001 elapsed=3.5s
epoch 12/50 mean_loss=0.3258 lr=0.0001 elapsed=3.5s
epoch 13/50 mean_loss=0.3002 lr=0.0001 elapsed=3.5s
epoch 14/50 mean_loss=0.2352 lr=0.0001 elapsed=3.5s
epoch 15/50 mean_loss=0.2127 lr=0.0001 elapsed=3.5s
epoch 16/50 mean_loss=0.1720 lr=0.0001 elapsed=3.5s
epoch 17/50 mean_loss=0.1506 lr=0.0001 elapsed=3.5s
epoch 18/50 mean_loss=0.1394 lr=0.0001 elapsed=3.5s
epoch 19/50 mean_loss=0.1109 lr=0.0001 elapsed=3.6s
epoch 20/50 mean_loss=0.0913 lr=0.0001 elapsed=3.5s
epoch 21/50 mean_loss=0.0857 lr=0.0001 elapsed=3.5s
epoch 22/50 mean_loss=0.0791 lr=0.0001 elapsed=3.5s
epoch 23/50 mean_loss=0.0705 lr=0.0001 elapsed=3.5s
epoch 24/50 mean_loss=0.0894 lr=0.0001 elapsed=3.5s
epoch 25/50 mean_loss=0.0615 lr=0.0001 elapsed=3.6s
epoch 26/50 mean_loss=0.0360 lr=0.0001 elapsed=3.6s
epoch 27/50 mean_loss=0.0447 lr=0.0001 elapsed=3.5s
epoch 28/50 mean_loss=0.0419 lr=0.0001 elapsed=3.6s
epoch 29/50 mean_loss=0.0529 lr=0.0001 elapsed=3.5s
epoch 30/50 mean_loss=0.0815 lr=0.0001 elapsed=3.6s
epoch 31/50 mean_loss=0.0305 lr=0.0001 elapsed=3.5s
epoch 32/50 mean_loss=0.0486 lr=0.0001 elapsed=3.5s
epoch 33/50 mean_loss=0.0396 lr=0.0001 elapsed=3.7s
epoch 34/50 mean_loss=0.0754 lr=0.0001 elapsed=3.6s
epoch 35/50 mean_loss=0.0636 lr=0.0001 elapsed=3.6s
epoch 36/50 mean_loss=0.0620 lr=0.0001 elapsed=3.5s
epoch 37/50 mean_loss=0.0503 lr=0.0001 elapsed=3.6s
epoch 38/50 mean_loss=0.0311 lr=0.0001 elapsed=3.5s
epoch 39/50 mean_loss=0.0346 lr=0.0001 elapsed=3.5s
epoch 40/50 mean_loss=0.0399 lr=0.0001 elapsed=3.6s
epoch 41/50 mean_loss=0.0360 lr=0.0001 elapsed=3.5s
epoch 42/50 mean_loss=0.0229 lr=0.0001 elapsed=3.5s
epoch 43/50 mean_loss=0.0358 lr=0.0001 elapsed=3.5s
epoch 44/50 mean_loss=0.0337 lr=0.0001 elapsed=3.5s
epoch 45/50 mean_loss=0.0395 lr=0.0001 elapsed=3.6s
epoch 46/50 mean_loss=0.0194 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.0622 lr=0.0001 elapsed=3.5s
epoch 48/50 mean_loss=0.0699 lr=0.0001 elapsed=3.5s
epoch 49/50 mean_loss=0.0708 lr=0.0001 elapsed=3.5s
epoch 50/50 mean_loss=0.0552 lr=0.0001 elapsed=3.5s
