run: seed=2026 fold=3 variant=background label=Soft Label
train samples=797 eval samples=199 epochs=50
epoch 01/50 mean_loss=1.4752 lr=0.0001 elapsed=3.5s
epoch 02/50 mean_loss=1.3387 lr=0.0001 elapsed=3.4s
epoch 03/50 mean_loss=1.2513 lr=0.0001 elapsed=3.5s
epoch 04/50 mean_loss=1.1677 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=1.0908 lr=0.0001 elapsed=3.4s
epoch 06/50 mean_loss=1.0106 lr=0.0001 elapsed=3.5s
epoch 07/50 mean_loss=0.9431 lr=0.0001 elapsed=3.5s
epoch 08/50 mean_loss=0.9061 lr=0.0001 elapsed=3.6s
epoch 09/50 mean_loss=0.8363 lr=0.0001 elapsed=3.5s
epoch 10/50 mean_loss=0.7743 lr=0.0001 elapsed=3.5s
epoch 11/50 mean_loss=0.7542 lr=0.0001 elapsed=3.5s
epoch 12/50 mean_loss=0.7114 lr=0.0001 elapsed=3.5s
epoch 13/50 mean_loss=0.6968 lr=0.0001 elapsed=3.5s
epoch 14/50 mean_loss=0.6675 lr=0.0001 elapsed=3.5s
epoch 15/50 mean_loss=0.6489 lr=0.0001 elapsed=3.4s
epoch 16/50 mean_loss=0.6470 lr=0.0001 elapsed=3.4s
epoch 17/50 mean_loss=0.6324 lr=0.0001 elapsed=3.5s
epoch 18/50 mean_loss=0.6218 lr=0.0001 elapsed=3.5s
epoch 19/50 mean_loss=0.6069 lr=0.0001 elapsed=3.5s
epoch 20/50 mean_loss=0.6084 lr=0.0001 elapsed=3.5s
epoch 21/50 mean_loss=0.6085 lr=0.0001 elapsed=3.5s
epoch 22/50 mean_loss=0.5963 lr=0.0001 elapsed=3.5s
epoch 23/50 mean_loss=0.6039 lr=0.0001 elapsed=3.5s
epoch 24/50 mean_loss=0.5914 lr=0.0001 elapsed=3.5s
epoch 25/50 mean_loss=0.5925 lr=0.0001 elapsed=3.5s
epoch 26/50 mean_loss=0.5878 lr=0.0001 elapsed=3.4s
epoch 27/50 mean_loss=0.5850 lr=0.0001 elapsed=3.5s
epoch 28/50 mean_loss=0.5811 lr=0.0001 elapsed=3.5s
epoch 29/50 mean_loss=0.5766 lr=0.0001 elapsed=3.5s
epoch 30/50 mean_loss=0.5804 lr=0.0001 elapsed=3.5s
epoch 31/50 mean_loss=0.5777 lr=0.0001 elapsed=3.5s
epoch 32/50 mean_loss=0.5769 lr=0.0001 elapsed=3.4s
epoch 33/50 mean_loss=0.5765 lr=0.0001 elapsed=3.5s
epoch 34/50 mean_loss=0.5716 lr=0.0001 elapsed=3.4s
epoch 35/50 mean_loss=0.5678 lr=0.0001 elapsed=3.4s
epoch 36/50 mean_loss=0.5672 lr=0.0001 elapsed=3.5s
epoch 37/50 mean_loss=0.5664 lr=0.0001 elapsed=3.5s
epoch 38/50 mean_loss=0.5654 lr=0.0001 elapsed=3.5s
epoch 39/50 mean_loss=0.5701 lr=0.0001 elapsed=3.4s
epoch 40/50 mean_loss=0.5669 lr=0.0001 elapsed=3.4s
epoch 41/50 mean_loss=0.5637 lr=0.0001 elapsed=3.5s
epoch 42/50 mean_loss=0.5649 lr=0.0001 elapsed=3.5s
epoch 43/50 mean_loss=0.5647 lr=0.0001 elapsed=3.5s
epoch 44/50 mean_loss=0.5646 lr=0.0001 elapsed=3.4s
epoch 45/50 mean_loss=0.5590 lr=0.0001 elapsed=3.4s
epoch 46/50 mean_loss=0.5602 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.5673 lr=0.0001 elapsed=3.5s
epoch 48/50 mean_loss=0.5588 lr=0.0001 elapsed=3.5s
epoch 49/50 mean_loss=0.5606 lr=0.0001 elapsed=3.5s
epoch 50/50 mean_loss=0.5569 lr=0.0001 elapsed=3.5s
