record_type,scheme,training_seed,accuracy,macro_f1,mae,auc,sensitivity,specificity,fold,train_n,eval_n,train_minutes,majority_acc,accuracy_std,macro_f1_std,mae_std,auc_std,sensitivity_std,specificity_std
fold_raw_reference,MB,2026,0.7638190954773869,0.7402016610649704,0.23618090452261306,0.8012028954651905,0.8688524590163934,0.5974025974025974,2.0,797.0,199.0,2.34,,,,,,,
fold_raw_reference,MB,2026,0.7487437185929648,0.7279636920384952,0.25125628140703515,0.8251011283798169,0.8360655737704918,0.6103896103896104,3.0,797.0,199.0,2.36,,,,,,,
fold_raw_reference,MB,2026,0.7185929648241206,0.7004301075268817,0.2814070351758794,0.7650834403080874,0.7804878048780488,0.618421052631579,4.0,797.0,199.0,2.37,,,,,,,
fold_raw_reference,MB,2026,0.7537688442211056,0.7463649369228769,0.24623115577889448,0.8280915703893881,0.7479674796747967,0.7631578947368421,5.0,797.0,199.0,2.35,,,,,,,
fold_raw_reference,MP,42,0.735,0.7097401352720502,0.265,0.776211593284764,0.8373983739837398,0.5714285714285714,1.0,796.0,200.0,2.35,,,,,,,
fold_raw_reference,MP,42,0.7336683417085427,0.688189209164819,0.2663316582914573,0.8121673408558654,0.9098360655737705,0.45454545454545453,2.0,797.0,199.0,2.36,,,,,,,
fold_raw_reference,MP,42,0.7135678391959799,0.6704244995205857,0.2864321608040201,0.7850223546944859,0.8770491803278688,0.45454545454545453,3.0,797.0,199.0,2.35,,,,,,,
fold_raw_reference,MP,42,0.8040201005025126,0.7858266412782515,0.19597989949748743,0.8163778348309799,0.8861788617886179,0.6710526315789473,4.0,797.0,199.0,2.36,,,,,,,
fold_raw_reference,MP,42,0.7537688442211056,0.7166807101141878,0.24623115577889448,0.835900727428327,0.9024390243902439,0.5131578947368421,5.0,797.0,199.0,2.36,,,,,,,
fold_raw_reference,MP,3407,0.73,0.694708276797829,0.27,0.723788406715236,0.8699186991869918,0.5064935064935064,1.0,796.0,200.0,2.35,,,,,,,
fold_raw_reference,MP,3407,0.7437185929648241,0.7216783216783217,0.2562814070351759,0.778794975516287,0.8360655737704918,0.5974025974025974,2.0,797.0,199.0,2.37,,,,,,,
fold_raw_reference,MP,3407,0.7386934673366834,0.7232563115104835,0.2613065326633166,0.8081754311262509,0.7950819672131147,0.6493506493506493,3.0,797.0,199.0,2.36,,,,,,,
fold_raw_reference,MP,3407,0.7185929648241206,0.7034277198211625,0.2814070351758794,0.7373234916559692,0.7642276422764228,0.6447368421052632,4.0,797.0,199.0,2.36,,,,,,,
fold_raw_reference,MP,3407,0.7738693467336684,0.7495595268059401,0.22613065326633167,0.8254706889174156,0.8780487804878049,0.6052631578947368,5.0,797.0,199.0,2.36,,,,,,,
fold_raw_reference,MP,2026,0.755,0.7240291740587423,0.245,0.7452750501530989,0.8861788617886179,0.5454545454545454,1.0,796.0,200.0,2.35,,,,,,,
fold_raw_reference,MP,2026,0.7537688442211056,0.7253626249823968,0.24623115577889448,0.7628273365978283,0.8770491803278688,0.5584415584415584,2.0,797.0,199.0,2.36,,,,,,,
fold_raw_reference,MP,2026,0.7135678391959799,0.6583536640462637,0.2864321608040201,0.7417500532254631,0.9098360655737705,0.4025974025974026,3.0,797.0,199.0,2.36,,,,,,,
