record_type,scheme,training_seed,accuracy,macro_f1,mae,auc,sensitivity,specificity,fold,train_n,eval_n,train_minutes,majority_acc,accuracy_std,macro_f1_std,mae_std,auc_std,sensitivity_std,specificity_std
fold_raw,M+MB,3407,0.7437185929648241,0.72493698674689,0.2562814070351759,0.8317010857994463,0.819672131147541,0.6233766233766234,3.0,797.0,199.0,3.07,0.6130653266331658,,,,,,
fold_raw,M+MB,3407,0.7587939698492462,0.7501569365976146,0.24120603015075376,0.8356332905434318,0.7642276422764228,0.75,4.0,797.0,199.0,3.06,0.6180904522613065,,,,,,
fold_raw,M+MB,3407,0.7587939698492462,0.7432258064516128,0.24120603015075376,0.8298031664527172,0.8130081300813008,0.6710526315789473,5.0,797.0,199.0,3.08,0.6180904522613065,,,,,,
fold_raw,M+MB,2026,0.71,0.7013695808876532,0.29,0.7937915742793792,0.7154471544715447,0.7012987012987013,1.0,796.0,200.0,3.08,0.615,,,,,,
fold_raw,M+MB,2026,0.7638190954773869,0.7450456589886875,0.23618090452261306,0.8154140941026187,0.8442622950819673,0.6363636363636364,2.0,797.0,199.0,3.11,0.6130653266331658,,,,,,
fold_raw,M+MB,2026,0.7336683417085427,0.7224546722454672,0.2663316582914573,0.8061528635299127,0.7622950819672131,0.6883116883116883,3.0,797.0,199.0,3.08,0.6130653266331658,,,,,,
fold_raw,M+MB,2026,0.7537688442211056,0.741112438603478,0.24623115577889448,0.8498074454428755,0.7886178861788617,0.6973684210526315,4.0,797.0,199.0,3.07,0.6180904522613065,,,,,,
fold_raw,M+MB,2026,0.7638190954773869,0.7614091477258234,0.23618090452261306,0.8816859221223791,0.6991869918699187,0.868421052631579,5.0,797.0,199.0,3.07,0.6180904522613065,,,,,,
seed_summary,M+MB,42,0.768110552763819,0.7493696187280894,0.2318894472361809,0.8142994385749915,0.8434626149540184,0.6476076555023924,,,,,,0.026189333031160906,0.022866098638233606,0.0261893330311609,0.02419932348927199,0.06523941324724668,0.061326600808243044
seed_summary,M+MB,3407,0.746005025125628,0.7303340183051628,0.25399497487437184,0.8177902933153465,0.7994402239104359,0.6608339029391661,,,,,,0.013953322533250852,0.015901766861923947,0.013953322533250878,0.020183959247064717,0.0332215525350178,0.0580600010478473
seed_summary,M+MB,2026,0.7450150753768844,0.7342782996902217,0.2549849246231156,0.829370379895433,0.7619618819139011,0.7183526999316472,,,,,,0.023122579232470155,0.023029906291915987,0.023122579232470134,0.03589662935105709,0.05828447109298133,0.08785834939751852
final,M+MB,all,0.7530435510887772,0.7379939789078246,0.2469564489112228,0.8204867039285904,0.8016215735927851,0.6755980861244019,,,,,,0.013057790959157108,0.010047050557324053,0.013057790959157127,0.00788899808071079,0.04079413053794173,0.03761251329902999
fold_raw,MB+MR,42,0.73,0.694708276797829,0.27,0.8119522753669094,0.8699186991869918,0.5064935064935064,1.0,796.0,200.0,3.04,0.615,,,,,,
fold_raw,MB+MR,42,0.7537688442211056,0.7291464125996501,0.24623115577889448,0.7909303810943155,0.860655737704918,0.5844155844155844,2.0,797.0,199.0,3.01,0.6130653266331658,,,,,,
fold_raw,MB+MR,42,0.7839195979899497,0.7667439007768843,0.21608040201005024,0.8453800298062594,0.860655737704918,0.6623376623376623,3.0,797.0,199.0,3.03,0.6130653266331658,,,,,,
fold_raw,MB+MR,42,0.7889447236180904,0.774108108108108,0.21105527638190955,0.8225823705605477,0.8455284552845529,0.6973684210526315,4.0,797.0,199.0,3.05,0.6180904522613065,,,,,,
fold_raw,MB+MR,42,0.8140703517587939,0.8004444805810771,0.18592964824120603,0.8601839965768079,0.8699186991869918,0.7236842105263158,5.0,797.0,199.0,3.06,0.6180904522613065,,,,,,
fold_raw,MB+MR,3407,0.74,0.7082257883514758,0.26,0.813219301024179,0.8699186991869918,0.5324675324675324,1.0,796.0,200.0,3.03,0.615,,,,,,
fold_raw,MB+MR,3407,0.6482412060301508,0.640608875128999,0.35175879396984927,0.7498403236108155,0.6475409836065574,0.6493506493506493,2.0,797.0,199.0,3.02,0.6130653266331658,,,,,,
fold_raw,MB+MR,3407,0.7788944723618091,0.7606080489938758,0.22110552763819097,0.8318075367255696,0.860655737704918,0.6493506493506493,3.0,797.0,199.0,3.02,0.6130653266331658,,,,,,
fold_raw,MB+MR,3407,0.7738693467336684,0.7459214072918144,0.22613065326633167,0.8270218228498075,0.8943089430894309,0.5789473684210527,4.0,797.0,199.0,3.05,0.6180904522613065,,,,,,
fold_raw,MB+MR,3407,0.7939698492462312,0.7861729171580575,0.20603015075376885,0.8686350021394951,0.7967479674796748,0.7894736842105263,5.0,797.0,199.0,3.07,0.6180904522613065,,,,,,
fold_raw,MB+MR,2026,0.76,0.7362637362637363,0.24,0.8269454123112661,0.8617886178861789,0.5974025974025974,1.0,796.0,200.0,3.02,0.615,,,,,,
fold_raw,MB+MR,2026,0.6683417085427136,0.6646067415730337,0.3316582914572864,0.7960400255482223,0.6311475409836066,0.7272727272727273,2.0,797.0,199.0,3.02,0.6130653266331658,,,,,,
fold_raw,MB+MR,2026,0.7738693467336684,0.7622461170848267,0.22613065326633167,0.8480945284223973,0.8114754098360656,0.7142857142857143,3.0,797.0,199.0,3.02,0.6130653266331658,,,,,,
fold_raw,MB+MR,2026,0.7386934673366834,0.7258953168044078,0.2613065326633166,0.7637997432605905,0.7723577235772358,0.6842105263157895,4.0,797.0,199.0,3.05,0.6180904522613065,,,,,,
fold_raw,MB+MR,2026,0.7889447236180904,0.7786077558804831,0.21105527638190955,0.8453145057766367,0.8130081300813008,0.75,5.0,797.0,199.0,3.05,0.6180904522613065,,,,,,
seed_summary,MB+MR,42,0.7741407035175879,0.7530302357727097,0.22585929648241207,0.8262058106809679,0.8613354658136746,0.6348598769651401,,,,,,0.032682476019754804,0.041389430501069704,0.032682476019754825,0.02730758280961174,0.009976590509200594,0.08884630088584039
seed_summary,MB+MR,3407,0.7469949748743719,0.7283074073848445,0.25300502512562817,0.8181047972699733,0.8138344662135146,0.639917976760082,,,,,,0.05862526153345857,0.056560378457942095,0.05862526153345858,0.04331421953430747,0.09969865204364504,0.09722123394004803
seed_summary,MB+MR,2026,0.7459698492462312,0.7335239335212976,0.25403015075376884,0.8160388430638225,0.7779554844728775,0.6946343130553656,,,,,,0.04717292889009755,0.043797250271239055,0.047172928890097554,0.03582059775501379,0.08798320126164645,0.05932846029218276
final,MB+MR,all,0.7557018425460637,0.7382871922262839,0.24429815745393638,0.8201164836715878,0.8177084721666888,0.6564707222601959,,,,,,0.01597674610437829,0.013031540046822141,0.015976746104378353,0.005373729549005199,0.04182476854319505,0.03314725991948307
