record_type,scheme,training_seed,accuracy,macro_f1,mae,adjacent_error_rate,far_error_rate,fold,train_n,eval_n,train_minutes,majority_acc,accuracy_std,macro_f1_std,mae_std,adjacent_error_rate_std,far_error_rate_std
fold_raw_reference,MB,42,0.4472361809045226,0.3724740466646109,0.6984924623115578,0.41708542713567837,0.135678391959799,4.0,797.0,199.0,2.4,,,,,,
fold_raw_reference,MB,42,0.46733668341708545,0.43992667117828405,0.7437185929648241,0.36180904522613067,0.1708542713567839,5.0,797.0,199.0,2.37,,,,,,
fold_raw_reference,MB,3407,0.47,0.39353319187967595,0.725,0.385,0.145,1.0,796.0,200.0,2.38,,,,,,
fold_raw_reference,MB,3407,0.45226130653266333,0.44355161212280364,0.7336683417085427,0.4020100502512563,0.1457286432160804,2.0,797.0,199.0,2.39,,,,,,
fold_raw_reference,MB,3407,0.47738693467336685,0.3877486338797814,0.7035175879396985,0.37185929648241206,0.1507537688442211,3.0,797.0,199.0,2.39,,,,,,
fold_raw_reference,MB,3407,0.457286432160804,0.3630273951400712,0.6934673366834171,0.41708542713567837,0.12562814070351758,4.0,797.0,199.0,2.39,,,,,,
fold_raw_reference,MB,3407,0.45226130653266333,0.356713220625396,0.7185929648241206,0.40703517587939697,0.1407035175879397,5.0,797.0,199.0,2.38,,,,,,
fold_raw_reference,MB,2026,0.435,0.3637977439851503,0.755,0.405,0.16,1.0,796.0,200.0,2.36,,,,,,
fold_raw_reference,MB,2026,0.5326633165829145,0.47583276215907977,0.6080402010050251,0.36180904522613067,0.10552763819095477,2.0,797.0,199.0,2.39,,,,,,
fold_raw_reference,MB,2026,0.4723618090452261,0.40212182516640044,0.6683417085427136,0.4120603015075377,0.11557788944723618,3.0,797.0,199.0,2.39,,,,,,
fold_raw_reference,MB,2026,0.3969849246231156,0.33302415458937196,0.7386934673366834,0.4824120603015075,0.12060301507537688,4.0,797.0,199.0,2.37,,,,,,
fold_raw_reference,MB,2026,0.44221105527638194,0.3751491901108269,0.6934673366834171,0.4321608040201005,0.12562814070351758,5.0,797.0,199.0,2.37,,,,,,
fold_raw_reference,MP,42,0.47,0.401463682502704,0.72,0.39,0.14,1.0,796.0,200.0,2.37,,,,,,
fold_raw_reference,MP,42,0.49748743718592964,0.4261280724695359,0.6381909547738693,0.4120603015075377,0.09045226130653267,2.0,797.0,199.0,2.38,,,,,,
fold_raw_reference,MP,42,0.3969849246231156,0.3693115963098059,0.7537688442211056,0.48743718592964824,0.11557788944723618,3.0,797.0,199.0,2.37,,,,,,
fold_raw_reference,MP,42,0.45226130653266333,0.41996256462349935,0.7236180904522613,0.4120603015075377,0.135678391959799,4.0,797.0,199.0,2.38,,,,,,
