scheme=M+MR (Soft) fold=2 training_seed=42 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=soft-target CE (fixed table) scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4528 acc=0.3413 sec=17.0
epoch=002 loss=1.3203 acc=0.4141 sec=3.3
epoch=003 loss=1.2426 acc=0.4806 sec=3.1
epoch=004 loss=1.1852 acc=0.5458 sec=3.2
epoch=005 loss=1.1033 acc=0.5847 sec=3.3
epoch=006 loss=1.0464 acc=0.6299 sec=3.3
epoch=007 loss=0.9404 acc=0.7415 sec=3.2
epoch=008 loss=0.9001 acc=0.7390 sec=3.2
epoch=009 loss=0.8472 acc=0.7942 sec=3.3
epoch=010 loss=0.7827 acc=0.8519 sec=3.2
epoch=011 loss=0.7579 acc=0.8607 sec=3.2
epoch=012 loss=0.7004 acc=0.9210 sec=3.1
epoch=013 loss=0.6777 acc=0.9373 sec=3.5
epoch=014 loss=0.6736 acc=0.9398 sec=3.5
epoch=015 loss=0.6485 acc=0.9573 sec=3.1
epoch=016 loss=0.6424 acc=0.9611 sec=3.3
epoch=017 loss=0.6352 acc=0.9686 sec=3.3
epoch=018 loss=0.6178 acc=0.9799 sec=3.3
epoch=019 loss=0.6125 acc=0.9862 sec=3.4
epoch=020 loss=0.6050 acc=0.9900 sec=3.3
epoch=021 loss=0.6061 acc=0.9887 sec=3.4
epoch=022 loss=0.5985 acc=0.9937 sec=3.3
epoch=023 loss=0.5942 acc=0.9925 sec=3.4
epoch=024 loss=0.5929 acc=0.9925 sec=3.3
epoch=025 loss=0.5875 acc=0.9962 sec=3.2
epoch=026 loss=0.5917 acc=0.9937 sec=3.1
epoch=027 loss=0.5805 acc=0.9975 sec=3.1
epoch=028 loss=0.5852 acc=0.9925 sec=3.1
epoch=029 loss=0.5777 acc=0.9950 sec=3.1
epoch=030 loss=0.5744 acc=0.9987 sec=3.2
epoch=031 loss=0.5705 acc=0.9987 sec=3.2
epoch=032 loss=0.5815 acc=0.9975 sec=3.1
epoch=033 loss=0.5687 acc=0.9975 sec=3.1
epoch=034 loss=0.5665 acc=0.9987 sec=3.3
epoch=035 loss=0.5708 acc=0.9987 sec=3.2
epoch=036 loss=0.5664 acc=1.0000 sec=3.1
epoch=037 loss=0.5633 acc=0.9987 sec=3.1
epoch=038 loss=0.5607 acc=1.0000 sec=3.2
epoch=039 loss=0.5676 acc=0.9987 sec=3.2
epoch=040 loss=0.5614 acc=1.0000 sec=3.2
epoch=041 loss=0.5618 acc=0.9987 sec=3.1
epoch=042 loss=0.5599 acc=1.0000 sec=3.1
epoch=043 loss=0.5648 acc=0.9987 sec=3.2
epoch=044 loss=0.5586 acc=0.9987 sec=3.1
epoch=045 loss=0.5587 acc=1.0000 sec=3.1
epoch=046 loss=0.5569 acc=1.0000 sec=3.1
epoch=047 loss=0.5572 acc=1.0000 sec=3.1
epoch=048 loss=0.5557 acc=0.9975 sec=3.2
epoch=049 loss=0.5654 acc=0.9950 sec=3.4
epoch=050 loss=0.5630 acc=0.9962 sec=3.4
