run: seed=42 fold=3 variant=crop label=Hard Label
train samples=797 eval samples=199 epochs=50
epoch 01/50 mean_loss=1.4905 lr=0.0001 elapsed=3.1s
epoch 02/50 mean_loss=1.3173 lr=0.0001 elapsed=3.0s
epoch 03/50 mean_loss=1.2025 lr=0.0001 elapsed=3.0s
epoch 04/50 mean_loss=1.1050 lr=0.0001 elapsed=3.0s
epoch 05/50 mean_loss=0.9576 lr=0.0001 elapsed=3.0s
epoch 06/50 mean_loss=0.8514 lr=0.0001 elapsed=3.0s
epoch 07/50 mean_loss=0.7329 lr=0.0001 elapsed=3.0s
epoch 08/50 mean_loss=0.6139 lr=0.0001 elapsed=3.0s
epoch 09/50 mean_loss=0.5315 lr=0.0001 elapsed=3.0s
epoch 10/50 mean_loss=0.4734 lr=0.0001 elapsed=2.9s
epoch 11/50 mean_loss=0.3762 lr=0.0001 elapsed=3.0s
epoch 12/50 mean_loss=0.3100 lr=0.0001 elapsed=3.2s
epoch 13/50 mean_loss=0.3066 lr=0.0001 elapsed=3.0s
epoch 14/50 mean_loss=0.2549 lr=0.0001 elapsed=3.0s
epoch 15/50 mean_loss=0.2428 lr=0.0001 elapsed=2.9s
epoch 16/50 mean_loss=0.1663 lr=0.0001 elapsed=3.0s
epoch 17/50 mean_loss=0.1516 lr=0.0001 elapsed=3.0s
epoch 18/50 mean_loss=0.1357 lr=0.0001 elapsed=2.9s
epoch 19/50 mean_loss=0.1205 lr=0.0001 elapsed=3.0s
epoch 20/50 mean_loss=0.0971 lr=0.0001 elapsed=3.0s
epoch 21/50 mean_loss=0.1093 lr=0.0001 elapsed=3.0s
epoch 22/50 mean_loss=0.1058 lr=0.0001 elapsed=3.0s
epoch 23/50 mean_loss=0.0885 lr=0.0001 elapsed=3.0s
epoch 24/50 mean_loss=0.0864 lr=0.0001 elapsed=3.0s
epoch 25/50 mean_loss=0.0599 lr=0.0001 elapsed=3.0s
epoch 26/50 mean_loss=0.0572 lr=0.0001 elapsed=3.0s
epoch 27/50 mean_loss=0.0549 lr=0.0001 elapsed=3.0s
epoch 28/50 mean_loss=0.0426 lr=0.0001 elapsed=2.9s
epoch 29/50 mean_loss=0.0328 lr=0.0001 elapsed=2.9s
epoch 30/50 mean_loss=0.0254 lr=0.0001 elapsed=2.9s
epoch 31/50 mean_loss=0.0338 lr=0.0001 elapsed=2.9s
epoch 32/50 mean_loss=0.0664 lr=0.0001 elapsed=3.0s
epoch 33/50 mean_loss=0.0410 lr=0.0001 elapsed=3.0s
epoch 34/50 mean_loss=0.0332 lr=0.0001 elapsed=3.0s
epoch 35/50 mean_loss=0.0506 lr=0.0001 elapsed=2.9s
epoch 36/50 mean_loss=0.0725 lr=0.0001 elapsed=2.9s
epoch 37/50 mean_loss=0.0549 lr=0.0001 elapsed=2.9s
epoch 38/50 mean_loss=0.0525 lr=0.0001 elapsed=3.0s
epoch 39/50 mean_loss=0.0594 lr=0.0001 elapsed=3.0s
epoch 40/50 mean_loss=0.0723 lr=0.0001 elapsed=3.1s
epoch 41/50 mean_loss=0.0564 lr=0.0001 elapsed=3.1s
epoch 42/50 mean_loss=0.0551 lr=0.0001 elapsed=3.0s
epoch 43/50 mean_loss=0.0515 lr=0.0001 elapsed=3.0s
epoch 44/50 mean_loss=0.0235 lr=0.0001 elapsed=3.0s
epoch 45/50 mean_loss=0.0393 lr=0.0001 elapsed=3.0s
epoch 46/50 mean_loss=0.0458 lr=0.0001 elapsed=3.0s
epoch 47/50 mean_loss=0.0424 lr=0.0001 elapsed=3.1s
epoch 48/50 mean_loss=0.0241 lr=0.0001 elapsed=2.9s
epoch 49/50 mean_loss=0.0244 lr=0.0001 elapsed=3.0s
epoch 50/50 mean_loss=0.0326 lr=0.0001 elapsed=3.0s
