scheme=MP (Soft) fold=1 training_seed=42 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=soft-target CE (fixed table) scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4914 acc=0.3254 sec=16.0
epoch=002 loss=1.3621 acc=0.4158 sec=2.4
epoch=003 loss=1.2908 acc=0.4736 sec=2.4
epoch=004 loss=1.2068 acc=0.5477 sec=2.4
epoch=005 loss=1.1314 acc=0.5980 sec=2.3
epoch=006 loss=1.0379 acc=0.6734 sec=2.4
epoch=007 loss=0.9758 acc=0.7060 sec=2.3
epoch=008 loss=0.9038 acc=0.7676 sec=2.4
epoch=009 loss=0.8388 acc=0.8128 sec=2.4
epoch=010 loss=0.7936 acc=0.8518 sec=2.3
epoch=011 loss=0.7777 acc=0.8769 sec=2.4
epoch=012 loss=0.7526 acc=0.8706 sec=2.4
epoch=013 loss=0.7111 acc=0.9183 sec=2.4
epoch=014 loss=0.6866 acc=0.9397 sec=2.5
epoch=015 loss=0.6824 acc=0.9372 sec=2.3
epoch=016 loss=0.6620 acc=0.9585 sec=2.4
epoch=017 loss=0.6314 acc=0.9724 sec=2.5
epoch=018 loss=0.6290 acc=0.9761 sec=2.4
epoch=019 loss=0.6191 acc=0.9837 sec=2.3
epoch=020 loss=0.6250 acc=0.9711 sec=2.5
epoch=021 loss=0.6139 acc=0.9812 sec=2.4
epoch=022 loss=0.6099 acc=0.9887 sec=2.5
epoch=023 loss=0.6017 acc=0.9925 sec=2.4
epoch=024 loss=0.6036 acc=0.9975 sec=2.4
epoch=025 loss=0.5910 acc=0.9937 sec=2.3
epoch=026 loss=0.5872 acc=1.0000 sec=2.5
epoch=027 loss=0.5828 acc=0.9987 sec=2.3
epoch=028 loss=0.5803 acc=0.9975 sec=2.4
epoch=029 loss=0.5840 acc=0.9962 sec=2.5
epoch=030 loss=0.5841 acc=0.9950 sec=2.5
epoch=031 loss=0.5871 acc=0.9950 sec=2.4
epoch=032 loss=0.5808 acc=0.9987 sec=2.5
epoch=033 loss=0.5799 acc=0.9987 sec=2.5
epoch=034 loss=0.5809 acc=0.9962 sec=2.4
epoch=035 loss=0.5781 acc=0.9950 sec=2.4
epoch=036 loss=0.5766 acc=1.0000 sec=2.3
epoch=037 loss=0.5725 acc=0.9975 sec=2.3
epoch=038 loss=0.5786 acc=1.0000 sec=2.5
epoch=039 loss=0.5764 acc=0.9987 sec=2.3
epoch=040 loss=0.5774 acc=0.9975 sec=2.4
epoch=041 loss=0.5711 acc=0.9987 sec=2.4
epoch=042 loss=0.5673 acc=0.9987 sec=2.3
epoch=043 loss=0.5707 acc=0.9987 sec=2.4
epoch=044 loss=0.5755 acc=0.9987 sec=2.3
epoch=045 loss=0.5766 acc=1.0000 sec=2.3
epoch=046 loss=0.5708 acc=0.9987 sec=2.5
epoch=047 loss=0.5669 acc=0.9987 sec=2.4
epoch=048 loss=0.5696 acc=1.0000 sec=2.4
epoch=049 loss=0.5663 acc=0.9975 sec=2.4
epoch=050 loss=0.5634 acc=1.0000 sec=2.3
