scheme=MB+MR (Soft) fold=5 training_seed=3407 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=soft-target CE (fixed table) scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4803 acc=0.3024 sec=3.6
epoch=002 loss=1.3275 acc=0.4316 sec=3.5
epoch=003 loss=1.2285 acc=0.5082 sec=3.2
epoch=004 loss=1.1612 acc=0.5483 sec=3.4
epoch=005 loss=1.0846 acc=0.6161 sec=3.4
epoch=006 loss=1.0045 acc=0.6775 sec=3.5
epoch=007 loss=0.9380 acc=0.7202 sec=3.3
epoch=008 loss=0.8890 acc=0.7453 sec=3.3
epoch=009 loss=0.8545 acc=0.7867 sec=3.3
epoch=010 loss=0.7987 acc=0.8281 sec=3.3
epoch=011 loss=0.7684 acc=0.8545 sec=3.4
epoch=012 loss=0.7177 acc=0.9046 sec=3.3
epoch=013 loss=0.6999 acc=0.9247 sec=3.2
epoch=014 loss=0.6827 acc=0.9235 sec=3.2
epoch=015 loss=0.6602 acc=0.9586 sec=3.4
epoch=016 loss=0.6417 acc=0.9561 sec=3.2
epoch=017 loss=0.6417 acc=0.9611 sec=3.2
epoch=018 loss=0.6212 acc=0.9862 sec=3.3
epoch=019 loss=0.6116 acc=0.9887 sec=3.2
epoch=020 loss=0.6094 acc=0.9837 sec=3.4
epoch=021 loss=0.6009 acc=0.9900 sec=3.2
epoch=022 loss=0.5998 acc=0.9937 sec=3.2
epoch=023 loss=0.6062 acc=0.9862 sec=3.2
epoch=024 loss=0.6028 acc=0.9862 sec=3.3
epoch=025 loss=0.5935 acc=0.9937 sec=3.4
epoch=026 loss=0.5856 acc=0.9950 sec=3.5
epoch=027 loss=0.5868 acc=0.9962 sec=3.4
epoch=028 loss=0.5868 acc=0.9962 sec=3.5
epoch=029 loss=0.5966 acc=0.9912 sec=3.4
epoch=030 loss=0.5804 acc=0.9950 sec=3.5
epoch=031 loss=0.5837 acc=0.9950 sec=3.2
epoch=032 loss=0.5746 acc=1.0000 sec=3.3
epoch=033 loss=0.5765 acc=0.9975 sec=3.2
epoch=034 loss=0.5697 acc=1.0000 sec=3.3
epoch=035 loss=0.5746 acc=1.0000 sec=3.2
epoch=036 loss=0.5789 acc=0.9987 sec=3.3
epoch=037 loss=0.5736 acc=1.0000 sec=3.2
epoch=038 loss=0.5705 acc=1.0000 sec=3.3
epoch=039 loss=0.5726 acc=1.0000 sec=3.4
epoch=040 loss=0.5646 acc=1.0000 sec=3.2
epoch=041 loss=0.5650 acc=1.0000 sec=3.3
epoch=042 loss=0.5631 acc=0.9987 sec=3.3
epoch=043 loss=0.5670 acc=0.9975 sec=3.3
epoch=044 loss=0.5698 acc=0.9975 sec=3.3
epoch=045 loss=0.5640 acc=0.9987 sec=3.3
epoch=046 loss=0.5651 acc=0.9975 sec=3.2
epoch=047 loss=0.5646 acc=0.9962 sec=3.2
epoch=048 loss=0.5655 acc=0.9975 sec=3.4
epoch=049 loss=0.5657 acc=0.9962 sec=3.2
epoch=050 loss=0.5599 acc=0.9987 sec=3.3
