record_type,scheme,fold,training_seed,baseline_accuracy,baseline_macro_f1,baseline_auc,baseline_sensitivity,baseline_specificity,delta_accuracy_M,after_accuracy_M,delta_macro_f1_M,after_macro_f1_M,delta_auc_M,after_auc_M,delta_sensitivity_M,after_sensitivity_M,delta_specificity_M,after_specificity_M,deeplift_share_M,deeplift_center_share_M,delta_accuracy_MB,after_accuracy_MB,delta_macro_f1_MB,after_macro_f1_MB,delta_auc_MB,after_auc_MB,delta_sensitivity_MB,after_sensitivity_MB,delta_specificity_MB,after_specificity_MB,deeplift_share_MB,deeplift_center_share_MB,delta_accuracy_MR,after_accuracy_MR,delta_macro_f1_MR,after_macro_f1_MR,delta_auc_MR,after_auc_MR,delta_sensitivity_MR,after_sensitivity_MR,delta_specificity_MR,after_specificity_MR,deeplift_share_MR,deeplift_center_share_MR,delta_accuracy_MP,after_accuracy_MP,delta_macro_f1_MP,after_macro_f1_MP,delta_auc_MP,after_auc_MP,delta_sensitivity_MP,after_sensitivity_MP,delta_specificity_MP,after_specificity_MP,deeplift_share_MP,deeplift_center_share_MP,delta_accuracy_MUV,after_accuracy_MUV,delta_macro_f1_MUV,after_macro_f1_MUV,delta_auc_MUV,after_auc_MUV,delta_sensitivity_MUV,after_sensitivity_MUV,delta_specificity_MUV,after_specificity_MUV,deeplift_share_MUV,deeplift_center_share_MUV
run,M+MB+MP+MR+MUV,2,42,0.7537688442211056,0.7233366434955313,0.7951351926761763,0.8852459016393442,0.5454545454545454,-0.055276381909547756,0.6984924623115578,-0.038210061217050284,0.685126582278481,-0.04391100702576123,0.751224185650415,-0.14754098360655732,0.7377049180327869,0.09090909090909094,0.6363636363636364,0.24096760681159635,0.6563600799572714,-0.25125628140703526,0.5025125628140703,-0.25434658931909393,0.46899005417643735,0.010059612518628858,0.8051948051948051,-0.680327868852459,0.20491803278688525,0.4285714285714286,0.974025974025974,0.24283044928558215,0.579816530123344,-0.1507537688442212,0.6030150753768844,-0.12036167064405268,0.6029749728514786,-0.08329784969129228,0.711837342984884,-0.4016393442622951,0.48360655737704916,0.24675324675324684,0.7922077922077922,0.2861976106353862,0.5363100551581563,-0.015075376884422176,0.7386934673366834,-0.01805070136748388,0.7052859421280474,0.001224185650415155,0.7963593783265914,-0.008196721311475419,0.8770491803278688,-0.025974025974025983,0.5194805194805194,0.09225640979293843,0.6301715872833253,-0.1306532663316583,0.6231155778894473,-0.2418358618384182,0.4815007816571131,-0.09367681498829039,0.7014583776878859,0.049180327868852514,0.9344262295081968,-0.41558441558441556,0.12987012987012986,0.13774792347449433,0.6125313795696509
run,M+MB+MP+MR+MUV,2,3407,0.7487437185929648,0.7144087256027555,0.8175963380881415,0.8934426229508197,0.5194805194805194,-0.10050251256281406,0.6482412060301508,-0.21693397812800802,0.49747474747474746,-0.03821588247817764,0.7793804556099638,0.08196721311475408,0.9754098360655737,-0.3896103896103896,0.12987012987012986,0.23345866388273268,0.6067960279644453,-0.045226130653266305,0.7035175879396985,-0.01980604645072004,0.6946026791520354,-0.011443474558228806,0.8061528635299127,-0.180327868852459,0.7131147540983607,0.1688311688311689,0.6883116883116883,0.2449488935908645,0.5138382552501412,-0.12060301507537685,0.628140703517588,-0.20856979942825882,0.5058389261744967,-0.15504577389823293,0.6625505641899085,0.024590163934426257,0.9180327868852459,-0.3506493506493506,0.16883116883116883,0.30267926409648394,0.479178067890021,0.02010050251256279,0.7688442211055276,0.026828271231256307,0.7412369968340118,-0.0076644666808601825,0.8099318714072813,0.0,0.8934426229508197,0.051948051948051965,0.5714285714285714,0.08782898217885136,0.5960430439829308,0.005025125628140725,0.7537688442211056,0.01978781249183359,0.7341965380945891,-0.03486267830530132,0.7827336597828402,-0.05737704918032782,0.8360655737704918,0.10389610389610393,0.6233766233766234,0.1310841962510651,0.5727166472741287
run,M+MB+MP+MR+MUV,2,2026,0.7537688442211056,0.7422892935486428,0.8035448158398978,0.7868852459016393,0.7012987012987013,0.005025125628140614,0.7587939698492462,-0.010362935219051406,0.7319263583295914,0.011656376410474789,0.8152011922503726,0.0901639344262295,0.8770491803278688,-0.1298701298701299,0.5714285714285714,0.24824257931492688,0.6348356250624615,-0.1507537688442212,0.6030150753768844,-0.14185721831672005,0.6004320752319228,-0.16100702576112413,0.6425377900787737,-0.2295081967213115,0.5573770491803278,-0.025974025974025983,0.6753246753246753,0.23931682744631957,0.5736738677724612,-0.08040201005025127,0.6733668341708543,-0.20529534287391038,0.5369939506747324,-0.023259527357888055,0.7802852884820097,0.20491803278688525,0.9918032786885246,-0.5324675324675325,0.16883116883116883,0.29587074358016857,0.5479143696607073,-0.0201005025125629,0.7336683417085427,-0.03725251753275782,0.705036776015885,-0.01772407919948893,0.7858207366404089,0.06557377049180324,0.8524590163934426,-0.1558441558441559,0.5454545454545454,0.08739128664445783,0.6384960513922867,-0.01005025125628145,0.7437185929648241,-0.008269323425205477,0.7340199701234373,-0.04305939961677663,0.7604854162231212,-0.024590163934426257,0.7622950819672131,0.012987012987012991,0.7142857142857143,0.1291785630141246,0.6265815542666231
run,M+MB+MP+MR+MUV,3,42,0.7386934673366834,0.7095868881903906,0.8058335107515436,0.860655737704918,0.5454545454545454,-0.025125628140703515,0.7135678391959799,-0.001804215650008878,0.7077826725403817,-0.043857781562699705,0.7619757291888439,-0.16393442622950816,0.6967213114754098,0.19480519480519487,0.7402597402597403,0.24183161050011479,0.6650287727638908,-0.2663316582914573,0.4723618090452261,-0.289987432619712,0.4195994555706786,-0.02565467319565684,0.7801788375558868,-0.721311475409836,0.13934426229508196,0.4545454545454546,1.0,0.24227419529106745,0.5738931491778506,-0.09547738693467334,0.6432160804020101,-0.06694834707700315,0.6426385411133875,-0.06695763253140308,0.7388758782201406,-0.30327868852459017,0.5573770491803278,0.23376623376623384,0.7792207792207793,0.2982138110614323,0.5416559340051893,-0.045226130653266305,0.6934673366834171,-0.05940389634577514,0.6501829918446155,-0.025441771343410857,0.7803917394081328,-0.008196721311475419,0.8524590163934426,-0.10389610389610388,0.44155844155844154,0.08697380659830821,0.6459964750964006,-0.03015075376884424,0.7085427135678392,-0.03127027726508402,0.6783166109253066,-0.012241856504151771,0.7935916542473919,-0.032786885245901565,0.8278688524590164,-0.025974025974025983,0.5194805194805194,0.13070657654907414,0.6243700951968262
run,M+MB+MP+MR+MUV,3,3407,0.7587939698492462,0.7418378378378379,0.8163721524377261,0.8278688524590164,0.6493506493506493,-0.0653266331658291,0.6934673366834171,-0.06412643467840606,0.6777114031594318,-0.053119012135405375,0.7632531403023207,-0.08196721311475408,0.7459016393442623,-0.038961038961038974,0.6103896103896104,0.23446937777732335,0.573696232070159,-0.15577889447236182,0.6030150753768844,-0.13882276246095349,0.6030150753768844,-0.07898658718330842,0.7373855652544177,-0.33606557377049184,0.4918032786885246,0.1298701298701299,0.7792207792207793,0.25053367147374295,0.47295141176928107,-0.1306532663316582,0.628140703517588,-0.2730788190788191,0.46875901875901876,-0.1580796252927401,0.658292527144986,0.13114754098360648,0.9590163934426229,-0.5454545454545454,0.1038961038961039,0.3097217961289961,0.45746802989631985,-0.04020100502512558,0.7185929648241206,-0.09360551460551458,0.6482323232323233,-0.011709601873536313,0.8046625505641898,0.12295081967213106,0.9508196721311475,-0.2987012987012987,0.35064935064935066,0.08053604492374193,0.5804572828568375,-0.05025125628140703,0.7085427135678392,-0.05934443995051386,0.682493397887324,-0.03959974451777726,0.7767724079199488,-0.016393442622950838,0.8114754098360656,-0.10389610389610393,0.5454545454545454,0.12473910969619316,0.5560832107091167
run,M+MB+MP+MR+MUV,3,2026,0.7135678391959799,0.6615747232747561,0.7868852459016393,0.9016393442622951,0.4155844155844156,-0.07035175879396982,0.6432160804020101,-0.07561135331138613,0.58596336996337,-0.07962529274004682,0.7072599531615925,-0.07377049180327866,0.8278688524590164,-0.06493506493506496,0.35064935064935066,0.23385093083765807,0.6012276863138235,-0.1306532663316583,0.5829145728643216,-0.08835956087585162,0.5732151623989045,-0.03821588247817764,0.7486693634234617,-0.5491803278688525,0.3524590163934426,0.5324675324675324,0.948051948051948,0.2525757599042832,0.49023989516080047,-0.10050251256281406,0.6130653266331658,-0.28151241797880594,0.38006230529595014,-0.26091121992761335,0.525974025974026,0.09836065573770492,1.0,-0.4155844155844156,0.0,0.2962482139898312,0.4686296381551725,-0.06030150753768837,0.6532663316582915,-0.13859400415021206,0.522980719124544,-0.02102405790930373,0.7658611879923356,0.05737704918032782,0.9590163934426229,-0.24675324675324678,0.16883116883116883,0.08614377495965976,0.5806384042538447,0.01005025125628145,0.7236180904522613,0.03233136504361511,0.6939060883183712,-0.014583776878858812,0.7723014690227805,-0.05737704918032782,0.8442622950819673,0.11688311688311681,0.5324675324675324,0.13118132030856483,0.5560577913418273
run,M+MB+MP+MR+MUV,4,42,0.7638190954773869,0.7435074729192377,0.8063756953359007,0.8455284552845529,0.631578947368421,-0.04020100502512558,0.7236180904522613,-0.10837729323460255,0.6351301796846351,-0.021181001283696932,0.7851946940522038,0.1382113821138211,0.983739837398374,-0.3289473684210526,0.3026315789473684,0.23486155016201316,0.6201011067487853,-0.35678391959798994,0.40703517587939697,-0.4229634914377562,0.3205439814814815,-0.15019255455712455,0.6561831407787762,-0.8048780487804879,0.04065040650406504,0.368421052631579,1.0,0.24936474736255998,0.5158467671425151,-0.11557788944723613,0.6482412060301508,-0.09677385555263185,0.6467336173666058,-0.061189559264013704,0.745186136071887,-0.2682926829268293,0.5772357723577236,0.13157894736842113,0.7631578947368421,0.29812840956869613,0.4827824405521528,-0.035175879396984855,0.7286432160804021,-0.06874960366984295,0.6747578692493947,-0.05434317501069741,0.7520325203252033,0.07317073170731703,0.9186991869918699,-0.21052631578947367,0.42105263157894735,0.0867171125432543,0.6158931368564743,-0.04020100502512558,0.7236180904522613,-0.02924040595670019,0.7142670669625375,-0.03733418913136499,0.7690415062045357,-0.11382113821138218,0.7317073170731707,0.07894736842105265,0.7105263157894737,0.1309281803634734,0.5910002783398006
run,M+MB+MP+MR+MUV,4,3407,0.7839195979899497,0.7705713596267796,0.8292148053059478,0.8292682926829268,0.7105263157894737,-0.06030150753768837,0.7236180904522613,-0.09130396035938027,0.6792673992673993,-0.06948010269576388,0.7597347026101839,0.056910569105691144,0.8861788617886179,-0.25,0.4605263157894737,0.22997086932372013,0.5542740548727831,-0.23618090452261298,0.5477386934673367,-0.23562121421755655,0.534950145409223,-0.12371630295250324,0.7054985023534446,-0.5203252032520325,0.3089430894308943,0.22368421052631582,0.9342105263157895,0.2512541898467034,0.4479245547314235,-0.07537688442211055,0.7085427135678392,-0.08428086169244597,0.6862904979343336,-0.11259092854086439,0.7166238767650834,-0.04065040650406504,0.7886178861788617,-0.13157894736842102,0.5789473684210527,0.31044259868362345,0.4357803817976738,-0.035175879396984855,0.7487437185929648,-0.03804447790634957,0.73252688172043,-0.017918271287976073,0.8112965340179717,-0.024390243902438935,0.8048780487804879,-0.05263157894736836,0.6578947368421053,0.08153779530852816,0.55675607478845,-0.025125628140703515,0.7587939698492462,-0.059675475849539916,0.7108958837772397,-0.034392383397518156,0.7948224219084297,0.11382113821138218,0.943089430894309,-0.25,0.4605263157894737,0.12679454683742203,0.531639484814596
run,M+MB+MP+MR+MUV,4,2026,0.7437185929648241,0.72493698674689,0.7793645699614892,0.8130081300813008,0.631578947368421,-0.10552763819095479,0.6381909547738693,-0.10624420411968116,0.6186927826272088,-0.10884681215233205,0.6705177578091571,-0.11382113821138207,0.6991869918699187,-0.09210526315789469,0.5394736842105263,0.23765651662801227,0.6217450632274787,-0.2864321608040201,0.457286432160804,-0.32393364226528465,0.40100334448160535,-0.0752567394094995,0.7041078305519897,-0.6910569105691057,0.12195121951219512,0.368421052631579,1.0,0.2510031286798631,0.5077172023049352,-0.055276381909547756,0.6884422110552764,-0.05328486837346014,0.6716521183734299,-0.04947582370560566,0.7298887462558835,-0.07317073170731703,0.7398373983739838,-0.02631578947368418,0.6052631578947368,0.3011916034279273,0.4918120268503046,-0.03015075376884424,0.7135678391959799,-0.04216158612603249,0.6827754006208575,-0.006792896876337329,0.7725716730851518,0.016260162601625994,0.8292682926829268,-0.10526315789473684,0.5263157894736842,0.08339087281795483,0.6374772043419837,-0.015075376884422065,0.7286432160804021,3.230072239746029e-05,0.7249692874692875,0.03428540864356,0.8136499786050492,-0.13008130081300806,0.6829268292682927,0.17105263157894746,0.8026315789473685,0.12675787844624023,0.6075789826120295
run,M+MB+MP+MR+MUV,5,42,0.8241206030150754,0.8122692110724778,0.8624304664099273,0.8699186991869918,0.75,-0.07035175879396982,0.7537688442211056,-0.08893256757694656,0.7233366434955313,-0.0822635857937527,0.7801668806161746,0.008130081300813052,0.8780487804878049,-0.19736842105263153,0.5526315789473685,0.2361115573901437,0.577561429509322,-0.43216080402010054,0.39195979899497485,-0.5061685223315193,0.30610068874095847,-0.172122379118528,0.6903080872913993,-0.8373983739837398,0.032520325203252036,0.22368421052631582,0.9736842105263158,0.2501345156048859,0.48724490227658074,-0.12060301507537685,0.7035175879396985,-0.12257393924860183,0.689695271823876,-0.11981172443303378,0.7426187419768935,-0.13008130081300806,0.7398373983739838,-0.10526315789473684,0.6447368421052632,0.2956762327603124,0.46019224925334734,-0.05025125628140703,0.7738693467336684,-0.06448720853762357,0.7477820025348543,-0.017436884895164706,0.8449935815147626,0.016260162601626105,0.8861788617886179,-0.1578947368421053,0.5921052631578947,0.08727143891390945,0.5845757026730363,-0.17085427135678388,0.6532663316582915,-0.15988066394708866,0.6523885471253892,-0.12023962344886607,0.7421908429610612,-0.30081300813008127,0.5691056910569106,0.03947368421052633,0.7894736842105263,0.13080625533074636,0.5571155452900418
run,M+MB+MP+MR+MUV,5,3407,0.7135678391959799,0.7117041555470836,0.8396448438168592,0.6422764227642277,0.8289473684210527,-0.11055276381909551,0.6030150753768844,-0.10969407985279733,0.6020100756942862,-0.07552417629439456,0.7641206675224647,-0.19512195121951226,0.44715447154471544,0.02631578947368418,0.8552631578947368,0.24396980541473623,0.6373471395812315,-0.28643216080402006,0.4271356783919598,-0.3578080516509797,0.3538961038961039,-0.15062045357295673,0.6890243902439025,-0.5691056910569107,0.07317073170731707,0.17105263157894735,1.0,0.23848019255378267,0.5700922152875935,-0.18592964824120606,0.5276381909547738,-0.19914422225544293,0.5125599332916406,-0.16260162601626005,0.6770432178005992,-0.3577235772357724,0.2845528455284553,0.09210526315789469,0.9210526315789473,0.2975170224118193,0.5521764021047768,0.03015075376884424,0.7437185929648241,0.020066333656605928,0.7317704892036895,-0.02551347881899857,0.8141313649978607,0.13008130081300806,0.7723577235772358,-0.13157894736842113,0.6973684210526315,0.08883478011526505,0.6418484372289303,-0.025125628140703515,0.6884422110552764,-0.02390051182238717,0.6878036437246964,-0.05701754385964908,0.7826272999572101,-0.04878048780487809,0.5934959349593496,0.013157894736842035,0.8421052631578947,0.13119819950439382,0.6240143069508074
run,M+MB+MP+MR+MUV,5,2026,0.8391959798994975,0.8288172043010753,0.8868741976893453,0.8780487804878049,0.7763157894736842,-0.1507537688442211,0.6884422110552764,-0.14132986894139954,0.6874873353596758,-0.09879118528027375,0.7880830124090715,-0.2764227642276422,0.6016260162601627,0.052631578947368474,0.8289473684210527,0.22195187953379253,0.5323401925804122,-0.2562814070351759,0.5829145728643216,-0.24657778299950972,0.5822394213015656,-0.15955284552845528,0.72732135216089,-0.43902439024390244,0.43902439024390244,0.03947368421052633,0.8157894736842105,0.25529829727803216,0.4203214682817288,-0.1959798994974874,0.6432160804020101,-0.1865043514619067,0.6423128528391686,-0.12510697475395804,0.7617672229353872,-0.31707317073170727,0.5609756097560976,0.0,0.7763157894736842,0.3112545616284524,0.39587302515601464,-0.01005025125628134,0.8291457286432161,-0.01739022548279212,0.8114269788182832,-0.00673940949935814,0.8801347881899871,0.04065040650406504,0.9186991869918699,-0.09210526315789469,0.6842105263157895,0.08278389768390038,0.5107998177800521,-0.055276381909547756,0.7839195979899497,-0.05220840649400049,0.7766087978070748,-0.05311296534017962,0.8337612323491657,-0.09756097560975607,0.7804878048780488,0.013157894736842146,0.7894736842105263,0.12871136387581925,0.48468756412473235
