step,task,label_strategy,modality,input_region,fold,training_seed,train_count,evaluation_count,train_class_counts,evaluation_class_counts,parameter_count,class_0_precision,class_0_recall,class_0_f1,class_1_precision,class_1_recall,class_1_f1,class_2_precision,class_2_recall,class_2_f1,class_3_precision,class_3_recall,class_3_f1,class_4_precision,class_4_recall,class_4_f1,accuracy,macro_f1,mae
step_14_N,five_class,Hard Label,MR,context,1,42,794,202,"{'0': 28, '1': 98, '2': 179, '3': 260, '4': 229}","{'0': 8, '1': 25, '2': 45, '3': 66, '4': 58}",23518277,0.0,0.0,0.0,0.43333333333333335,0.52,0.4727272727272728,0.4375,0.4666666666666667,0.45161290322580644,0.5222222222222223,0.7121212121212122,0.6025641025641025,0.7058823529411765,0.41379310344827586,0.5217391304347826,0.5198019801980198,0.4097286817903929,0.599009900990099
step_14_N,five_class,Hard Label,MR,context,2,42,796,200,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 229}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 58}",23518277,0.0,0.0,0.0,0.46153846153846156,0.48,0.47058823529411764,0.44680851063829785,0.4666666666666667,0.45652173913043476,0.43548387096774194,0.4153846153846154,0.4251968503937008,0.4838709677419355,0.5172413793103449,0.5000000000000001,0.45,0.3704613649636507,0.71
step_14_N,five_class,Hard Label,MR,context,3,42,797,199,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 57}",23518277,0.1111111111111111,0.14285714285714285,0.125,0.631578947368421,0.48,0.5454545454545454,0.3333333333333333,0.35555555555555557,0.34408602150537637,0.3793103448275862,0.3384615384615385,0.35772357723577236,0.5692307692307692,0.6491228070175439,0.6065573770491803,0.44221105527638194,0.3957643042489749,0.7386934673366834
step_14_N,five_class,Hard Label,MR,context,4,42,798,198,"{'0': 29, '1': 99, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 45, '3': 65, '4': 57}",23518277,0.05,0.14285714285714285,0.07407407407407408,0.375,0.125,0.1875,0.2786885245901639,0.37777777777777777,0.32075471698113206,0.48717948717948717,0.2923076923076923,0.36538461538461536,0.4714285714285714,0.5789473684210527,0.5196850393700787,0.3686868686868687,0.2934796891619801,0.898989898989899
step_14_N,five_class,Hard Label,MR,context,5,42,799,197,"{'0': 29, '1': 99, '2': 180, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 44, '3': 65, '4': 57}",23518277,0.25,0.14285714285714285,0.18181818181818182,0.56,0.5833333333333334,0.5714285714285714,0.3902439024390244,0.36363636363636365,0.3764705882352941,0.47761194029850745,0.49230769230769234,0.4848484848484848,0.5833333333333334,0.6140350877192983,0.5982905982905983,0.49746192893401014,0.44257128492422615,0.5939086294416244
step_14_N,five_class,Hard Label,MR,context,1,3407,794,202,"{'0': 28, '1': 98, '2': 179, '3': 260, '4': 229}","{'0': 8, '1': 25, '2': 45, '3': 66, '4': 58}",23518277,0.5,0.125,0.2,0.5,0.52,0.5098039215686274,0.3442622950819672,0.4666666666666667,0.3962264150943396,0.47674418604651164,0.6212121212121212,0.5394736842105262,0.6296296296296297,0.29310344827586204,0.4,0.4603960396039604,0.4091008041746986,0.6683168316831684
step_14_N,five_class,Hard Label,MR,context,2,3407,796,200,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 229}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 58}",23518277,0.25,0.14285714285714285,0.18181818181818182,0.6190476190476191,0.52,0.5652173913043478,0.43902439024390244,0.4,0.4186046511627907,0.45901639344262296,0.4307692307692308,0.4444444444444444,0.4794520547945205,0.603448275862069,0.5343511450381679,0.475,0.4288871627535865,0.67
step_14_N,five_class,Hard Label,MR,context,3,3407,797,199,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.6842105263157895,0.52,0.5909090909090909,0.42857142857142855,0.26666666666666666,0.3287671232876712,0.4270833333333333,0.6307692307692307,0.5093167701863355,0.58,0.5087719298245614,0.5420560747663552,0.47738693467336685,0.39420981182989057,0.6582914572864321
step_14_N,five_class,Hard Label,MR,context,4,3407,798,198,"{'0': 29, '1': 99, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 45, '3': 65, '4': 57}",23518277,0.25,0.2857142857142857,0.26666666666666666,0.4,0.25,0.3076923076923077,0.2857142857142857,0.26666666666666666,0.2758620689655172,0.49295774647887325,0.5384615384615384,0.5147058823529411,0.46774193548387094,0.5087719298245614,0.48739495798319327,0.42424242424242425,0.3704643767321252,0.7828282828282829
step_14_N,five_class,Hard Label,MR,context,5,3407,799,197,"{'0': 29, '1': 99, '2': 180, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 44, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.5,0.4166666666666667,0.45454545454545453,0.36,0.4090909090909091,0.3829787234042554,0.45555555555555555,0.6307692307692307,0.5290322580645161,0.5,0.3157894736842105,0.3870967741935484,0.4416243654822335,0.3507306420415549,0.6954314720812182
step_14_N,five_class,Hard Label,MR,context,1,2026,794,202,"{'0': 28, '1': 98, '2': 179, '3': 260, '4': 229}","{'0': 8, '1': 25, '2': 45, '3': 66, '4': 58}",23518277,0.3333333333333333,0.25,0.28571428571428575,0.55,0.44,0.48888888888888893,0.47368421052631576,0.4,0.43373493975903615,0.5,0.6515151515151515,0.5657894736842106,0.5769230769230769,0.5172413793103449,0.5454545454545454,0.5148514851485149,0.46391642670019345,0.6287128712871287
step_14_N,five_class,Hard Label,MR,context,2,2026,796,200,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 229}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 58}",23518277,0.0,0.0,0.0,0.8181818181818182,0.36,0.5,0.475,0.4222222222222222,0.4470588235294118,0.4444444444444444,0.676923076923077,0.5365853658536585,0.5957446808510638,0.4827586206896552,0.5333333333333333,0.5,0.40339550454328066,0.67
step_14_N,five_class,Hard Label,MR,context,3,2026,797,199,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 57}",23518277,0.09090909090909091,0.42857142857142855,0.15000000000000002,0.75,0.6,0.6666666666666665,0.4583333333333333,0.24444444444444444,0.31884057971014496,0.48717948717948717,0.2923076923076923,0.36538461538461536,0.5060240963855421,0.7368421052631579,0.6,0.45226130653266333,0.4201783723522854,0.9195979899497487
step_14_N,five_class,Hard Label,MR,context,4,2026,798,198,"{'0': 29, '1': 99, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 45, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.38095238095238093,0.3333333333333333,0.35555555555555557,0.2923076923076923,0.4222222222222222,0.34545454545454546,0.4528301886792453,0.36923076923076925,0.4067796610169492,0.5370370370370371,0.5087719298245614,0.5225225225225226,0.40404040404040403,0.32606245690991453,0.7424242424242424
step_14_N,five_class,Hard Label,MR,context,5,2026,799,197,"{'0': 29, '1': 99, '2': 180, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 44, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.4,0.5833333333333334,0.4745762711864407,0.42857142857142855,0.20454545454545456,0.27692307692307694,0.4470588235294118,0.5846153846153846,0.5066666666666666,0.5454545454545454,0.5263157894736842,0.5357142857142857,0.4619289340101523,0.358776060098094,0.6852791878172588
