run: seed=3407 fold=4 variant=context label=Hard Label
train samples=798 eval samples=198 epochs=50
epoch 01/50 mean_loss=1.4544 lr=0.0001 elapsed=3.0s
epoch 02/50 mean_loss=1.2596 lr=0.0001 elapsed=3.0s
epoch 03/50 mean_loss=1.1557 lr=0.0001 elapsed=3.0s
epoch 04/50 mean_loss=1.0346 lr=0.0001 elapsed=3.0s
epoch 05/50 mean_loss=0.9151 lr=0.0001 elapsed=3.0s
epoch 06/50 mean_loss=0.7866 lr=0.0001 elapsed=3.0s
epoch 07/50 mean_loss=0.6992 lr=0.0001 elapsed=2.9s
epoch 08/50 mean_loss=0.6049 lr=0.0001 elapsed=3.0s
epoch 09/50 mean_loss=0.4695 lr=0.0001 elapsed=2.9s
epoch 10/50 mean_loss=0.3730 lr=0.0001 elapsed=2.9s
epoch 11/50 mean_loss=0.3184 lr=0.0001 elapsed=2.9s
epoch 12/50 mean_loss=0.2623 lr=0.0001 elapsed=3.0s
epoch 13/50 mean_loss=0.2713 lr=0.0001 elapsed=2.9s
epoch 14/50 mean_loss=0.2415 lr=0.0001 elapsed=2.9s
epoch 15/50 mean_loss=0.1576 lr=0.0001 elapsed=3.0s
epoch 16/50 mean_loss=0.1689 lr=0.0001 elapsed=3.0s
epoch 17/50 mean_loss=0.1644 lr=0.0001 elapsed=3.0s
epoch 18/50 mean_loss=0.1332 lr=0.0001 elapsed=2.9s
epoch 19/50 mean_loss=0.0901 lr=0.0001 elapsed=2.9s
epoch 20/50 mean_loss=0.0780 lr=0.0001 elapsed=2.9s
epoch 21/50 mean_loss=0.0699 lr=0.0001 elapsed=2.9s
epoch 22/50 mean_loss=0.0482 lr=0.0001 elapsed=2.9s
epoch 23/50 mean_loss=0.0524 lr=0.0001 elapsed=3.0s
epoch 24/50 mean_loss=0.0448 lr=0.0001 elapsed=2.9s
epoch 25/50 mean_loss=0.0549 lr=0.0001 elapsed=3.0s
epoch 26/50 mean_loss=0.0492 lr=0.0001 elapsed=3.0s
epoch 27/50 mean_loss=0.0421 lr=0.0001 elapsed=2.9s
epoch 28/50 mean_loss=0.0452 lr=0.0001 elapsed=2.9s
epoch 29/50 mean_loss=0.0742 lr=0.0001 elapsed=2.9s
epoch 30/50 mean_loss=0.0733 lr=0.0001 elapsed=3.0s
epoch 31/50 mean_loss=0.0747 lr=0.0001 elapsed=3.0s
epoch 32/50 mean_loss=0.1204 lr=0.0001 elapsed=3.1s
epoch 33/50 mean_loss=0.0849 lr=0.0001 elapsed=3.0s
epoch 34/50 mean_loss=0.0875 lr=0.0001 elapsed=3.0s
epoch 35/50 mean_loss=0.0597 lr=0.0001 elapsed=3.0s
epoch 36/50 mean_loss=0.0883 lr=0.0001 elapsed=3.0s
epoch 37/50 mean_loss=0.0902 lr=0.0001 elapsed=3.1s
epoch 38/50 mean_loss=0.0573 lr=0.0001 elapsed=3.0s
epoch 39/50 mean_loss=0.0314 lr=0.0001 elapsed=3.1s
epoch 40/50 mean_loss=0.0292 lr=0.0001 elapsed=3.0s
epoch 41/50 mean_loss=0.0330 lr=0.0001 elapsed=3.1s
epoch 42/50 mean_loss=0.0341 lr=0.0001 elapsed=3.3s
epoch 43/50 mean_loss=0.0403 lr=0.0001 elapsed=3.0s
epoch 44/50 mean_loss=0.0292 lr=0.0001 elapsed=3.0s
epoch 45/50 mean_loss=0.0457 lr=0.0001 elapsed=3.0s
epoch 46/50 mean_loss=0.0347 lr=0.0001 elapsed=3.0s
epoch 47/50 mean_loss=0.0322 lr=0.0001 elapsed=3.0s
epoch 48/50 mean_loss=0.0502 lr=0.0001 elapsed=2.9s
epoch 49/50 mean_loss=0.0446 lr=0.0001 elapsed=2.9s
epoch 50/50 mean_loss=0.0416 lr=0.0001 elapsed=2.9s
