step,combination,modalities,input_channels,fold,training_seed,train_count,evaluation_count,train_class_counts,evaluation_class_counts,parameter_count,accuracy,macro_f1,mae,sensitivity,specificity,class_0_precision,class_0_recall,class_0_f1,class_1_precision,class_1_recall,class_1_f1,class_2_precision,class_2_recall,class_2_f1,class_3_precision,class_3_recall,class_3_f1,class_4_precision,class_4_recall,class_4_f1,confusion_matrix
step_09_N,M+MR,M+MR,6,1,42,794,202,"{'0': 28, '1': 98, '2': 179, '3': 260, '4': 229}","{'0': 8, '1': 25, '2': 45, '3': 66, '4': 58}",23527685,0.5099009900990099,0.4453848089171576,0.6188118811881188,0.56,0.125,0.3333333333333333,0.125,0.18181818181818182,0.5,0.56,0.5283018867924528,0.38636363636363635,0.37777777777777777,0.38202247191011235,0.5,0.4696969696969697,0.484375,0.6153846153846154,0.6896551724137931,0.6504065040650407,"[[1, 4, 2, 1, 0], [1, 14, 8, 2, 0], [0, 5, 17, 18, 5], [1, 2, 12, 31, 20], [0, 3, 5, 10, 40]]"
step_09_N,M+MR,M+MR,6,2,42,796,200,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 229}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 58}",23527685,0.49,0.44830130440397775,0.64,0.68,0.14285714285714285,0.5,0.14285714285714285,0.22222222222222224,0.5151515151515151,0.68,0.5862068965517241,0.4318181818181818,0.4222222222222222,0.4269662921348315,0.4430379746835443,0.5384615384615384,0.48611111111111105,0.6190476190476191,0.4482758620689655,0.52,"[[1, 3, 1, 2, 0], [1, 17, 4, 2, 1], [0, 7, 19, 14, 5], [0, 5, 15, 35, 10], [0, 1, 5, 26, 26]]"
step_09_N,M+MR,M+MR,6,3,42,797,199,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 57}",23527685,0.4723618090452261,0.39135842212459393,0.7386934673366834,0.52,0.0,0.0,0.0,0.0,0.6190476190476191,0.52,0.5652173913043478,0.37254901960784315,0.4222222222222222,0.3958333333333333,0.5172413793103449,0.46153846153846156,0.4878048780487805,0.463768115942029,0.5614035087719298,0.5079365079365079,"[[0, 3, 2, 0, 2], [0, 13, 5, 2, 5], [0, 4, 19, 13, 9], [0, 1, 13, 30, 21], [0, 0, 12, 13, 32]]"
step_09_N,M+MR,M+MR,6,4,42,798,198,"{'0': 29, '1': 99, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 45, '3': 65, '4': 57}",23527685,0.5151515151515151,0.4574827467218771,0.5858585858585859,0.5,0.14285714285714285,0.5,0.14285714285714285,0.22222222222222224,0.5454545454545454,0.5,0.5217391304347826,0.37254901960784315,0.4222222222222222,0.3958333333333333,0.52,0.6,0.557142857142857,0.6458333333333334,0.543859649122807,0.5904761904761905,"[[1, 2, 3, 1, 0], [0, 12, 9, 3, 0], [1, 8, 19, 14, 3], [0, 0, 12, 39, 14], [0, 0, 8, 18, 31]]"
step_09_N,M+MR,M+MR,6,5,42,799,197,"{'0': 29, '1': 99, '2': 180, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 44, '3': 65, '4': 57}",23527685,0.4873096446700508,0.4514551083591331,0.6040609137055838,0.6666666666666666,0.14285714285714285,0.5,0.14285714285714285,0.22222222222222224,0.5925925925925926,0.6666666666666666,0.627450980392157,0.4,0.5,0.4444444444444445,0.4666666666666667,0.5384615384615384,0.5,0.5789473684210527,0.38596491228070173,0.4631578947368421,"[[1, 3, 3, 0, 0], [1, 16, 6, 1, 0], [0, 6, 22, 13, 3], [0, 1, 16, 35, 13], [0, 1, 8, 26, 22]]"
step_09_N,M+MR,M+MR,6,1,3407,794,202,"{'0': 28, '1': 98, '2': 179, '3': 260, '4': 229}","{'0': 8, '1': 25, '2': 45, '3': 66, '4': 58}",23527685,0.48514851485148514,0.3743764387949298,0.6386138613861386,0.36,0.0,0.0,0.0,0.0,0.42857142857142855,0.36,0.391304347826087,0.34782608695652173,0.35555555555555557,0.3516483516483516,0.4918032786885246,0.45454545454545453,0.47244094488188976,0.589041095890411,0.7413793103448276,0.6564885496183207,"[[0, 4, 3, 1, 0], [1, 9, 10, 5, 0], [0, 6, 16, 17, 6], [0, 2, 10, 30, 24], [0, 0, 7, 8, 43]]"
step_09_N,M+MR,M+MR,6,2,3407,796,200,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 229}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 58}",23527685,0.51,0.4167483828063599,0.6,0.52,0.0,0.0,0.0,0.0,0.5,0.52,0.5098039215686274,0.45,0.6,0.5142857142857143,0.4864864864864865,0.5538461538461539,0.5179856115107914,0.6842105263157895,0.4482758620689655,0.5416666666666666,"[[0, 5, 0, 1, 1], [2, 13, 8, 2, 0], [0, 4, 27, 11, 3], [0, 4, 17, 36, 8], [0, 0, 8, 24, 26]]"
step_09_N,M+MR,M+MR,6,3,3407,797,199,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 57}",23527685,0.5025125628140703,0.3981847427300755,0.6934673366834171,0.48,0.0,0.0,0.0,0.0,0.42857142857142855,0.48,0.4528301886792452,0.40425531914893614,0.4222222222222222,0.41304347826086957,0.5967741935483871,0.5692307692307692,0.5826771653543306,0.5245901639344263,0.5614035087719298,0.5423728813559321,"[[0, 5, 1, 0, 1], [1, 12, 6, 2, 4], [0, 7, 19, 11, 8], [0, 2, 10, 37, 16], [0, 2, 11, 12, 32]]"
step_09_N,M+MR,M+MR,6,4,3407,798,198,"{'0': 29, '1': 99, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 45, '3': 65, '4': 57}",23527685,0.4595959595959596,0.3782417582417582,0.6666666666666666,0.5416666666666666,0.0,0.0,0.0,0.0,0.4642857142857143,0.5416666666666666,0.5,0.36363636363636365,0.4444444444444444,0.39999999999999997,0.47692307692307695,0.47692307692307695,0.47692307692307695,0.5625,0.47368421052631576,0.5142857142857142,"[[0, 4, 2, 1, 0], [0, 13, 9, 1, 1], [2, 8, 20, 13, 2], [0, 2, 14, 31, 18], [0, 1, 10, 19, 27]]"
step_09_N,M+MR,M+MR,6,5,3407,799,197,"{'0': 29, '1': 99, '2': 180, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 44, '3': 65, '4': 57}",23527685,0.45685279187817257,0.38128083157152926,0.6649746192893401,0.5416666666666666,0.0,0.0,0.0,0.0,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.3269230769230769,0.38636363636363635,0.35416666666666663,0.46875,0.46153846153846156,0.46511627906976744,0.5660377358490566,0.5263157894736842,0.5454545454545455,"[[0, 4, 3, 0, 0], [4, 13, 7, 0, 0], [0, 3, 17, 17, 7], [0, 2, 17, 30, 16], [0, 2, 8, 17, 30]]"
