run: seed=42 fold=1 variant=mask label=Hard Label
train samples=794 eval samples=202 epochs=50
epoch 01/50 mean_loss=1.4532 lr=0.0001 elapsed=4.0s
epoch 02/50 mean_loss=1.3002 lr=0.0001 elapsed=3.4s
epoch 03/50 mean_loss=1.2212 lr=0.0001 elapsed=3.4s
epoch 04/50 mean_loss=1.1652 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=1.0796 lr=0.0001 elapsed=3.5s
epoch 06/50 mean_loss=1.0112 lr=0.0001 elapsed=3.4s
epoch 07/50 mean_loss=0.9505 lr=0.0001 elapsed=3.4s
epoch 08/50 mean_loss=0.8554 lr=0.0001 elapsed=3.4s
epoch 09/50 mean_loss=0.7710 lr=0.0001 elapsed=3.4s
epoch 10/50 mean_loss=0.6721 lr=0.0001 elapsed=3.4s
epoch 11/50 mean_loss=0.5891 lr=0.0001 elapsed=3.4s
epoch 12/50 mean_loss=0.5270 lr=0.0001 elapsed=3.4s
epoch 13/50 mean_loss=0.4939 lr=0.0001 elapsed=3.4s
epoch 14/50 mean_loss=0.4371 lr=0.0001 elapsed=3.4s
epoch 15/50 mean_loss=0.3068 lr=0.0001 elapsed=3.5s
epoch 16/50 mean_loss=0.3011 lr=0.0001 elapsed=3.4s
epoch 17/50 mean_loss=0.2729 lr=0.0001 elapsed=3.4s
epoch 18/50 mean_loss=0.2613 lr=0.0001 elapsed=3.4s
epoch 19/50 mean_loss=0.1997 lr=0.0001 elapsed=3.4s
epoch 20/50 mean_loss=0.2207 lr=0.0001 elapsed=3.4s
epoch 21/50 mean_loss=0.2263 lr=0.0001 elapsed=3.4s
epoch 22/50 mean_loss=0.1227 lr=0.0001 elapsed=3.4s
epoch 23/50 mean_loss=0.1236 lr=0.0001 elapsed=3.5s
epoch 24/50 mean_loss=0.1088 lr=0.0001 elapsed=3.4s
epoch 25/50 mean_loss=0.0988 lr=0.0001 elapsed=3.4s
epoch 26/50 mean_loss=0.0802 lr=0.0001 elapsed=3.4s
epoch 27/50 mean_loss=0.0839 lr=0.0001 elapsed=3.4s
epoch 28/50 mean_loss=0.1099 lr=0.0001 elapsed=3.4s
epoch 29/50 mean_loss=0.0919 lr=0.0001 elapsed=3.5s
epoch 30/50 mean_loss=0.1211 lr=0.0001 elapsed=3.5s
epoch 31/50 mean_loss=0.0810 lr=0.0001 elapsed=3.5s
epoch 32/50 mean_loss=0.0687 lr=0.0001 elapsed=3.5s
epoch 33/50 mean_loss=0.0376 lr=0.0001 elapsed=3.4s
epoch 34/50 mean_loss=0.0314 lr=0.0001 elapsed=3.5s
epoch 35/50 mean_loss=0.0281 lr=0.0001 elapsed=3.4s
epoch 36/50 mean_loss=0.0463 lr=0.0001 elapsed=3.4s
epoch 37/50 mean_loss=0.0273 lr=0.0001 elapsed=3.4s
epoch 38/50 mean_loss=0.0474 lr=0.0001 elapsed=3.4s
epoch 39/50 mean_loss=0.0354 lr=0.0001 elapsed=3.4s
epoch 40/50 mean_loss=0.0512 lr=0.0001 elapsed=3.4s
epoch 41/50 mean_loss=0.0677 lr=0.0001 elapsed=3.4s
epoch 42/50 mean_loss=0.0803 lr=0.0001 elapsed=3.4s
epoch 43/50 mean_loss=0.0809 lr=0.0001 elapsed=3.4s
epoch 44/50 mean_loss=0.0376 lr=0.0001 elapsed=3.4s
epoch 45/50 mean_loss=0.0670 lr=0.0001 elapsed=3.4s
epoch 46/50 mean_loss=0.0509 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.0286 lr=0.0001 elapsed=3.4s
epoch 48/50 mean_loss=0.0166 lr=0.0001 elapsed=3.4s
epoch 49/50 mean_loss=0.0294 lr=0.0001 elapsed=3.4s
epoch 50/50 mean_loss=0.0180 lr=0.0001 elapsed=3.4s
