record_type,channel,training_seed,accuracy,macro_f1,mae,auc,sensitivity,specificity,fold,train_n,eval_n,majority_acc,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,train_minutes,accuracy_std,macro_f1_std,mae_std,auc_std,sensitivity_std,specificity_std
seed_summary,MP,2026,0.751,0.7204045074429886,0.24900000000000003,0.773258891931949,0.8695721711315475,0.561825017088175,,,,,,,,,,,,0.023508515730705174,0.03906637553284379,0.023508515730705153,0.0351937941115281,0.03610035830090009,0.11415389477143875
final,MP,all,0.7466599664991623,0.7177009259452382,0.2533400335008375,0.7843684869790217,0.8602736683104536,0.5651401230348599,,,,,,,,,,,,0.005146131847948825,0.003197012891950857,0.0051461318479488205,0.01799980925693871,0.028133011127998788,0.03397320004928108
fold_raw,MR,42,0.765,0.740896937622316,0.235,0.8315383803188681,0.8699186991869918,0.5974025974025974,1.0,796.0,200.0,0.615,0.7419354838709677,0.5974025974025974,0.6618705035971223,0.7753623188405797,0.8699186991869918,0.8199233716475096,2.33,,,,,,
fold_raw,MR,42,0.7537688442211056,0.7325928972987796,0.24623115577889448,0.7991271024057909,0.8442622950819673,0.6103896103896104,2.0,797.0,199.0,0.6130653266331658,0.7121212121212122,0.6103896103896104,0.6573426573426573,0.7744360902255639,0.8442622950819673,0.807843137254902,2.33,,,,,,
fold_raw,MR,42,0.7286432160804021,0.6808624376336422,0.271356783919598,0.8013625718543752,0.9098360655737705,0.44155844155844154,3.0,797.0,199.0,0.6130653266331658,0.7555555555555555,0.44155844155844154,0.5573770491803278,0.7207792207792207,0.9098360655737705,0.8043478260869565,2.34,,,,,,
fold_raw,MR,42,0.8040201005025126,0.7908142637664753,0.19597989949748743,0.8483632862644416,0.8536585365853658,0.7236842105263158,4.0,797.0,199.0,0.6180904522613065,0.7534246575342466,0.7236842105263158,0.738255033557047,0.8333333333333334,0.8536585365853658,0.8433734939759037,2.32,,,,,,
fold_raw,MR,42,0.8090452261306532,0.790642303433001,0.19095477386934673,0.8559584937954643,0.8943089430894309,0.6710526315789473,5.0,797.0,199.0,0.6180904522613065,0.796875,0.6710526315789473,0.7285714285714285,0.8148148148148148,0.8943089430894309,0.8527131782945736,2.32,,,,,,
fold_raw,MR,3407,0.72,0.7057587221521648,0.28,0.7743110547988596,0.7642276422764228,0.6493506493506493,1.0,796.0,200.0,0.615,0.6329113924050633,0.6493506493506493,0.6410256410256411,0.7768595041322314,0.7642276422764228,0.7704918032786885,2.33,,,,,,
fold_raw,MR,3407,0.7487437185929648,0.73252688172043,0.25125628140703515,0.7969980838833298,0.8114754098360656,0.6493506493506493,2.0,797.0,199.0,0.6130653266331658,0.684931506849315,0.6493506493506493,0.6666666666666666,0.7857142857142857,0.8114754098360656,0.7983870967741935,2.33,,,,,,
fold_raw,MR,3407,0.7738693467336684,0.7459214072918144,0.22613065326633167,0.8592718756653183,0.9016393442622951,0.5714285714285714,3.0,797.0,199.0,0.6130653266331658,0.7857142857142857,0.5714285714285714,0.6616541353383458,0.7692307692307693,0.9016393442622951,0.8301886792452831,2.33,,,,,,
