run: seed=3407 fold=3 variant=context label=Soft Label
train samples=797 eval samples=199 epochs=50
epoch 01/50 mean_loss=1.4758 lr=0.0001 elapsed=3.0s
epoch 02/50 mean_loss=1.3111 lr=0.0001 elapsed=3.0s
epoch 03/50 mean_loss=1.2363 lr=0.0001 elapsed=3.0s
epoch 04/50 mean_loss=1.1537 lr=0.0001 elapsed=2.9s
epoch 05/50 mean_loss=1.0788 lr=0.0001 elapsed=3.0s
epoch 06/50 mean_loss=0.9797 lr=0.0001 elapsed=2.9s
epoch 07/50 mean_loss=0.9145 lr=0.0001 elapsed=3.0s
epoch 08/50 mean_loss=0.8853 lr=0.0001 elapsed=2.9s
epoch 09/50 mean_loss=0.8076 lr=0.0001 elapsed=2.9s
epoch 10/50 mean_loss=0.7623 lr=0.0001 elapsed=2.9s
epoch 11/50 mean_loss=0.7129 lr=0.0001 elapsed=2.9s
epoch 12/50 mean_loss=0.7056 lr=0.0001 elapsed=2.9s
epoch 13/50 mean_loss=0.6810 lr=0.0001 elapsed=2.9s
epoch 14/50 mean_loss=0.6646 lr=0.0001 elapsed=2.9s
epoch 15/50 mean_loss=0.6565 lr=0.0001 elapsed=2.9s
epoch 16/50 mean_loss=0.6260 lr=0.0001 elapsed=2.9s
epoch 17/50 mean_loss=0.6197 lr=0.0001 elapsed=2.9s
epoch 18/50 mean_loss=0.6021 lr=0.0001 elapsed=2.9s
epoch 19/50 mean_loss=0.6020 lr=0.0001 elapsed=2.9s
epoch 20/50 mean_loss=0.5985 lr=0.0001 elapsed=3.0s
epoch 21/50 mean_loss=0.5979 lr=0.0001 elapsed=2.9s
epoch 22/50 mean_loss=0.5870 lr=0.0001 elapsed=2.9s
epoch 23/50 mean_loss=0.5847 lr=0.0001 elapsed=2.9s
epoch 24/50 mean_loss=0.5804 lr=0.0001 elapsed=2.9s
epoch 25/50 mean_loss=0.5843 lr=0.0001 elapsed=2.9s
epoch 26/50 mean_loss=0.5828 lr=0.0001 elapsed=3.0s
epoch 27/50 mean_loss=0.5811 lr=0.0001 elapsed=2.9s
epoch 28/50 mean_loss=0.5869 lr=0.0001 elapsed=2.9s
epoch 29/50 mean_loss=0.5802 lr=0.0001 elapsed=3.0s
epoch 30/50 mean_loss=0.5831 lr=0.0001 elapsed=3.0s
epoch 31/50 mean_loss=0.5768 lr=0.0001 elapsed=2.9s
epoch 32/50 mean_loss=0.5662 lr=0.0001 elapsed=2.9s
epoch 33/50 mean_loss=0.5639 lr=0.0001 elapsed=3.0s
epoch 34/50 mean_loss=0.5696 lr=0.0001 elapsed=3.0s
epoch 35/50 mean_loss=0.5654 lr=0.0001 elapsed=2.9s
epoch 36/50 mean_loss=0.5616 lr=0.0001 elapsed=3.0s
epoch 37/50 mean_loss=0.5661 lr=0.0001 elapsed=3.0s
epoch 38/50 mean_loss=0.5647 lr=0.0001 elapsed=2.9s
epoch 39/50 mean_loss=0.5639 lr=0.0001 elapsed=2.9s
epoch 40/50 mean_loss=0.5649 lr=0.0001 elapsed=2.9s
epoch 41/50 mean_loss=0.5620 lr=0.0001 elapsed=2.9s
epoch 42/50 mean_loss=0.5596 lr=0.0001 elapsed=2.9s
epoch 43/50 mean_loss=0.5599 lr=0.0001 elapsed=2.9s
epoch 44/50 mean_loss=0.5596 lr=0.0001 elapsed=2.9s
epoch 45/50 mean_loss=0.5623 lr=0.0001 elapsed=2.9s
epoch 46/50 mean_loss=0.5573 lr=0.0001 elapsed=2.9s
epoch 47/50 mean_loss=0.5535 lr=0.0001 elapsed=2.9s
epoch 48/50 mean_loss=0.5571 lr=0.0001 elapsed=2.9s
epoch 49/50 mean_loss=0.5578 lr=0.0001 elapsed=2.9s
epoch 50/50 mean_loss=0.5564 lr=0.0001 elapsed=2.9s
