scheme=M+MR fold=5 training_seed=42 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=CrossEntropyLoss scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4494 acc=0.3212 sec=3.6
epoch=002 loss=1.2740 acc=0.4266 sec=3.4
epoch=003 loss=1.1669 acc=0.5056 sec=3.4
epoch=004 loss=1.0618 acc=0.5747 sec=3.3
epoch=005 loss=0.9572 acc=0.5947 sec=3.3
epoch=006 loss=0.8311 acc=0.6700 sec=3.3
epoch=007 loss=0.7109 acc=0.7315 sec=3.3
epoch=008 loss=0.6019 acc=0.7604 sec=3.2
epoch=009 loss=0.5973 acc=0.7691 sec=3.3
epoch=010 loss=0.4919 acc=0.8319 sec=3.2
epoch=011 loss=0.4202 acc=0.8482 sec=3.2
epoch=012 loss=0.3488 acc=0.8632 sec=3.2
epoch=013 loss=0.3252 acc=0.8896 sec=3.2
epoch=014 loss=0.2733 acc=0.9197 sec=3.4
epoch=015 loss=0.1932 acc=0.9448 sec=3.1
epoch=016 loss=0.1973 acc=0.9360 sec=3.2
epoch=017 loss=0.2079 acc=0.9373 sec=3.2
epoch=018 loss=0.1542 acc=0.9486 sec=3.3
epoch=019 loss=0.1190 acc=0.9661 sec=3.4
epoch=020 loss=0.1252 acc=0.9636 sec=3.4
epoch=021 loss=0.0884 acc=0.9749 sec=3.4
epoch=022 loss=0.0844 acc=0.9762 sec=3.5
epoch=023 loss=0.0631 acc=0.9824 sec=3.5
epoch=024 loss=0.0671 acc=0.9837 sec=3.3
epoch=025 loss=0.0669 acc=0.9749 sec=3.3
epoch=026 loss=0.0624 acc=0.9887 sec=3.3
epoch=027 loss=0.0703 acc=0.9774 sec=3.2
epoch=028 loss=0.0551 acc=0.9875 sec=3.2
epoch=029 loss=0.0504 acc=0.9862 sec=3.4
epoch=030 loss=0.0896 acc=0.9737 sec=3.2
epoch=031 loss=0.0913 acc=0.9699 sec=3.3
epoch=032 loss=0.0811 acc=0.9799 sec=3.1
epoch=033 loss=0.0778 acc=0.9724 sec=3.3
epoch=034 loss=0.0668 acc=0.9762 sec=3.3
epoch=035 loss=0.0506 acc=0.9925 sec=3.2
epoch=036 loss=0.0330 acc=0.9900 sec=3.2
epoch=037 loss=0.0416 acc=0.9887 sec=3.3
epoch=038 loss=0.0297 acc=0.9887 sec=3.3
epoch=039 loss=0.0507 acc=0.9849 sec=3.2
epoch=040 loss=0.0324 acc=0.9937 sec=3.3
epoch=041 loss=0.0368 acc=0.9862 sec=3.3
epoch=042 loss=0.0321 acc=0.9912 sec=3.4
epoch=043 loss=0.0297 acc=0.9937 sec=3.4
epoch=044 loss=0.0378 acc=0.9875 sec=3.3
epoch=045 loss=0.0419 acc=0.9875 sec=3.3
epoch=046 loss=0.0738 acc=0.9774 sec=3.3
epoch=047 loss=0.0863 acc=0.9762 sec=3.3
epoch=048 loss=0.0539 acc=0.9849 sec=3.4
epoch=049 loss=0.0324 acc=0.9900 sec=3.5
epoch=050 loss=0.0453 acc=0.9824 sec=3.4
