run: seed=42 fold=1 variant=mask label=Soft Label
train samples=794 eval samples=202 epochs=50
epoch 01/50 mean_loss=1.4627 lr=0.0001 elapsed=4.0s
epoch 02/50 mean_loss=1.3396 lr=0.0001 elapsed=3.4s
epoch 03/50 mean_loss=1.2865 lr=0.0001 elapsed=3.4s
epoch 04/50 mean_loss=1.2512 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=1.1893 lr=0.0001 elapsed=3.5s
epoch 06/50 mean_loss=1.1673 lr=0.0001 elapsed=3.4s
epoch 07/50 mean_loss=1.1009 lr=0.0001 elapsed=3.4s
epoch 08/50 mean_loss=1.0455 lr=0.0001 elapsed=3.4s
epoch 09/50 mean_loss=0.9939 lr=0.0001 elapsed=3.4s
epoch 10/50 mean_loss=0.9499 lr=0.0001 elapsed=3.4s
epoch 11/50 mean_loss=0.8836 lr=0.0001 elapsed=3.4s
epoch 12/50 mean_loss=0.8457 lr=0.0001 elapsed=3.6s
epoch 13/50 mean_loss=0.8242 lr=0.0001 elapsed=3.6s
epoch 14/50 mean_loss=0.7803 lr=0.0001 elapsed=3.5s
epoch 15/50 mean_loss=0.7328 lr=0.0001 elapsed=3.4s
epoch 16/50 mean_loss=0.7098 lr=0.0001 elapsed=3.5s
epoch 17/50 mean_loss=0.6942 lr=0.0001 elapsed=3.4s
epoch 18/50 mean_loss=0.6930 lr=0.0001 elapsed=3.4s
epoch 19/50 mean_loss=0.6562 lr=0.0001 elapsed=3.4s
epoch 20/50 mean_loss=0.6663 lr=0.0001 elapsed=3.4s
epoch 21/50 mean_loss=0.6640 lr=0.0001 elapsed=3.4s
epoch 22/50 mean_loss=0.6288 lr=0.0001 elapsed=3.4s
epoch 23/50 mean_loss=0.6245 lr=0.0001 elapsed=3.4s
epoch 24/50 mean_loss=0.6091 lr=0.0001 elapsed=3.5s
epoch 25/50 mean_loss=0.6021 lr=0.0001 elapsed=3.5s
epoch 26/50 mean_loss=0.5989 lr=0.0001 elapsed=3.5s
epoch 27/50 mean_loss=0.6118 lr=0.0001 elapsed=3.5s
epoch 28/50 mean_loss=0.6062 lr=0.0001 elapsed=3.5s
epoch 29/50 mean_loss=0.5857 lr=0.0001 elapsed=3.4s
epoch 30/50 mean_loss=0.5979 lr=0.0001 elapsed=3.5s
epoch 31/50 mean_loss=0.5873 lr=0.0001 elapsed=3.4s
epoch 32/50 mean_loss=0.5911 lr=0.0001 elapsed=3.4s
epoch 33/50 mean_loss=0.5830 lr=0.0001 elapsed=3.5s
epoch 34/50 mean_loss=0.5909 lr=0.0001 elapsed=3.4s
epoch 35/50 mean_loss=0.5793 lr=0.0001 elapsed=3.6s
epoch 36/50 mean_loss=0.5726 lr=0.0001 elapsed=3.4s
epoch 37/50 mean_loss=0.5696 lr=0.0001 elapsed=3.5s
epoch 38/50 mean_loss=0.5715 lr=0.0001 elapsed=3.4s
epoch 39/50 mean_loss=0.5724 lr=0.0001 elapsed=3.4s
epoch 40/50 mean_loss=0.5711 lr=0.0001 elapsed=3.4s
epoch 41/50 mean_loss=0.5664 lr=0.0001 elapsed=3.4s
epoch 42/50 mean_loss=0.5653 lr=0.0001 elapsed=3.4s
epoch 43/50 mean_loss=0.5730 lr=0.0001 elapsed=3.4s
epoch 44/50 mean_loss=0.5726 lr=0.0001 elapsed=3.4s
epoch 45/50 mean_loss=0.5623 lr=0.0001 elapsed=3.4s
epoch 46/50 mean_loss=0.5620 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.5627 lr=0.0001 elapsed=3.4s
epoch 48/50 mean_loss=0.5639 lr=0.0001 elapsed=3.5s
epoch 49/50 mean_loss=0.5600 lr=0.0001 elapsed=3.4s
epoch 50/50 mean_loss=0.5581 lr=0.0001 elapsed=3.4s
