record_type,channel,training_seed,accuracy,macro_f1,mae,adjacent_error_rate,far_error_rate,fold,train_n,eval_n,majority_acc,train_minutes,precision_0,recall_0,f1_0,precision_1,recall_1,f1_1,precision_2,recall_2,f1_2,precision_3,recall_3,f1_3,precision_4,recall_4,f1_4,accuracy_std,macro_f1_std,mae_std,adjacent_error_rate_std,far_error_rate_std
fold_raw,MR,42,0.4723618090452261,0.38900947681983145,0.6432160804020101,0.4221105527638191,0.10552763819095477,4.0,797.0,199.0,0.3316582914572864,2.33,0.0,0.0,0.0,0.6875,0.44,0.5365853658536586,0.38095238095238093,0.36363636363636365,0.37209302325581395,0.4177215189873418,0.5,0.45517241379310347,0.5666666666666667,0.5964912280701754,0.5811965811965812,,,,,
fold_raw,MR,42,0.457286432160804,0.38765884469957185,0.6532663316582915,0.4472361809045226,0.09547738693467336,5.0,797.0,199.0,0.32663316582914576,2.33,0.16666666666666666,0.14285714285714285,0.15384615384615385,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4642857142857143,0.28888888888888886,0.3561643835616438,0.415929203539823,0.7230769230769231,0.5280898876404494,0.6785714285714286,0.3275862068965517,0.4418604651162791,,,,,
fold_raw,MR,3407,0.455,0.3874677805572312,0.67,0.45,0.095,1.0,796.0,200.0,0.325,2.32,0.25,0.125,0.16666666666666666,0.5454545454545454,0.5,0.5217391304347826,0.3076923076923077,0.17777777777777778,0.22535211267605634,0.42201834862385323,0.7076923076923077,0.5287356321839081,0.6153846153846154,0.41379310344827586,0.4948453608247423,,,,,
fold_raw,MR,3407,0.49748743718592964,0.45583188929090374,0.6231155778894473,0.41708542713567837,0.08542713567839195,2.0,797.0,199.0,0.32663316582914576,2.35,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.56,0.56,0.56,0.3793103448275862,0.24444444444444444,0.2972972972972973,0.45161290322580644,0.6461538461538462,0.5316455696202531,0.6521739130434783,0.5263157894736842,0.5825242718446602,,,,,
fold_raw,MR,3407,0.46733668341708545,0.4097713289053651,0.6934673366834171,0.40703517587939697,0.12562814070351758,3.0,797.0,199.0,0.32663316582914576,2.34,0.5,0.14285714285714285,0.2222222222222222,0.4782608695652174,0.44,0.4583333333333333,0.34210526315789475,0.28888888888888886,0.3132530120481928,0.47692307692307695,0.47692307692307695,0.47692307692307695,0.5211267605633803,0.6491228070175439,0.578125,,,,,
fold_raw,MR,3407,0.49748743718592964,0.4779691200151558,0.6482412060301508,0.3869346733668342,0.11557788944723618,4.0,797.0,199.0,0.3316582914572864,2.32,0.6666666666666666,0.2857142857142857,0.4,0.6956521739130435,0.64,0.6666666666666666,0.36,0.20454545454545456,0.2608695652173913,0.463768115942029,0.48484848484848486,0.4740740740740741,0.5063291139240507,0.7017543859649122,0.5882352941176471,,,,,
fold_raw,MR,3407,0.44221105527638194,0.4119372391675215,0.6834170854271356,0.44221105527638194,0.11557788944723618,5.0,797.0,199.0,0.32663316582914576,2.35,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.4,0.4166666666666667,0.40816326530612246,0.40384615384615385,0.4666666666666667,0.4329896907216495,0.4473684210526316,0.5230769230769231,0.48226950354609927,0.525,0.3620689655172414,0.42857142857142855,,,,,
fold_raw,MR,2026,0.41,0.36083954798801615,0.845,0.395,0.195,1.0,796.0,200.0,0.325,2.34,0.21428571428571427,0.375,0.2727272727272727,0.3488372093023256,0.625,0.44776119402985076,0.3333333333333333,0.2222222222222222,0.26666666666666666,0.5263157894736842,0.15384615384615385,0.23809523809523808,0.46808510638297873,0.7586206896551724,0.5789473684210527,,,,,
fold_raw,MR,2026,0.4472361809045226,0.36973649896921934,0.7587939698492462,0.3969849246231156,0.15577889447236182,2.0,797.0,199.0,0.32663316582914576,2.35,0.0,0.0,0.0,0.631578947368421,0.48,0.5454545454545454,0.34210526315789475,0.28888888888888886,0.3132530120481928,0.45588235294117646,0.47692307692307695,0.46616541353383456,0.4782608695652174,0.5789473684210527,0.5238095238095238,,,,,
fold_raw,MR,2026,0.4271356783919598,0.3865768799102132,0.7185929648241206,0.457286432160804,0.11557788944723618,3.0,797.0,199.0,0.32663316582914576,2.33,0.25,0.14285714285714285,0.18181818181818182,0.6,0.48,0.5333333333333333,0.3333333333333333,0.26666666666666666,0.2962962962962963,0.38144329896907214,0.5692307692307692,0.4567901234567901,0.5476190476190477,0.40350877192982454,0.46464646464646464,,,,,
