scheme=M+MB+MP+MR+MUV fold=4 training_seed=2026 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=CrossEntropyLoss scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4686 acc=0.3174 sec=8.7
epoch=002 loss=1.3046 acc=0.4191 sec=8.4
epoch=003 loss=1.2098 acc=0.4479 sec=8.0
epoch=004 loss=1.0752 acc=0.5458 sec=7.9
epoch=005 loss=0.9713 acc=0.6048 sec=7.8
epoch=006 loss=0.8589 acc=0.6612 sec=7.9
epoch=007 loss=0.7962 acc=0.6888 sec=7.8
epoch=008 loss=0.6292 acc=0.7541 sec=7.9
epoch=009 loss=0.5353 acc=0.8105 sec=7.7
epoch=010 loss=0.4763 acc=0.8256 sec=7.9
epoch=011 loss=0.4045 acc=0.8519 sec=7.7
epoch=012 loss=0.3646 acc=0.8758 sec=8.3
epoch=013 loss=0.2906 acc=0.9021 sec=8.3
epoch=014 loss=0.2454 acc=0.9159 sec=8.1
epoch=015 loss=0.2288 acc=0.9235 sec=7.7
epoch=016 loss=0.1996 acc=0.9373 sec=7.9
epoch=017 loss=0.1607 acc=0.9486 sec=7.7
epoch=018 loss=0.1532 acc=0.9486 sec=7.8
epoch=019 loss=0.1512 acc=0.9511 sec=7.7
epoch=020 loss=0.1527 acc=0.9573 sec=7.8
epoch=021 loss=0.1314 acc=0.9611 sec=7.9
epoch=022 loss=0.1369 acc=0.9624 sec=7.7
epoch=023 loss=0.1379 acc=0.9573 sec=7.9
epoch=024 loss=0.1153 acc=0.9661 sec=8.2
epoch=025 loss=0.0698 acc=0.9837 sec=8.2
epoch=026 loss=0.0637 acc=0.9849 sec=7.9
epoch=027 loss=0.0578 acc=0.9875 sec=7.8
epoch=028 loss=0.0658 acc=0.9787 sec=7.8
epoch=029 loss=0.0465 acc=0.9875 sec=7.9
epoch=030 loss=0.0518 acc=0.9887 sec=7.7
epoch=031 loss=0.0502 acc=0.9900 sec=7.8
epoch=032 loss=0.0546 acc=0.9837 sec=7.7
epoch=033 loss=0.0601 acc=0.9824 sec=7.9
epoch=034 loss=0.0521 acc=0.9799 sec=7.7
epoch=035 loss=0.0513 acc=0.9875 sec=8.2
epoch=036 loss=0.0850 acc=0.9737 sec=8.2
epoch=037 loss=0.0608 acc=0.9862 sec=8.2
epoch=038 loss=0.0646 acc=0.9849 sec=7.7
epoch=039 loss=0.0587 acc=0.9812 sec=7.9
epoch=040 loss=0.0478 acc=0.9862 sec=7.6
epoch=041 loss=0.0507 acc=0.9837 sec=7.8
epoch=042 loss=0.0370 acc=0.9887 sec=7.7
epoch=043 loss=0.0617 acc=0.9812 sec=7.8
epoch=044 loss=0.0315 acc=0.9925 sec=7.8
epoch=045 loss=0.0341 acc=0.9912 sec=7.7
epoch=046 loss=0.0329 acc=0.9900 sec=7.8
epoch=047 loss=0.0365 acc=0.9887 sec=8.2
epoch=048 loss=0.0370 acc=0.9900 sec=8.2
epoch=049 loss=0.0317 acc=0.9937 sec=7.9
epoch=050 loss=0.0354 acc=0.9925 sec=7.7
