record_type,scheme,fold,training_seed,baseline_accuracy,baseline_macro_f1,baseline_mae,delta_accuracy_M,after_accuracy_M,delta_macro_f1_M,after_macro_f1_M,delta_mae_M,after_mae_M,deeplift_share_M,deeplift_center_share_M,delta_accuracy_MB,after_accuracy_MB,delta_macro_f1_MB,after_macro_f1_MB,delta_mae_MB,after_mae_MB,deeplift_share_MB,deeplift_center_share_MB,delta_accuracy_MR,after_accuracy_MR,delta_macro_f1_MR,after_macro_f1_MR,delta_mae_MR,after_mae_MR,deeplift_share_MR,deeplift_center_share_MR,delta_accuracy_MP,after_accuracy_MP,delta_macro_f1_MP,after_macro_f1_MP,delta_mae_MP,after_mae_MP,deeplift_share_MP,deeplift_center_share_MP,delta_accuracy_MUV,after_accuracy_MUV,delta_macro_f1_MUV,after_macro_f1_MUV,delta_mae_MUV,after_mae_MUV,deeplift_share_MUV,deeplift_center_share_MUV
run,M+MB+MR,4,3407,0.45226130653266333,0.39374666173630796,0.678391959798995,-0.11557788944723618,0.33668341708542715,-0.17226830372218555,0.2214783580141224,0.22613065326633164,0.9045226130653267,0.32193223058601594,0.7487663352893082,-0.07537688442211055,0.3768844221105528,-0.10056698396079938,0.2931796777755086,0.17085427135678388,0.8492462311557789,0.30485661486109455,0.6832591389605399,-0.31658291457286436,0.135678391959799,-0.32786977439600595,0.06587688734030198,1.0150753768844218,1.693467336683417,0.3732111545528873,0.6564125823714297,,,,,,,,,,,,,,,,
run,M+MB+MR,4,2026,0.5025125628140703,0.4946410691741761,0.6030150753768844,-0.12562814070351752,0.3768844221105528,-0.22257825083801308,0.272062818336163,0.4070351758793971,1.0100502512562815,0.32245448215940564,0.6719364531440953,-0.2211055276381909,0.2814070351758794,-0.2496379364386303,0.2450031327355458,0.4773869346733668,1.0804020100502512,0.30725853028820477,0.6185608118406605,-0.37688442211055273,0.12562814070351758,-0.42174324672861496,0.07289782244556113,1.2613065326633166,1.864321608040201,0.3702869875523873,0.6020458738913657,,,,,,,,,,,,,,,,
run,M+MB+MR,5,42,0.5125628140703518,0.45658674968273,0.6180904522613065,-0.1507537688442211,0.36180904522613067,-0.2427521632165646,0.2138345864661654,0.3668341708542714,0.9849246231155779,0.3149837235075209,0.738739484213208,-0.19597989949748745,0.3165829145728643,-0.21694962749090643,0.23963712219182356,0.33668341708542715,0.9547738693467337,0.3072268524984778,0.6644983115475506,-0.3919597989949749,0.12060301507537688,-0.380751488386094,0.07583526129663597,1.2663316582914574,1.8844221105527639,0.37778942399399956,0.6430847714869978,,,,,,,,,,,,,,,,
run,M+MB+MR,5,3407,0.5125628140703518,0.39384513969879825,0.6482412060301508,-0.3869346733668342,0.12562814070351758,-0.34362656465469976,0.050218575044098476,1.1256281407035176,1.7738693467336684,0.31500527332872286,0.7000265979495586,-0.271356783919598,0.24120603015075376,-0.2185837211633962,0.17526141853540206,0.6733668341708543,1.321608040201005,0.30860650947089574,0.6239388183368605,-0.3869346733668342,0.12562814070351758,-0.3431333708474945,0.050711768851303726,1.1658291457286432,1.814070351758794,0.37638821720037924,0.599944588061966,,,,,,,,,,,,,,,,
run,M+MB+MR,5,2026,0.48743718592964824,0.43154842134197785,0.6733668341708543,-0.1658291457286432,0.32160804020100503,-0.2707121864697463,0.16083623487223153,0.4623115577889447,1.135678391959799,0.31077121337135205,0.6873228600270543,-0.24120603015075376,0.24623115577889448,-0.24051230769716858,0.19103611364480927,0.4974874371859297,1.170854271356784,0.30974120294703594,0.6069245760888454,-0.19597989949748745,0.2914572864321608,-0.2823273892095533,0.14922103213242455,0.33668341708542715,1.0100502512562815,0.3794875836816099,0.5875869735542592,,,,,,,,,,,,,,,,
run,M+MR,1,42,0.48,0.40019083969465646,0.71,-0.15999999999999998,0.32,-0.18704912732721446,0.213141712367442,0.375,1.085,0.44116642845391935,0.6588081082951768,,,,,,,,,-0.39,0.09,-0.34828592949015114,0.05190491020450534,1.26,1.97,0.5588335715460787,0.53556057069828,,,,,,,,,,,,,,,,
run,M+MR,1,3407,0.455,0.3809218278744522,0.705,-0.15000000000000002,0.305,-0.17082301656212026,0.21009881131233196,0.5000000000000001,1.205,0.45422463382060957,0.7037248199762718,,,,,,,,,-0.365,0.09,-0.32239634243755905,0.0585254854368932,1.5150000000000001,2.22,0.5457753661793888,0.5928846643237343,,,,,,,,,,,,,,,,
run,M+MR,1,2026,0.45,0.3626668754974191,0.73,-0.185,0.265,-0.2505905973451916,0.11207627815222751,0.575,1.305,0.456596025523235,0.6742053837158513,,,,,,,,,-0.325,0.125,-0.2723244097439944,0.09034246575342467,1.05,1.78,0.5434039744767633,0.5834662322445937,,,,,,,,,,,,,,,,
run,M+MR,2,42,0.4824120603015075,0.3969651325143412,0.7135678391959799,-0.20100502512562812,0.2814070351758794,-0.2825342382053981,0.11443089430894308,0.5477386934673367,1.2613065326633166,0.4554992812062759,0.7149551164593727,,,,,,,,,-0.20603015075376885,0.27638190954773867,-0.18954171311735968,0.2074234193969815,0.4321608040201006,1.1457286432160805,0.544500718793722,0.6150038850590415,,,,,,,,,,,,,,,,
run,M+MR,2,3407,0.46733668341708545,0.42750804750804755,0.7587939698492462,-0.15577889447236182,0.31155778894472363,-0.2900419903781249,0.13746605712992266,0.46231155778894484,1.221105527638191,0.462552373049113,0.6987345146053539,,,,,,,,,-0.24623115577889448,0.22110552763819097,-0.24155861423910371,0.18594943326894384,0.6432160804020101,1.4020100502512562,0.5374476269508852,0.621955634826911,,,,,,,,,,,,,,,,
run,M+MR,2,2026,0.4623115577889447,0.37748455521303576,0.7185929648241206,-0.10050251256281406,0.36180904522613067,-0.07365544153427289,0.30382911367876286,0.16080402010050254,0.8793969849246231,0.45013625711063143,0.6317629817122796,,,,,,,,,-0.3969849246231156,0.06532663316582915,-0.3235572478606915,0.05392730735234423,1.7336683417085426,2.4522613065326633,0.5498637428893671,0.5492498168621263,,,,,,,,,,,,,,,,
run,M+MR,3,42,0.44221105527638194,0.39635508986236034,0.6733668341708543,-0.050251256281407086,0.39195979899497485,-0.10995468777712764,0.2864004020852327,0.1105527638190954,0.7839195979899497,0.46163236557234,0.7441169677610923,,,,,,,,,-0.3216080402010051,0.12060301507537688,-0.329835023892047,0.06652006597031336,1.1407035175879396,1.814070351758794,0.5383676344276578,0.6523531984515673,,,,,,,,,,,,,,,,
run,M+MR,3,3407,0.48743718592964824,0.4755604203756608,0.6432160804020101,-0.19095477386934673,0.2964824120603015,-0.3696449521960417,0.10591546817961912,0.6080402010050251,1.2512562814070352,0.42839795118250884,0.6262928253572057,,,,,,,,,-0.36180904522613067,0.12562814070351758,-0.43091756323280367,0.044642857142857144,1.1306532663316582,1.7738693467336684,0.5716020488174893,0.4970502066988887,,,,,,,,,,,,,,,,
run,M+MR,3,2026,0.4271356783919598,0.3640953326713009,0.7386934673366834,-0.08040201005025127,0.34673366834170855,-0.15070247220661723,0.21339286046468367,0.2864321608040201,1.0251256281407035,0.45991003225027605,0.6918497774141212,,,,,,,,,-0.30150753768844224,0.12562814070351758,-0.3115479971257221,0.05254733554557876,1.0452261306532664,1.7839195979899498,0.540089967749722,0.6044872936381567,,,,,,,,,,,,,,,,
run,M+MR,4,42,0.4472361809045226,0.3697512762028891,0.7135678391959799,-0.08040201005025127,0.36683417085427134,-0.05869708241055277,0.31105419379233634,0.18592964824120606,0.8994974874371859,0.45795085346744807,0.7171915838311317,,,,,,,,,-0.3266331658291457,0.12060301507537688,-0.3165804437302595,0.053170832472629624,1.1457286432160805,1.8592964824120604,0.5420491465325498,0.6138201836164078,,,,,,,,,,,,,,,,
run,M+MR,4,3407,0.457286432160804,0.4279243305278018,0.678391959798995,-0.11055276381909546,0.34673366834170855,-0.2280490180523913,0.19987531247541052,0.3417085427135679,1.020100502512563,0.4617427249772631,0.687007319076456,,,,,,,,,-0.29648241206030146,0.16080402010050251,-0.3025362189416724,0.12538811158612945,1.020100502512563,1.6984924623115578,0.5382572750227351,0.5935040810654771,,,,,,,,,,,,,,,,
run,M+MR,4,2026,0.4472361809045226,0.42706427334263947,0.6984924623115578,-0.07537688442211055,0.37185929648241206,-0.12933798819085363,0.29772628515178584,0.17085427135678388,0.8693467336683417,0.45813685850431957,0.6388077538741355,,,,,,,,,-0.3266331658291457,0.12060301507537688,-0.3309546610452495,0.09610961229738997,1.5276381909547738,2.2261306532663316,0.5418631414956789,0.5502252727491008,,,,,,,,,,,,,,,,
run,M+MR,5,42,0.4321608040201005,0.3785845930062637,0.7085427135678392,-0.060301507537688426,0.37185929648241206,-0.12063260374992663,0.25795198925633706,0.1507537688442211,0.8592964824120602,0.45753869802320574,0.6955027120133316,,,,,,,,,-0.3165829145728643,0.11557788944723618,-0.3220123932761692,0.05657219973009446,1.221105527638191,1.92964824120603,0.5424613019767928,0.6136276035215872,,,,,,,,,,,,,,,,
run,M+MR,5,3407,0.47738693467336685,0.4072033916773816,0.6482412060301508,-0.1407035175879397,0.33668341708542715,-0.24452147899546892,0.1626819126819127,0.4974874371859297,1.1457286432160805,0.43616618687471015,0.6289755873833794,,,,,,,,,-0.36180904522613067,0.11557788944723618,-0.3655744324013635,0.041628959276018104,1.1457286432160805,1.7939698492462313,0.5638338131252878,0.516328824885036,,,,,,,,,,,,,,,,
run,M+MR,5,2026,0.4472361809045226,0.3794275000972708,0.7085427135678392,-0.185929648241206,0.2613065326633166,-0.21826155732124874,0.16116594277602203,0.592964824120603,1.3015075376884422,0.459598721676673,0.6572004525205125,,,,,,,,,-0.32160804020100503,0.12562814070351758,-0.28618425685402754,0.09324324324324325,1.0753768844221105,1.7839195979899498,0.5404012783233254,0.576536244516168,,,,,,,,,,,,,,,,
run,M+MB+MP+MR+MUV,1,42,0.45,0.3594691407701096,0.74,-0.175,0.275,-0.1038908629188589,0.2555782778512507,0.7,1.44,0.2477874425998303,0.6255507166750273,-0.16500000000000004,0.285,-0.10540956689522213,0.2540595738748875,0.5349999999999999,1.275,0.23992110862473268,0.5641438860655498,-0.15000000000000002,0.3,-0.10844683607187261,0.251022304698237,0.43999999999999995,1.18,0.29474959049857125,0.5440898410560967,-0.025000000000000022,0.425,0.016051018310404785,0.3755201590805144,0.06000000000000005,0.8,0.08678831153177642,0.6296061106966188,-0.06,0.39,-0.10323863292669849,0.2562305078434111,0.125,0.865,0.1307535467450861,0.6148297962251014
run,M+MB+MP+MR+MUV,1,3407,0.52,0.43702372927994126,0.595,-0.040000000000000036,0.48,-0.02721118405920081,0.40981254522074045,0.17000000000000004,0.765,0.23834374044960205,0.6245276318085772,-0.12,0.4,-0.11535405576081609,0.3216696735191252,0.32500000000000007,0.92,0.2372761123654359,0.5409610922581445,-0.14500000000000002,0.375,-0.16198868346116263,0.27503504581877863,0.3350000000000001,0.93,0.3010379855731183,0.5212349308512162,-0.025000000000000022,0.495,-0.0069061447660718756,0.4301175845138694,0.040000000000000036,0.635,0.08867084670432755,0.6059320791250551,-0.22000000000000003,0.3,-0.3122406176547244,0.1247831116252169,0.6699999999999999,1.265,0.13467131490751375,0.5874775016607542
run,M+MB+MP+MR+MUV,1,2026,0.485,0.41629768131908335,0.655,-0.125,0.36,-0.18236372106407972,0.23393396025500363,0.19499999999999995,0.85,0.2418894239109619,0.5488437285359752,-0.22999999999999998,0.255,-0.20449560287543866,0.21180207844364468,0.71,1.365,0.24187045234000143,0.48689502243414934,-0.2,0.285,-0.2153673632459081,0.20093031807317524,0.47,1.125,0.3098213431324501,0.474423450213857,0.0,0.485,-0.03794210104470441,0.37835558027437893,0.039999999999999925,0.695,0.0807771635989115,0.5532154938412761,-0.07,0.415,-0.08569199494001012,0.3306056863790732,0.15999999999999992,0.815,0.12564161701767218,0.5428082389806175
run,M+MB+MP+MR+MUV,2,42,0.4723618090452261,0.40109136578219734,0.6532663316582915,-0.18090452261306533,0.2914572864321608,-0.2896196551467236,0.1114717106354737,0.6030150753768845,1.256281407035176,0.24840680631504464,0.6477324286425954,-0.055276381909547756,0.41708542713567837,0.002714779675490664,0.403806145457688,0.1557788944723617,0.8090452261306532,0.24131849662185298,0.5859032726719193,-0.185929648241206,0.2864321608040201,-0.15861911904776804,0.2424722467344293,0.7537688442211056,1.407035175879397,0.2901463593343958,0.555289333339639,0.005025125628140725,0.47738693467336685,-0.044581546650728276,0.35650981913146906,0.03015075376884413,0.6834170854271356,0.08841779607155031,0.643784355399301,-0.025125628140703515,0.4472361809045226,-0.06708903116379988,0.33400233461839746,0.0653266331658291,0.7185929648241206,0.1317105416571536,0.6306725503348296
run,M+MB+MP+MR+MUV,2,3407,0.49246231155778897,0.4471576145424496,0.6582914572864321,-0.04522613065326636,0.4472361809045226,-0.10802850835451994,0.3391291061879297,0.14070351758793975,0.7989949748743719,0.23977580773113766,0.6666637932689473,-0.1407035175879397,0.35175879396984927,-0.18492317158493876,0.26223444295751086,0.25125628140703526,0.9095477386934674,0.24237434341982833,0.5844082254853256,-0.31658291457286436,0.17587939698492464,-0.24915112601034764,0.19800648853210198,1.412060301507538,2.07035175879397,0.29761662552952756,0.5678703842124898,-0.040201005025125636,0.45226130653266333,-0.04067838719842182,0.4064792273440278,0.10552763819095479,0.7638190954773869,0.08688341252083177,0.6426227609365326,-0.035175879396984966,0.457286432160804,-0.05654807035336318,0.39060954418908644,0.09045226130653272,0.7487437185929648,0.1333498107986726,0.6232275676930606
run,M+MB+MP+MR+MUV,2,2026,0.5025125628140703,0.39590178293483175,0.6180904522613065,-0.07035175879396982,0.4321608040201005,-0.08640277668313312,0.3094990062516986,0.12060301507537685,0.7386934673366834,0.2525401832926407,0.7553042870494217,-0.2562814070351758,0.24623115577889448,-0.22659287068142883,0.16930891225340292,0.763819095477387,1.3819095477386936,0.2357993435776528,0.6961298082481668,-0.12060301507537685,0.38190954773869346,-0.09929700663696084,0.2966047762978709,0.24623115577889443,0.864321608040201,0.2887839299584458,0.674038371838927,-0.050251256281406975,0.45226130653266333,0.0013026112349469599,0.3972043941697787,0.1306532663316583,0.7487437185929648,0.08975309573439114,0.7400354348873682,-0.14070351758793964,0.36180904522613067,-0.1053963871695025,0.29050539576532924,0.3919597989949749,1.0100502512562815,0.13312344743686674,0.7269812373625002
run,M+MB+MP+MR+MUV,3,42,0.49246231155778897,0.4407446593436216,0.6130653266331658,-0.14572864321608042,0.34673366834170855,-0.15180819897858983,0.2889364603650318,0.40201005025125625,1.015075376884422,0.24607351775929207,0.7097271417131367,-0.3316582914572864,0.16080402010050251,-0.3426925306345914,0.09805212870903025,0.9698492462311559,1.5829145728643217,0.24147805932430771,0.6235645998667271,-0.13567839195979903,0.35678391959798994,-0.12389548101493608,0.31684917832868553,0.6080402010050252,1.221105527638191,0.2908701335093777,0.6020004444332794,-0.025125628140703515,0.46733668341708545,-0.037829796428758666,0.40291486291486295,0.11557788944723624,0.7286432160804021,0.0889592291558133,0.7019981761298476,-0.05025125628140703,0.44221105527638194,-0.0813224543092037,0.3594222050344179,0.29145728643216084,0.9045226130653267,0.13261906025120535,0.677475263131109
run,M+MB+MP+MR+MUV,3,3407,0.5326633165829145,0.4571529184609437,0.6080402010050251,-0.1407035175879397,0.39195979899497485,-0.1720841695001722,0.2850687489607715,0.3216080402010051,0.9296482412060302,0.23796395443735605,0.6616080396417678,-0.36683417085427134,0.1658291457286432,-0.36012727743530265,0.09702564102564103,0.7939698492462312,1.4020100502512562,0.2439854156454867,0.5683748529185415,-0.21105527638190952,0.32160804020100503,-0.29420058305523666,0.162952335405707,0.33668341708542715,0.9447236180904522,0.30193501161381375,0.5445593594848323,-0.0552763819095477,0.47738693467336685,-0.07806044850754656,0.3790924699533971,0.1306532663316583,0.7386934673366834,0.08539554211941824,0.6440434662070903,-0.07035175879396982,0.4623115577889447,-0.0723981123351698,0.3847548061257739,0.11557788944723624,0.7236180904522613,0.1307200761839215,0.6224571576499031
run,M+MB+MP+MR+MUV,3,2026,0.4623115577889447,0.4095493266462339,0.6934673366834171,-0.12060301507537691,0.3417085427135678,-0.1409562087177183,0.2685931179285156,0.3015075376884422,0.9949748743718593,0.23960048699320075,0.6938377699798558,-0.22110552763819097,0.24120603015075376,-0.23616616347921407,0.17338316316701982,0.6733668341708542,1.3668341708542713,0.2425881421149662,0.60624124035181,-0.10050251256281406,0.36180904522613067,-0.19230073706955816,0.21724858957667573,0.3115577889447235,1.0050251256281406,0.29431531183828347,0.5723464061576871,-0.10050251256281406,0.36180904522613067,-0.13024241175685747,0.2793069148893764,0.19095477386934678,0.8844221105527639,0.0885142078043494,0.6637522464352714,-0.1507537688442211,0.31155778894472363,-0.17238517576140674,0.23716415088482715,0.4120603015075376,1.1055276381909547,0.13498185124919784,0.6408974872430444
run,M+MB+MP+MR+MUV,4,42,0.5025125628140703,0.4752571576965755,0.6080402010050251,-0.12060301507537685,0.38190954773869346,-0.19800913900118844,0.27724801869538707,0.25125628140703515,0.8592964824120602,0.24719454913902858,0.6651479981486035,-0.17587939698492455,0.32663316582914576,-0.2320260052386425,0.243231152457933,0.3417085427135679,0.949748743718593,0.24243611021790112,0.5974142557575789,-0.17587939698492455,0.32663316582914576,-0.26963907276814575,0.20561808492842976,0.46231155778894484,1.07035175879397,0.287203250931167,0.5721840190263091,-0.035175879396984855,0.46733668341708545,-0.04169049862166557,0.43356665907490993,0.15577889447236182,0.7638190954773869,0.08898776331322743,0.6660599457454223,-0.11055276381909546,0.39195979899497485,-0.14101617433302516,0.33424098336355035,0.3216080402010051,0.9296482412060302,0.1341783263986732,0.649591134134195
run,M+MB+MP+MR+MUV,4,3407,0.4472361809045226,0.3611194530045113,0.7135678391959799,-0.060301507537688426,0.3869346733668342,-0.0751068468449364,0.2860126061595749,0.16582914572864327,0.8793969849246231,0.23723432764807775,0.6288462081253765,-0.1758793969849246,0.271356783919598,-0.1691894326140534,0.19193002039045792,0.4170854271356783,1.1306532663316582,0.24049004087136794,0.5449440140691594,-0.09045226130653267,0.35678391959798994,-0.09618216806722635,0.26493728493728497,0.2562814070351759,0.9698492462311558,0.295282543138672,0.5114295987640626,-0.03015075376884424,0.41708542713567837,-0.020776788315350514,0.3403426646891608,0.05025125628140703,0.7638190954773869,0.09227372314373554,0.6152758737905695,-0.10552763819095479,0.3417085427135678,-0.10760990273131282,0.2535095502731985,0.22613065326633164,0.9396984924623115,0.1347193651981443,0.5961771414284082
run,M+MB+MP+MR+MUV,4,2026,0.48743718592964824,0.3858110906509801,0.6482412060301508,-0.1507537688442211,0.33668341708542715,-0.18472146910466017,0.20108962154631996,0.4623115577889447,1.1105527638190955,0.24384896869323153,0.7226560586273876,-0.24120603015075376,0.24623115577889448,-0.1543144405581912,0.2314966500927889,0.8190954773869346,1.4673366834170853,0.23930795112909062,0.6474586202857803,-0.1407035175879397,0.34673366834170855,-0.1635011686888842,0.22230992196209592,0.3919597989949748,1.0402010050251256,0.2837432642811831,0.6187372214128329,-0.05025125628140703,0.4371859296482412,-0.026309005660093143,0.359502084990887,0.16080402010050243,0.8090452261306532,0.09375510555050019,0.6946163270964998,-0.06532663316582915,0.4221105527638191,-0.07916203882316564,0.3066490518278145,0.14572864321608037,0.7939698492462312,0.13934471034599216,0.6758481787985556
run,M+MB+MP+MR+MUV,5,42,0.5125628140703518,0.42981181892819825,0.6381909547738693,-0.09045226130653267,0.4221105527638191,-0.12912290772037177,0.3006889112078265,0.11055276381909551,0.7487437185929648,0.25199678619115007,0.6422814123732434,-0.14572864321608042,0.36683417085427134,-0.13776854541413436,0.2920432735140639,0.31155778894472363,0.949748743718593,0.24214430788711963,0.5841206557141854,-0.10552763819095479,0.40703517587939697,-0.10252703414341341,0.32728478478478484,0.1959798994974874,0.8341708542713567,0.29366521683629054,0.5684102005353787,-0.03015075376884424,0.4824120603015075,-0.06279135054441931,0.36702046838377894,0.09045226130653272,0.7286432160804021,0.08595925366267262,0.6679813105004516,-0.15577889447236182,0.35678391959798994,-0.19970192881830817,0.23010989010989008,0.31658291457286436,0.9547738693467337,0.12623443542276372,0.6529082666195711
run,M+MB+MP+MR+MUV,5,3407,0.49748743718592964,0.3872148629368342,0.628140703517588,-0.09045226130653267,0.40703517587939697,-0.09413468928661811,0.2930801736502161,0.2613065326633165,0.8894472361809045,0.24447822597324684,0.6319272688988271,-0.3015075376884422,0.19597989949748743,-0.19179612459022,0.19541873834661422,1.07035175879397,1.6984924623115578,0.2416547322228153,0.5649611240727727,-0.19095477386934673,0.3065326633165829,-0.25646526152081794,0.13074960141601627,0.4371859296482411,1.065326633165829,0.29522938661205655,0.5451445959429243,-0.01507537688442212,0.4824120603015075,-0.019925368805234822,0.3672894941315994,0.07537688442211055,0.7035175879396985,0.08760324757185407,0.6375758693436216,-0.07035175879396982,0.4271356783919598,-0.05633263945698758,0.33088222347984664,0.18592964824120595,0.8140703517587939,0.1310344076200247,0.619754163082802
run,M+MB+MP+MR+MUV,5,2026,0.4723618090452261,0.41903965201576304,0.7135678391959799,-0.12562814070351758,0.34673366834170855,-0.11572294626735197,0.3033167057484111,0.4723618090452262,1.185929648241206,0.24764763594950698,0.6552447630072311,-0.24120603015075376,0.23115577889447236,-0.207984917618744,0.21105473439701905,0.7085427135678393,1.4221105527638191,0.2442752323898766,0.58800129064953,-0.13567839195979897,0.33668341708542715,-0.19766236251843522,0.22137728949732782,0.11557788944723624,0.8291457286432161,0.2900911612994618,0.572329920578148,-0.03517587939698491,0.4371859296482412,-0.03209947487160614,0.3869401771441569,0.025125628140703515,0.7386934673366834,0.08701613653269895,0.6636911153838503,-0.07537688442211055,0.3969849246231156,-0.15783515640271156,0.2612044956130515,0.2613065326633166,0.9748743718592965,0.1309698338284533,0.6445331416471503
