scheme=MUV (Soft) fold=2 training_seed=3407 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=soft-target CE (fixed table) scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4894 acc=0.3338 sec=2.7
epoch=002 loss=1.3990 acc=0.3601 sec=2.4
epoch=003 loss=1.3378 acc=0.4178 sec=2.4
epoch=004 loss=1.2725 acc=0.4592 sec=2.3
epoch=005 loss=1.1874 acc=0.5358 sec=2.4
epoch=006 loss=1.1102 acc=0.6286 sec=2.4
epoch=007 loss=1.0687 acc=0.6575 sec=2.4
epoch=008 loss=0.9923 acc=0.7139 sec=2.4
epoch=009 loss=0.9045 acc=0.7541 sec=2.3
epoch=010 loss=0.8592 acc=0.7880 sec=2.3
epoch=011 loss=0.7959 acc=0.8469 sec=2.4
epoch=012 loss=0.7630 acc=0.8758 sec=2.3
epoch=013 loss=0.7317 acc=0.8871 sec=2.3
epoch=014 loss=0.7137 acc=0.9097 sec=2.3
epoch=015 loss=0.6891 acc=0.9310 sec=2.2
epoch=016 loss=0.6670 acc=0.9586 sec=2.3
epoch=017 loss=0.6517 acc=0.9624 sec=2.4
epoch=018 loss=0.6497 acc=0.9598 sec=2.3
epoch=019 loss=0.6417 acc=0.9699 sec=2.4
epoch=020 loss=0.6194 acc=0.9812 sec=2.4
epoch=021 loss=0.6145 acc=0.9849 sec=2.4
epoch=022 loss=0.6253 acc=0.9699 sec=2.3
epoch=023 loss=0.6186 acc=0.9837 sec=2.3
epoch=024 loss=0.6178 acc=0.9737 sec=2.4
epoch=025 loss=0.6047 acc=0.9912 sec=2.4
epoch=026 loss=0.5999 acc=0.9900 sec=2.4
epoch=027 loss=0.5947 acc=0.9962 sec=2.3
epoch=028 loss=0.5969 acc=0.9950 sec=2.3
epoch=029 loss=0.5925 acc=0.9975 sec=2.3
epoch=030 loss=0.5858 acc=0.9950 sec=2.4
epoch=031 loss=0.5840 acc=0.9962 sec=2.4
epoch=032 loss=0.5930 acc=0.9912 sec=2.5
epoch=033 loss=0.5828 acc=0.9975 sec=2.4
epoch=034 loss=0.5756 acc=1.0000 sec=2.4
epoch=035 loss=0.5780 acc=0.9975 sec=2.3
epoch=036 loss=0.5774 acc=0.9975 sec=2.3
epoch=037 loss=0.5789 acc=0.9962 sec=2.3
epoch=038 loss=0.5765 acc=0.9962 sec=2.4
epoch=039 loss=0.5778 acc=0.9987 sec=2.5
epoch=040 loss=0.5693 acc=0.9975 sec=2.3
epoch=041 loss=0.5733 acc=1.0000 sec=2.4
epoch=042 loss=0.5734 acc=0.9975 sec=2.4
epoch=043 loss=0.5708 acc=0.9987 sec=2.3
epoch=044 loss=0.5699 acc=1.0000 sec=2.4
epoch=045 loss=0.5681 acc=1.0000 sec=2.5
epoch=046 loss=0.5681 acc=0.9987 sec=2.3
epoch=047 loss=0.5711 acc=0.9987 sec=2.4
epoch=048 loss=0.5660 acc=1.0000 sec=2.3
epoch=049 loss=0.5668 acc=0.9987 sec=2.4
epoch=050 loss=0.5646 acc=1.0000 sec=2.4
