run: seed=42 fold=5 variant=mask label=Hard Label
train samples=799 eval samples=197 epochs=50
epoch 01/50 mean_loss=1.4579 lr=0.0001 elapsed=3.6s
epoch 02/50 mean_loss=1.3172 lr=0.0001 elapsed=3.6s
epoch 03/50 mean_loss=1.2274 lr=0.0001 elapsed=3.6s
epoch 04/50 mean_loss=1.1763 lr=0.0001 elapsed=3.6s
epoch 05/50 mean_loss=1.1162 lr=0.0001 elapsed=3.6s
epoch 06/50 mean_loss=1.0456 lr=0.0001 elapsed=3.6s
epoch 07/50 mean_loss=0.9788 lr=0.0001 elapsed=3.6s
epoch 08/50 mean_loss=0.8741 lr=0.0001 elapsed=3.5s
epoch 09/50 mean_loss=0.7522 lr=0.0001 elapsed=3.6s
epoch 10/50 mean_loss=0.6986 lr=0.0001 elapsed=3.4s
epoch 11/50 mean_loss=0.6459 lr=0.0001 elapsed=3.5s
epoch 12/50 mean_loss=0.5414 lr=0.0001 elapsed=3.5s
epoch 13/50 mean_loss=0.4633 lr=0.0001 elapsed=3.5s
epoch 14/50 mean_loss=0.4660 lr=0.0001 elapsed=3.5s
epoch 15/50 mean_loss=0.3657 lr=0.0001 elapsed=3.6s
epoch 16/50 mean_loss=0.2937 lr=0.0001 elapsed=3.6s
epoch 17/50 mean_loss=0.2505 lr=0.0001 elapsed=3.5s
epoch 18/50 mean_loss=0.2394 lr=0.0001 elapsed=3.5s
epoch 19/50 mean_loss=0.2431 lr=0.0001 elapsed=3.5s
epoch 20/50 mean_loss=0.2278 lr=0.0001 elapsed=3.6s
epoch 21/50 mean_loss=0.2014 lr=0.0001 elapsed=3.6s
epoch 22/50 mean_loss=0.1535 lr=0.0001 elapsed=3.5s
epoch 23/50 mean_loss=0.1254 lr=0.0001 elapsed=3.6s
epoch 24/50 mean_loss=0.1099 lr=0.0001 elapsed=3.6s
epoch 25/50 mean_loss=0.1182 lr=0.0001 elapsed=3.5s
epoch 26/50 mean_loss=0.1357 lr=0.0001 elapsed=3.6s
epoch 27/50 mean_loss=0.1015 lr=0.0001 elapsed=3.6s
epoch 28/50 mean_loss=0.1062 lr=0.0001 elapsed=3.6s
epoch 29/50 mean_loss=0.0883 lr=0.0001 elapsed=3.6s
epoch 30/50 mean_loss=0.0873 lr=0.0001 elapsed=3.5s
epoch 31/50 mean_loss=0.0961 lr=0.0001 elapsed=3.5s
epoch 32/50 mean_loss=0.0836 lr=0.0001 elapsed=3.6s
epoch 33/50 mean_loss=0.1188 lr=0.0001 elapsed=3.5s
epoch 34/50 mean_loss=0.0875 lr=0.0001 elapsed=3.5s
epoch 35/50 mean_loss=0.1096 lr=0.0001 elapsed=3.6s
epoch 36/50 mean_loss=0.0574 lr=0.0001 elapsed=3.5s
epoch 37/50 mean_loss=0.0536 lr=0.0001 elapsed=3.6s
epoch 38/50 mean_loss=0.0617 lr=0.0001 elapsed=3.5s
epoch 39/50 mean_loss=0.0377 lr=0.0001 elapsed=3.6s
epoch 40/50 mean_loss=0.0354 lr=0.0001 elapsed=3.7s
epoch 41/50 mean_loss=0.0544 lr=0.0001 elapsed=3.5s
epoch 42/50 mean_loss=0.0404 lr=0.0001 elapsed=3.6s
epoch 43/50 mean_loss=0.0336 lr=0.0001 elapsed=3.6s
epoch 44/50 mean_loss=0.0400 lr=0.0001 elapsed=3.5s
epoch 45/50 mean_loss=0.0392 lr=0.0001 elapsed=3.6s
epoch 46/50 mean_loss=0.0555 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.0699 lr=0.0001 elapsed=3.6s
epoch 48/50 mean_loss=0.0273 lr=0.0001 elapsed=3.5s
epoch 49/50 mean_loss=0.0361 lr=0.0001 elapsed=3.5s
epoch 50/50 mean_loss=0.0517 lr=0.0001 elapsed=3.6s
