step,combination,modalities,modality,fold,training_seed,evaluation_count,baseline_accuracy,baseline_macro_f1,perturbed_accuracy,perturbed_macro_f1,delta_accuracy,delta_macro_f1,baseline_confusion_matrix,perturbed_confusion_matrix,replacement
step_07_N,M+MR,"['M', 'MR']",M,4,3407,198,0.4292929292929293,0.3365104082184375,0.3282828282828283,0.16636894036894037,-0.101010101010101,-0.1701414678494971,"[[0, 5, 1, 1, 0], [1, 16, 3, 2, 2], [3, 13, 9, 14, 6], [1, 5, 13, 17, 29], [0, 1, 4, 9, 43]]","[[0, 0, 2, 0, 5], [0, 1, 6, 4, 13], [0, 0, 8, 2, 35], [0, 0, 7, 1, 57], [0, 0, 2, 0, 55]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",MR,4,3407,198,0.4292929292929293,0.3365104082184375,0.11616161616161616,0.04181818181818182,-0.31313131313131315,-0.29469222640025566,"[[0, 5, 1, 1, 0], [1, 16, 3, 2, 2], [3, 13, 9, 14, 6], [1, 5, 13, 17, 29], [0, 1, 4, 9, 43]]","[[0, 7, 0, 0, 0], [1, 23, 0, 0, 0], [0, 45, 0, 0, 0], [1, 64, 0, 0, 0], [0, 57, 0, 0, 0]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",M,5,3407,197,0.467005076142132,0.4514129821791112,0.2893401015228426,0.13544561898050272,-0.17766497461928937,-0.31596736319860846,"[[2, 2, 3, 0, 0], [1, 14, 7, 1, 1], [1, 7, 15, 15, 6], [0, 2, 18, 30, 15], [0, 3, 6, 17, 31]]","[[0, 0, 0, 3, 4], [0, 1, 1, 9, 13], [0, 0, 0, 8, 36], [0, 0, 2, 7, 56], [0, 0, 1, 7, 49]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",MR,5,3407,197,0.467005076142132,0.4514129821791112,0.1319796954314721,0.061317829457364345,-0.3350253807106599,-0.39009515272174683,"[[2, 2, 3, 0, 0], [1, 14, 7, 1, 1], [1, 7, 15, 15, 6], [0, 2, 18, 30, 15], [0, 3, 6, 17, 31]]","[[0, 7, 0, 0, 0], [0, 24, 0, 0, 0], [1, 41, 2, 0, 0], [1, 63, 1, 0, 0], [0, 56, 1, 0, 0]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",M,1,2026,202,0.4603960396039604,0.3947357187696171,0.40594059405940597,0.275589656152316,-0.05445544554455445,-0.1191460626173011,"[[1, 4, 1, 0, 2], [2, 17, 4, 1, 1], [3, 9, 9, 19, 5], [0, 3, 10, 25, 28], [1, 1, 6, 9, 41]]","[[0, 1, 0, 4, 3], [0, 6, 2, 15, 2], [0, 2, 2, 28, 13], [0, 1, 1, 38, 26], [0, 1, 1, 20, 36]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",MR,1,2026,202,0.4603960396039604,0.3947357187696171,0.12376237623762376,0.04405286343612334,-0.33663366336633666,-0.35068285533349375,"[[1, 4, 1, 0, 2], [2, 17, 4, 1, 1], [3, 9, 9, 19, 5], [0, 3, 10, 25, 28], [1, 1, 6, 9, 41]]","[[0, 8, 0, 0, 0], [0, 25, 0, 0, 0], [0, 45, 0, 0, 0], [0, 66, 0, 0, 0], [0, 58, 0, 0, 0]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",M,2,2026,200,0.545,0.43869265062095303,0.335,0.16788921396810683,-0.21000000000000002,-0.27080343665284623,"[[0, 4, 2, 0, 1], [0, 13, 6, 5, 1], [0, 5, 26, 10, 4], [0, 3, 16, 33, 13], [0, 1, 6, 14, 37]]","[[0, 0, 0, 1, 6], [0, 0, 0, 11, 14], [0, 0, 2, 11, 32], [0, 0, 0, 16, 49], [0, 0, 0, 9, 49]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",MR,2,2026,200,0.545,0.43869265062095303,0.125,0.044843049327354265,-0.42000000000000004,-0.39384960129359875,"[[0, 4, 2, 0, 1], [0, 13, 6, 5, 1], [0, 5, 26, 10, 4], [0, 3, 16, 33, 13], [0, 1, 6, 14, 37]]","[[0, 7, 0, 0, 0], [0, 25, 0, 0, 0], [0, 45, 0, 0, 0], [0, 65, 0, 0, 0], [2, 56, 0, 0, 0]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",M,3,2026,199,0.45226130653266333,0.3716614027142711,0.3417085427135678,0.18947304039916305,-0.11055276381909551,-0.18218836231510807,"[[0, 4, 0, 1, 2], [1, 12, 4, 1, 7], [0, 6, 19, 13, 7], [1, 2, 11, 29, 22], [0, 0, 9, 18, 30]]","[[0, 0, 1, 2, 4], [0, 0, 3, 4, 18], [0, 0, 5, 11, 29], [0, 0, 2, 17, 46], [0, 0, 1, 10, 46]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",MR,3,2026,199,0.45226130653266333,0.3716614027142711,0.1306532663316583,0.08969331322272499,-0.32160804020100503,-0.2819680894915461,"[[0, 4, 0, 1, 2], [1, 12, 4, 1, 7], [0, 6, 19, 13, 7], [1, 2, 11, 29, 22], [0, 0, 9, 18, 30]]","[[1, 6, 0, 0, 0], [0, 25, 0, 0, 0], [1, 44, 0, 0, 0], [0, 65, 0, 0, 0], [0, 56, 1, 0, 0]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",M,4,2026,198,0.45454545454545453,0.39621300548043326,0.32323232323232326,0.1524253393665158,-0.13131313131313127,-0.24378766611391745,"[[1, 4, 1, 1, 0], [1, 10, 9, 3, 1], [1, 10, 17, 13, 4], [0, 2, 14, 27, 22], [0, 2, 7, 13, 35]]","[[0, 0, 0, 0, 7], [0, 1, 0, 5, 18], [0, 0, 2, 2, 41], [0, 0, 1, 5, 59], [0, 0, 0, 1, 56]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",MR,4,2026,198,0.45454545454545453,0.39621300548043326,0.12121212121212122,0.04324324324324325,-0.3333333333333333,-0.35296976223719,"[[1, 4, 1, 1, 0], [1, 10, 9, 3, 1], [1, 10, 17, 13, 4], [0, 2, 14, 27, 22], [0, 2, 7, 13, 35]]","[[0, 7, 0, 0, 0], [0, 24, 0, 0, 0], [0, 45, 0, 0, 0], [0, 65, 0, 0, 0], [0, 57, 0, 0, 0]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",M,5,2026,197,0.41116751269035534,0.4127328608102442,0.29441624365482233,0.09744861800141744,-0.11675126903553301,-0.3152842428088267,"[[3, 1, 2, 1, 0], [3, 11, 7, 3, 0], [2, 9, 18, 9, 6], [0, 1, 26, 15, 23], [0, 0, 12, 11, 34]]","[[0, 0, 0, 0, 7], [0, 0, 1, 1, 22], [0, 0, 0, 1, 43], [0, 0, 1, 1, 63], [0, 0, 0, 0, 57]]",zero_normalized_baseline
step_07_N,M+MR,"['M', 'MR']",MR,5,2026,197,0.41116751269035534,0.4127328608102442,0.12690355329949238,0.05009730330831249,-0.28426395939086296,-0.3626355575019317,"[[3, 1, 2, 1, 0], [3, 11, 7, 3, 0], [2, 9, 18, 9, 6], [0, 1, 26, 15, 23], [0, 0, 12, 11, 34]]","[[0, 7, 0, 0, 0], [0, 24, 0, 0, 0], [1, 43, 0, 0, 0], [0, 64, 0, 1, 0], [0, 56, 1, 0, 0]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",M,1,42,202,0.4603960396039604,0.3707380623497284,0.3613861386138614,0.22965937288517937,-0.09900990099009904,-0.14107868946454902,"[[0, 2, 4, 2, 0], [5, 8, 7, 5, 0], [2, 3, 18, 19, 3], [0, 1, 10, 32, 23], [0, 0, 5, 18, 35]]","[[0, 0, 4, 2, 2], [1, 0, 12, 12, 0], [1, 1, 10, 30, 3], [0, 1, 5, 31, 29], [0, 0, 2, 24, 32]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MB,1,42,202,0.4603960396039604,0.3707380623497284,0.32673267326732675,0.2629413821453209,-0.13366336633663367,-0.10779668020440747,"[[0, 2, 4, 2, 0], [5, 8, 7, 5, 0], [2, 3, 18, 19, 3], [0, 1, 10, 32, 23], [0, 0, 5, 18, 35]]","[[3, 4, 1, 0, 0], [6, 15, 1, 1, 2], [7, 21, 2, 5, 10], [3, 12, 8, 7, 36], [3, 12, 1, 3, 39]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MR,1,42,202,0.4603960396039604,0.3707380623497284,0.20297029702970298,0.11916297288939284,-0.25742574257425743,-0.2515750894603356,"[[0, 2, 4, 2, 0], [5, 8, 7, 5, 0], [2, 3, 18, 19, 3], [0, 1, 10, 32, 23], [0, 0, 5, 18, 35]]","[[0, 7, 0, 1, 0], [1, 22, 0, 2, 0], [0, 38, 0, 7, 0], [0, 46, 1, 19, 0], [4, 40, 0, 14, 0]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",M,2,42,200,0.45,0.36141721228829243,0.385,0.2546117169320619,-0.065,-0.10680549535623052,"[[0, 3, 2, 1, 1], [1, 14, 2, 7, 1], [0, 5, 10, 16, 14], [0, 5, 9, 34, 17], [0, 0, 2, 24, 32]]","[[0, 0, 0, 6, 1], [1, 6, 0, 15, 3], [1, 0, 0, 33, 11], [0, 0, 1, 48, 16], [0, 0, 0, 35, 23]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MB,2,42,200,0.45,0.36141721228829243,0.41,0.2838431424912449,-0.040000000000000036,-0.0775740697970475,"[[0, 3, 2, 1, 1], [1, 14, 2, 7, 1], [0, 5, 10, 16, 14], [0, 5, 9, 34, 17], [0, 0, 2, 24, 32]]","[[0, 3, 1, 0, 3], [0, 16, 0, 0, 9], [0, 16, 7, 1, 21], [0, 8, 8, 7, 42], [0, 5, 0, 1, 52]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MR,2,42,200,0.45,0.36141721228829243,0.13,0.10310646272528345,-0.32,-0.258310749563009,"[[0, 3, 2, 1, 1], [1, 14, 2, 7, 1], [0, 5, 10, 16, 14], [0, 5, 9, 34, 17], [0, 0, 2, 24, 32]]","[[1, 6, 0, 0, 0], [7, 17, 0, 1, 0], [15, 30, 0, 0, 0], [19, 39, 4, 2, 1], [24, 21, 5, 2, 6]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",M,3,42,199,0.45226130653266333,0.3642716421130328,0.4623115577889447,0.34471371265828454,0.010050251256281395,-0.01955792945474827,"[[0, 5, 1, 0, 1], [1, 11, 7, 3, 3], [2, 6, 16, 14, 7], [1, 1, 13, 34, 16], [0, 1, 10, 17, 29]]","[[0, 4, 0, 1, 2], [0, 9, 5, 6, 5], [0, 4, 7, 21, 13], [0, 0, 10, 37, 18], [0, 0, 6, 12, 39]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MB,3,42,199,0.45226130653266333,0.3642716421130328,0.36180904522613067,0.28244317886305714,-0.09045226130653267,-0.08182846324997567,"[[0, 5, 1, 0, 1], [1, 11, 7, 3, 3], [2, 6, 16, 14, 7], [1, 1, 13, 34, 16], [0, 1, 10, 17, 29]]","[[0, 3, 2, 0, 2], [0, 12, 4, 1, 8], [0, 12, 12, 8, 13], [0, 10, 10, 14, 31], [0, 3, 12, 8, 34]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MR,3,42,199,0.45226130653266333,0.3642716421130328,0.135678391959799,0.06501072104267394,-0.31658291457286436,-0.29926092107035884,"[[0, 5, 1, 0, 1], [1, 11, 7, 3, 3], [2, 6, 16, 14, 7], [1, 1, 13, 34, 16], [0, 1, 10, 17, 29]]","[[0, 7, 0, 0, 0], [1, 24, 0, 0, 0], [2, 42, 1, 0, 0], [1, 60, 2, 2, 0], [0, 55, 2, 0, 0]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",M,4,42,198,0.41414141414141414,0.3335053243826573,0.3787878787878788,0.2714229932504044,-0.03535353535353536,-0.062082331132252866,"[[0, 4, 1, 2, 0], [3, 10, 8, 2, 1], [3, 10, 12, 16, 4], [0, 0, 15, 27, 23], [0, 0, 8, 16, 33]]","[[1, 0, 0, 5, 1], [1, 1, 6, 14, 2], [1, 1, 6, 34, 3], [0, 0, 5, 46, 14], [0, 0, 3, 33, 21]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MB,4,42,198,0.41414141414141414,0.3335053243826573,0.3939393939393939,0.3239782061468109,-0.02020202020202022,-0.009527118235846399,"[[0, 4, 1, 2, 0], [3, 10, 8, 2, 1], [3, 10, 12, 16, 4], [0, 0, 15, 27, 23], [0, 0, 8, 16, 33]]","[[1, 2, 1, 1, 2], [2, 10, 8, 1, 3], [4, 8, 14, 7, 12], [0, 6, 17, 9, 33], [0, 2, 9, 2, 44]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MR,4,42,198,0.41414141414141414,0.3335053243826573,0.13636363636363635,0.09337954720636285,-0.2777777777777778,-0.24012577717629444,"[[0, 4, 1, 2, 0], [3, 10, 8, 2, 1], [3, 10, 12, 16, 4], [0, 0, 15, 27, 23], [0, 0, 8, 16, 33]]","[[0, 6, 0, 1, 0], [3, 17, 2, 1, 1], [2, 41, 1, 1, 0], [4, 49, 2, 7, 3], [6, 42, 2, 5, 2]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",M,5,42,197,0.467005076142132,0.40616446578631454,0.41624365482233505,0.3271033836418634,-0.05076142131979694,-0.07906108214445112,"[[1, 1, 3, 1, 1], [2, 13, 7, 1, 1], [2, 6, 13, 17, 6], [0, 2, 13, 39, 11], [2, 3, 5, 21, 26]]","[[1, 0, 1, 2, 3], [0, 4, 3, 14, 3], [0, 0, 5, 34, 5], [0, 0, 2, 47, 16], [1, 0, 0, 31, 25]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MB,5,42,197,0.467005076142132,0.40616446578631454,0.40609137055837563,0.3952765714787033,-0.06091370558375636,-0.010887894307611223,"[[1, 1, 3, 1, 1], [2, 13, 7, 1, 1], [2, 6, 13, 17, 6], [0, 2, 13, 39, 11], [2, 3, 5, 21, 26]]","[[2, 1, 3, 0, 1], [1, 10, 9, 0, 4], [0, 5, 21, 4, 14], [0, 4, 15, 10, 36], [0, 1, 13, 6, 37]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MR,5,42,197,0.467005076142132,0.40616446578631454,0.06598984771573604,0.07135660953094035,-0.4010152284263959,-0.3348078562553742,"[[1, 1, 3, 1, 1], [2, 13, 7, 1, 1], [2, 6, 13, 17, 6], [0, 2, 13, 39, 11], [2, 3, 5, 21, 26]]","[[7, 0, 0, 0, 0], [20, 3, 0, 1, 0], [39, 2, 1, 1, 1], [58, 3, 2, 2, 0], [55, 1, 0, 1, 0]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",M,1,3407,202,0.47029702970297027,0.3830255626374014,0.33663366336633666,0.19732249193819612,-0.13366336633663362,-0.18570307069920527,"[[0, 3, 4, 1, 0], [1, 13, 7, 3, 1], [2, 5, 15, 16, 7], [0, 1, 8, 24, 33], [0, 0, 6, 9, 43]]","[[0, 0, 5, 1, 2], [0, 2, 15, 2, 6], [0, 3, 10, 6, 26], [0, 0, 3, 4, 59], [0, 0, 5, 1, 52]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MB,1,3407,202,0.47029702970297027,0.3830255626374014,0.4752475247524752,0.43836819409770766,0.004950495049504955,0.05534263146030627,"[[0, 3, 4, 1, 0], [1, 13, 7, 3, 1], [2, 5, 15, 16, 7], [0, 1, 8, 24, 33], [0, 0, 6, 9, 43]]","[[2, 4, 1, 1, 0], [1, 19, 1, 1, 3], [2, 7, 6, 26, 4], [0, 1, 5, 40, 20], [0, 0, 5, 24, 29]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MR,1,3407,202,0.47029702970297027,0.3830255626374014,0.16831683168316833,0.11925715786708693,-0.3019801980198019,-0.2637684047703145,"[[0, 3, 4, 1, 0], [1, 13, 7, 3, 1], [2, 5, 15, 16, 7], [0, 1, 8, 24, 33], [0, 0, 6, 9, 43]]","[[1, 7, 0, 0, 0], [2, 23, 0, 0, 0], [3, 37, 2, 3, 0], [7, 50, 1, 8, 0], [6, 46, 2, 4, 0]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",M,2,3407,200,0.51,0.41543258445964987,0.44,0.31815289523490087,-0.07,-0.097279689224749,"[[0, 6, 1, 0, 0], [0, 15, 7, 2, 1], [0, 7, 26, 5, 7], [1, 5, 21, 25, 13], [0, 0, 5, 17, 36]]","[[0, 0, 3, 2, 2], [1, 3, 10, 8, 3], [0, 0, 17, 13, 15], [1, 0, 12, 32, 20], [0, 0, 2, 20, 36]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MB,2,3407,200,0.51,0.41543258445964987,0.305,0.2412359329262274,-0.20500000000000002,-0.17419665153342248,"[[0, 6, 1, 0, 0], [0, 15, 7, 2, 1], [0, 7, 26, 5, 7], [1, 5, 21, 25, 13], [0, 0, 5, 17, 36]]","[[0, 5, 2, 0, 0], [0, 23, 2, 0, 0], [0, 28, 9, 2, 6], [0, 30, 8, 11, 16], [0, 20, 8, 12, 18]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MR,2,3407,200,0.51,0.41543258445964987,0.135,0.06187155963302752,-0.375,-0.3535610248266223,"[[0, 6, 1, 0, 0], [0, 15, 7, 2, 1], [0, 7, 26, 5, 7], [1, 5, 21, 25, 13], [0, 0, 5, 17, 36]]","[[0, 7, 0, 0, 0], [0, 25, 0, 0, 0], [1, 42, 2, 0, 0], [0, 65, 0, 0, 0], [1, 54, 3, 0, 0]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",M,3,3407,199,0.47738693467336685,0.37196670695667455,0.44221105527638194,0.3106750109988976,-0.03517587939698491,-0.06129169595777695,"[[0, 5, 1, 0, 1], [0, 8, 10, 3, 4], [1, 4, 19, 11, 10], [1, 0, 11, 36, 17], [0, 0, 7, 18, 32]]","[[0, 3, 2, 1, 1], [0, 4, 5, 14, 2], [1, 2, 10, 22, 10], [0, 1, 6, 44, 14], [0, 0, 4, 23, 30]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MB,3,3407,199,0.47738693467336685,0.37196670695667455,0.37185929648241206,0.2744264255813135,-0.10552763819095479,-0.09754028137536103,"[[0, 5, 1, 0, 1], [0, 8, 10, 3, 4], [1, 4, 19, 11, 10], [1, 0, 11, 36, 17], [0, 0, 7, 18, 32]]","[[0, 2, 4, 0, 1], [0, 4, 15, 0, 6], [0, 3, 28, 5, 9], [0, 1, 24, 12, 28], [1, 0, 15, 11, 30]]",zero_normalized_baseline
step_07_N,M+MB+MR,"['M', 'MB', 'MR']",MR,3,3407,199,0.47738693467336685,0.37196670695667455,0.1306532663316583,0.08141304994742725,-0.34673366834170855,-0.2905536570092473,"[[0, 5, 1, 0, 1], [0, 8, 10, 3, 4], [1, 4, 19, 11, 10], [1, 0, 11, 36, 17], [0, 0, 7, 18, 32]]","[[0, 7, 0, 0, 0], [3, 20, 2, 0, 0], [8, 33, 4, 0, 0], [3, 58, 2, 2, 0], [7, 42, 8, 0, 0]]",zero_normalized_baseline
