step,source_step,combination,modalities,fold,training_seed,evaluation_count,checkpoint,parameter_count,baseline_accuracy,baseline_macro_f1,baseline_confusion_matrix,deeplift
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",4,42,198,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_04/M_MB_MP_MR_MUV/seed_42/checkpoints/last.pth,23555909,0.5,0.4249946486043788,"[[1, 3, 1, 1, 1], [2, 11, 7, 3, 1], [2, 8, 14, 19, 2], [1, 1, 10, 40, 13], [0, 0, 4, 20, 33]]","{'M': {'mean_abs_attribution': 5.485686329444029e-05, 'std_abs_attribution': 2.1166534180523654e-05, 'mean_attribution_fraction': 0.19671314691353325}, 'MB': {'mean_abs_attribution': 4.8796354532915034e-05, 'std_abs_attribution': 1.9658273735312246e-05, 'mean_attribution_fraction': 0.1743358602427473}, 'MP': {'mean_abs_attribution': 6.120247338122966e-05, 'std_abs_attribution': 2.5168884424667763e-05, 'mean_attribution_fraction': 0.21887269006534057}, 'MR': {'mean_abs_attribution': 6.726868244673237e-05, 'std_abs_attribution': 2.494349824388553e-05, 'mean_attribution_fraction': 0.24296771080204935}, 'MUV': {'mean_abs_attribution': 4.681440650804716e-05, 'std_abs_attribution': 1.9200254543449855e-05, 'mean_attribution_fraction': 0.16711058595565834}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",5,42,197,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_05/M_MB_MP_MR_MUV/seed_42/checkpoints/last.pth,23555909,0.39086294416243655,0.4035215604068063,"[[3, 2, 2, 0, 0], [2, 14, 7, 0, 1], [1, 11, 18, 10, 4], [0, 7, 27, 15, 16], [1, 3, 12, 14, 27]]","{'M': {'mean_abs_attribution': 4.696091179405623e-05, 'std_abs_attribution': 1.6411256294219452e-05, 'mean_attribution_fraction': 0.1994904135235675}, 'MB': {'mean_abs_attribution': 4.1173565025508715e-05, 'std_abs_attribution': 1.4127905845379452e-05, 'mean_attribution_fraction': 0.17450953558616833}, 'MP': {'mean_abs_attribution': 5.240438279861568e-05, 'std_abs_attribution': 2.000573446386865e-05, 'mean_attribution_fraction': 0.21989420343776644}, 'MR': {'mean_abs_attribution': 5.616530913085178e-05, 'std_abs_attribution': 2.047118685964704e-05, 'mean_attribution_fraction': 0.2374744289720119}, 'MUV': {'mean_abs_attribution': 4.0039681591436876e-05, 'std_abs_attribution': 1.4913794002976136e-05, 'mean_attribution_fraction': 0.16863141575743099}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",1,3407,202,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_01/M_MB_MP_MR_MUV/seed_3407/checkpoints/last.pth,23555909,0.4900990099009901,0.40464840952669495,"[[0, 2, 5, 0, 1], [0, 14, 8, 3, 0], [0, 4, 16, 19, 6], [0, 0, 9, 26, 31], [0, 0, 6, 9, 43]]","{'M': {'mean_abs_attribution': 5.279724286587639e-05, 'std_abs_attribution': 1.916813303288005e-05, 'mean_attribution_fraction': 0.1833656129270497}, 'MB': {'mean_abs_attribution': 5.161338235171066e-05, 'std_abs_attribution': 2.050731603319379e-05, 'mean_attribution_fraction': 0.17710901841078655}, 'MP': {'mean_abs_attribution': 6.367337143931557e-05, 'std_abs_attribution': 2.5742037724102293e-05, 'mean_attribution_fraction': 0.21860114691576155}, 'MR': {'mean_abs_attribution': 7.233366912908306e-05, 'std_abs_attribution': 2.705235227223861e-05, 'mean_attribution_fraction': 0.250115301644448}, 'MUV': {'mean_abs_attribution': 4.982106848179719e-05, 'std_abs_attribution': 2.012609463570179e-05, 'mean_attribution_fraction': 0.1708089227576067}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",2,3407,200,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_02/M_MB_MP_MR_MUV/seed_3407/checkpoints/last.pth,23555909,0.49,0.4432356532356533,"[[2, 2, 1, 1, 1], [5, 10, 7, 3, 0], [1, 8, 21, 11, 4], [0, 3, 20, 33, 9], [0, 0, 4, 22, 32]]","{'M': {'mean_abs_attribution': 6.300960196313099e-05, 'std_abs_attribution': 2.139194305431029e-05, 'mean_attribution_fraction': 0.20015033058822154}, 'MB': {'mean_abs_attribution': 5.5764526296115944e-05, 'std_abs_attribution': 1.9151203580740146e-05, 'mean_attribution_fraction': 0.17667087785899638}, 'MP': {'mean_abs_attribution': 6.947671823581914e-05, 'std_abs_attribution': 2.5403640515967668e-05, 'mean_attribution_fraction': 0.21875314511358737}, 'MR': {'mean_abs_attribution': 7.425727219924739e-05, 'std_abs_attribution': 2.5955349714553846e-05, 'mean_attribution_fraction': 0.23655446410179137}, 'MUV': {'mean_abs_attribution': 5.3169335005804895e-05, 'std_abs_attribution': 1.876942324529802e-05, 'mean_attribution_fraction': 0.1678711774945259}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",3,3407,199,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_03/M_MB_MP_MR_MUV/seed_3407/checkpoints/last.pth,23555909,0.5125628140703518,0.4149655996374572,"[[0, 5, 1, 0, 1], [1, 11, 5, 2, 6], [1, 3, 23, 7, 11], [1, 0, 12, 30, 22], [0, 0, 7, 12, 38]]","{'M': {'mean_abs_attribution': 8.3286664722898e-05, 'std_abs_attribution': 3.1660599230521775e-05, 'mean_attribution_fraction': 0.1992249045539741}, 'MB': {'mean_abs_attribution': 7.147698428223832e-05, 'std_abs_attribution': 2.6413888210693366e-05, 'mean_attribution_fraction': 0.17128353307594607}, 'MP': {'mean_abs_attribution': 9.623074947739951e-05, 'std_abs_attribution': 4.346080105616696e-05, 'mean_attribution_fraction': 0.22553104985898464}, 'MR': {'mean_abs_attribution': 9.812366654992574e-05, 'std_abs_attribution': 3.751451449302391e-05, 'mean_attribution_fraction': 0.2348387397863158}, 'MUV': {'mean_abs_attribution': 7.181659934781352e-05, 'std_abs_attribution': 3.1536179801741324e-05, 'mean_attribution_fraction': 0.16912177609438872}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",4,3407,198,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_04/M_MB_MP_MR_MUV/seed_3407/checkpoints/last.pth,23555909,0.41919191919191917,0.3609228971649309,"[[1, 4, 1, 1, 0], [1, 9, 12, 1, 1], [2, 12, 10, 19, 2], [0, 2, 21, 28, 14], [0, 3, 2, 17, 35]]","{'M': {'mean_abs_attribution': 4.853222043208797e-05, 'std_abs_attribution': 1.836373759348957e-05, 'mean_attribution_fraction': 0.19246665185148065}, 'MB': {'mean_abs_attribution': 4.3547220367613726e-05, 'std_abs_attribution': 1.684846394339542e-05, 'mean_attribution_fraction': 0.17217954406232544}, 'MP': {'mean_abs_attribution': 5.5391719917054734e-05, 'std_abs_attribution': 2.275705291436515e-05, 'mean_attribution_fraction': 0.21916714047241692}, 'MR': {'mean_abs_attribution': 6.188055757398486e-05, 'std_abs_attribution': 2.263107582598691e-05, 'mean_attribution_fraction': 0.24668626878598723}, 'MUV': {'mean_abs_attribution': 4.286187273887341e-05, 'std_abs_attribution': 1.7442153349738652e-05, 'mean_attribution_fraction': 0.16950039595666558}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",5,3407,197,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_05/M_MB_MP_MR_MUV/seed_3407/checkpoints/last.pth,23555909,0.4467005076142132,0.42705705705705704,"[[2, 1, 3, 0, 1], [2, 14, 6, 1, 1], [3, 6, 17, 11, 7], [0, 1, 20, 22, 22], [1, 2, 9, 12, 33]]","{'M': {'mean_abs_attribution': 5.793158040806854e-05, 'std_abs_attribution': 2.0274017839116024e-05, 'mean_attribution_fraction': 0.1899516552989253}, 'MB': {'mean_abs_attribution': 5.2855141664363814e-05, 'std_abs_attribution': 1.868438884440784e-05, 'mean_attribution_fraction': 0.17242744595266235}, 'MP': {'mean_abs_attribution': 7.060315538598709e-05, 'std_abs_attribution': 3.1331482060949286e-05, 'mean_attribution_fraction': 0.2235988394787469}, 'MR': {'mean_abs_attribution': 7.604731140164233e-05, 'std_abs_attribution': 3.025662544323435e-05, 'mean_attribution_fraction': 0.2443773269199478}, 'MUV': {'mean_abs_attribution': 5.334636605923687e-05, 'std_abs_attribution': 2.3089556919706436e-05, 'mean_attribution_fraction': 0.16964473106383068}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",1,2026,202,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_01/M_MB_MP_MR_MUV/seed_2026/checkpoints/last.pth,23555909,0.504950495049505,0.41335738250348586,"[[0, 2, 5, 0, 1], [1, 11, 11, 1, 1], [2, 3, 23, 13, 4], [1, 0, 10, 34, 21], [0, 2, 5, 17, 34]]","{'M': {'mean_abs_attribution': 5.907362125558078e-05, 'std_abs_attribution': 2.2981668511455065e-05, 'mean_attribution_fraction': 0.18593530703594188}, 'MB': {'mean_abs_attribution': 5.637500820703641e-05, 'std_abs_attribution': 2.3416613138508255e-05, 'mean_attribution_fraction': 0.17595061925378178}, 'MP': {'mean_abs_attribution': 6.967243091884764e-05, 'std_abs_attribution': 2.6890723761928575e-05, 'mean_attribution_fraction': 0.22090966888878605}, 'MR': {'mean_abs_attribution': 7.920966986558137e-05, 'std_abs_attribution': 3.249997511699817e-05, 'mean_attribution_fraction': 0.24762401169184411}, 'MUV': {'mean_abs_attribution': 5.359414302405963e-05, 'std_abs_attribution': 2.058794779874105e-05, 'mean_attribution_fraction': 0.16958039268703745}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",2,2026,200,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_02/M_MB_MP_MR_MUV/seed_2026/checkpoints/last.pth,23555909,0.47,0.37950524865154095,"[[0, 3, 1, 3, 0], [0, 12, 8, 4, 1], [0, 7, 20, 11, 7], [0, 3, 15, 36, 11], [0, 1, 5, 26, 26]]","{'M': {'mean_abs_attribution': 6.986212461924879e-05, 'std_abs_attribution': 2.8825758504429207e-05, 'mean_attribution_fraction': 0.19569331489503383}, 'MB': {'mean_abs_attribution': 6.167784928948094e-05, 'std_abs_attribution': 2.5708598631685447e-05, 'mean_attribution_fraction': 0.17298911787569524}, 'MP': {'mean_abs_attribution': 7.790752357323072e-05, 'std_abs_attribution': 3.267866621500957e-05, 'mean_attribution_fraction': 0.21993925087153912}, 'MR': {'mean_abs_attribution': 8.622514247690561e-05, 'std_abs_attribution': 3.6376173698287896e-05, 'mean_attribution_fraction': 0.2411642098426819}, 'MUV': {'mean_abs_attribution': 6.016186559463677e-05, 'std_abs_attribution': 2.444265044491904e-05, 'mean_attribution_fraction': 0.17021410785615443}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",3,2026,199,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_03/M_MB_MP_MR_MUV/seed_2026/checkpoints/last.pth,23555909,0.507537688442211,0.4369872367081669,"[[1, 4, 1, 0, 1], [1, 10, 5, 4, 5], [1, 4, 21, 12, 7], [1, 0, 7, 44, 13], [0, 0, 7, 25, 25]]","{'M': {'mean_abs_attribution': 5.6645457074016884e-05, 'std_abs_attribution': 2.3027881835830674e-05, 'mean_attribution_fraction': 0.1919849943276027}, 'MB': {'mean_abs_attribution': 5.1717728912542534e-05, 'std_abs_attribution': 2.2112605435234398e-05, 'mean_attribution_fraction': 0.17420679360777888}, 'MP': {'mean_abs_attribution': 6.565698343699145e-05, 'std_abs_attribution': 2.7208509161682262e-05, 'mean_attribution_fraction': 0.22239768602440704}, 'MR': {'mean_abs_attribution': 7.115192336221015e-05, 'std_abs_attribution': 3.0734339892383106e-05, 'mean_attribution_fraction': 0.23960887517162305}, 'MUV': {'mean_abs_attribution': 5.068554445409717e-05, 'std_abs_attribution': 2.0813211928163605e-05, 'mean_attribution_fraction': 0.17180164854730193}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",4,2026,198,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_04/M_MB_MP_MR_MUV/seed_2026/checkpoints/last.pth,23555909,0.4696969696969697,0.3480384587088513,"[[0, 3, 1, 2, 1], [0, 8, 8, 7, 1], [1, 6, 11, 26, 1], [0, 0, 6, 53, 6], [0, 0, 3, 33, 21]]","{'M': {'mean_abs_attribution': 7.813307575182107e-05, 'std_abs_attribution': 2.9210609491877246e-05, 'mean_attribution_fraction': 0.18902367835093026}, 'MB': {'mean_abs_attribution': 7.274721890162897e-05, 'std_abs_attribution': 2.8322926603077217e-05, 'mean_attribution_fraction': 0.17446818518819232}, 'MP': {'mean_abs_attribution': 9.396441973968658e-05, 'std_abs_attribution': 4.2087097712107664e-05, 'mean_attribution_fraction': 0.2218024182048711}, 'MR': {'mean_abs_attribution': 0.00010377457389646831, 'std_abs_attribution': 4.199736262117635e-05, 'mean_attribution_fraction': 0.24799508473487816}, 'MUV': {'mean_abs_attribution': 7.026721427929729e-05, 'std_abs_attribution': 3.0342005482092633e-05, 'mean_attribution_fraction': 0.16671063717116008}}"
step_07_N,step_06_N,M+MB+MP+MR+MUV,"['M', 'MB', 'MP', 'MR', 'MUV']",5,2026,197,/root/autodl-tmp/skin_comparison_runs/non_isolated/step_06_N/fold_05/M_MB_MP_MR_MUV/seed_2026/checkpoints/last.pth,23555909,0.41624365482233505,0.362888935276995,"[[1, 3, 2, 0, 1], [2, 15, 6, 0, 1], [2, 11, 17, 5, 9], [0, 3, 23, 11, 28], [1, 4, 7, 7, 38]]","{'M': {'mean_abs_attribution': 6.217439627546113e-05, 'std_abs_attribution': 2.4447401016558297e-05, 'mean_attribution_fraction': 0.20681086470027865}, 'MB': {'mean_abs_attribution': 5.1543360729604313e-05, 'std_abs_attribution': 1.9359172511980336e-05, 'mean_attribution_fraction': 0.17211236778249595}, 'MP': {'mean_abs_attribution': 6.670479479229295e-05, 'std_abs_attribution': 3.0079881716011473e-05, 'mean_attribution_fraction': 0.2183292252460712}, 'MR': {'mean_abs_attribution': 7.199489719745275e-05, 'std_abs_attribution': 2.9151033984735727e-05, 'mean_attribution_fraction': 0.23871214528979384}, 'MUV': {'mean_abs_attribution': 4.99630188208214e-05, 'std_abs_attribution': 2.2222125676901796e-05, 'mean_attribution_fraction': 0.16403539652751786}}"
