run: seed=42 fold=2 variant=context label=Soft Label
train samples=796 eval samples=200 epochs=50
epoch 01/50 mean_loss=1.4779 lr=0.0001 elapsed=3.0s
epoch 02/50 mean_loss=1.3171 lr=0.0001 elapsed=2.9s
epoch 03/50 mean_loss=1.2348 lr=0.0001 elapsed=2.9s
epoch 04/50 mean_loss=1.1547 lr=0.0001 elapsed=2.9s
epoch 05/50 mean_loss=1.0877 lr=0.0001 elapsed=2.9s
epoch 06/50 mean_loss=1.0149 lr=0.0001 elapsed=2.9s
epoch 07/50 mean_loss=0.9316 lr=0.0001 elapsed=2.9s
epoch 08/50 mean_loss=0.8833 lr=0.0001 elapsed=2.9s
epoch 09/50 mean_loss=0.8370 lr=0.0001 elapsed=2.9s
epoch 10/50 mean_loss=0.7624 lr=0.0001 elapsed=2.9s
epoch 11/50 mean_loss=0.7198 lr=0.0001 elapsed=2.9s
epoch 12/50 mean_loss=0.6928 lr=0.0001 elapsed=2.9s
epoch 13/50 mean_loss=0.6966 lr=0.0001 elapsed=2.9s
epoch 14/50 mean_loss=0.6764 lr=0.0001 elapsed=2.9s
epoch 15/50 mean_loss=0.6496 lr=0.0001 elapsed=2.9s
epoch 16/50 mean_loss=0.6296 lr=0.0001 elapsed=2.9s
epoch 17/50 mean_loss=0.6322 lr=0.0001 elapsed=2.9s
epoch 18/50 mean_loss=0.6205 lr=0.0001 elapsed=2.9s
epoch 19/50 mean_loss=0.6052 lr=0.0001 elapsed=3.0s
epoch 20/50 mean_loss=0.6012 lr=0.0001 elapsed=2.9s
epoch 21/50 mean_loss=0.5954 lr=0.0001 elapsed=2.9s
epoch 22/50 mean_loss=0.5946 lr=0.0001 elapsed=2.9s
epoch 23/50 mean_loss=0.5977 lr=0.0001 elapsed=2.9s
epoch 24/50 mean_loss=0.5879 lr=0.0001 elapsed=3.0s
epoch 25/50 mean_loss=0.5856 lr=0.0001 elapsed=2.9s
epoch 26/50 mean_loss=0.5868 lr=0.0001 elapsed=2.9s
epoch 27/50 mean_loss=0.5811 lr=0.0001 elapsed=2.9s
epoch 28/50 mean_loss=0.5826 lr=0.0001 elapsed=2.9s
epoch 29/50 mean_loss=0.5719 lr=0.0001 elapsed=2.9s
epoch 30/50 mean_loss=0.5765 lr=0.0001 elapsed=2.9s
epoch 31/50 mean_loss=0.5701 lr=0.0001 elapsed=2.9s
epoch 32/50 mean_loss=0.5684 lr=0.0001 elapsed=2.9s
epoch 33/50 mean_loss=0.5681 lr=0.0001 elapsed=2.9s
epoch 34/50 mean_loss=0.5652 lr=0.0001 elapsed=2.8s
epoch 35/50 mean_loss=0.5664 lr=0.0001 elapsed=2.9s
epoch 36/50 mean_loss=0.5643 lr=0.0001 elapsed=2.9s
epoch 37/50 mean_loss=0.5711 lr=0.0001 elapsed=2.9s
epoch 38/50 mean_loss=0.5602 lr=0.0001 elapsed=3.0s
epoch 39/50 mean_loss=0.5584 lr=0.0001 elapsed=3.0s
epoch 40/50 mean_loss=0.5612 lr=0.0001 elapsed=2.9s
epoch 41/50 mean_loss=0.5632 lr=0.0001 elapsed=2.9s
epoch 42/50 mean_loss=0.5585 lr=0.0001 elapsed=2.9s
epoch 43/50 mean_loss=0.5585 lr=0.0001 elapsed=2.9s
epoch 44/50 mean_loss=0.5546 lr=0.0001 elapsed=2.9s
epoch 45/50 mean_loss=0.5568 lr=0.0001 elapsed=2.9s
epoch 46/50 mean_loss=0.5550 lr=0.0001 elapsed=2.9s
epoch 47/50 mean_loss=0.5555 lr=0.0001 elapsed=2.9s
epoch 48/50 mean_loss=0.5586 lr=0.0001 elapsed=2.9s
epoch 49/50 mean_loss=0.5614 lr=0.0001 elapsed=2.8s
epoch 50/50 mean_loss=0.5570 lr=0.0001 elapsed=2.9s
