run: seed=3407 fold=3 variant=crop label=Hard Label
train samples=797 eval samples=199 epochs=50
epoch 01/50 mean_loss=1.4614 lr=0.0001 elapsed=3.1s
epoch 02/50 mean_loss=1.2777 lr=0.0001 elapsed=3.0s
epoch 03/50 mean_loss=1.1591 lr=0.0001 elapsed=3.0s
epoch 04/50 mean_loss=1.0474 lr=0.0001 elapsed=3.0s
epoch 05/50 mean_loss=0.9312 lr=0.0001 elapsed=3.0s
epoch 06/50 mean_loss=0.7953 lr=0.0001 elapsed=3.0s
epoch 07/50 mean_loss=0.6620 lr=0.0001 elapsed=3.1s
epoch 08/50 mean_loss=0.5910 lr=0.0001 elapsed=3.0s
epoch 09/50 mean_loss=0.4485 lr=0.0001 elapsed=3.1s
epoch 10/50 mean_loss=0.3739 lr=0.0001 elapsed=3.0s
epoch 11/50 mean_loss=0.3077 lr=0.0001 elapsed=3.0s
epoch 12/50 mean_loss=0.2912 lr=0.0001 elapsed=3.1s
epoch 13/50 mean_loss=0.2306 lr=0.0001 elapsed=3.0s
epoch 14/50 mean_loss=0.1938 lr=0.0001 elapsed=3.1s
epoch 15/50 mean_loss=0.1852 lr=0.0001 elapsed=3.1s
epoch 16/50 mean_loss=0.1373 lr=0.0001 elapsed=3.0s
epoch 17/50 mean_loss=0.1188 lr=0.0001 elapsed=3.0s
epoch 18/50 mean_loss=0.1386 lr=0.0001 elapsed=3.0s
epoch 19/50 mean_loss=0.0988 lr=0.0001 elapsed=3.0s
epoch 20/50 mean_loss=0.0828 lr=0.0001 elapsed=3.0s
epoch 21/50 mean_loss=0.0753 lr=0.0001 elapsed=3.0s
epoch 22/50 mean_loss=0.0655 lr=0.0001 elapsed=3.1s
epoch 23/50 mean_loss=0.0881 lr=0.0001 elapsed=3.1s
epoch 24/50 mean_loss=0.1156 lr=0.0001 elapsed=3.1s
epoch 25/50 mean_loss=0.0832 lr=0.0001 elapsed=3.1s
epoch 26/50 mean_loss=0.0791 lr=0.0001 elapsed=3.1s
epoch 27/50 mean_loss=0.0518 lr=0.0001 elapsed=3.0s
epoch 28/50 mean_loss=0.0847 lr=0.0001 elapsed=3.0s
epoch 29/50 mean_loss=0.0925 lr=0.0001 elapsed=3.0s
epoch 30/50 mean_loss=0.0604 lr=0.0001 elapsed=2.9s
epoch 31/50 mean_loss=0.0907 lr=0.0001 elapsed=3.0s
epoch 32/50 mean_loss=0.0774 lr=0.0001 elapsed=3.0s
epoch 33/50 mean_loss=0.0492 lr=0.0001 elapsed=3.0s
epoch 34/50 mean_loss=0.0689 lr=0.0001 elapsed=3.0s
epoch 35/50 mean_loss=0.0459 lr=0.0001 elapsed=3.0s
epoch 36/50 mean_loss=0.0486 lr=0.0001 elapsed=3.0s
epoch 37/50 mean_loss=0.0756 lr=0.0001 elapsed=3.0s
epoch 38/50 mean_loss=0.0501 lr=0.0001 elapsed=3.0s
epoch 39/50 mean_loss=0.0365 lr=0.0001 elapsed=3.0s
epoch 40/50 mean_loss=0.0229 lr=0.0001 elapsed=3.1s
epoch 41/50 mean_loss=0.0186 lr=0.0001 elapsed=3.0s
epoch 42/50 mean_loss=0.0192 lr=0.0001 elapsed=3.0s
epoch 43/50 mean_loss=0.0209 lr=0.0001 elapsed=3.0s
epoch 44/50 mean_loss=0.0435 lr=0.0001 elapsed=3.0s
epoch 45/50 mean_loss=0.0179 lr=0.0001 elapsed=3.0s
epoch 46/50 mean_loss=0.0223 lr=0.0001 elapsed=3.0s
epoch 47/50 mean_loss=0.0235 lr=0.0001 elapsed=3.1s
epoch 48/50 mean_loss=0.0293 lr=0.0001 elapsed=3.0s
epoch 49/50 mean_loss=0.0446 lr=0.0001 elapsed=3.1s
epoch 50/50 mean_loss=0.0175 lr=0.0001 elapsed=3.1s
