scheme=M+MB+MP+MR+MUV (Soft) fold=3 training_seed=3407 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=soft-target CE (fixed table) scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4900 acc=0.2961 sec=8.9
epoch=002 loss=1.3567 acc=0.4090 sec=7.9
epoch=003 loss=1.2701 acc=0.5132 sec=8.4
epoch=004 loss=1.2021 acc=0.5345 sec=8.4
epoch=005 loss=1.1414 acc=0.5596 sec=8.2
epoch=006 loss=1.0722 acc=0.5985 sec=8.1
epoch=007 loss=1.0019 acc=0.6801 sec=7.9
epoch=008 loss=0.9372 acc=0.7378 sec=7.8
epoch=009 loss=0.8599 acc=0.7854 sec=8.0
epoch=010 loss=0.8204 acc=0.8156 sec=7.8
epoch=011 loss=0.7803 acc=0.8469 sec=8.1
epoch=012 loss=0.7407 acc=0.8871 sec=7.8
epoch=013 loss=0.7150 acc=0.9109 sec=7.8
epoch=014 loss=0.6956 acc=0.9285 sec=7.9
epoch=015 loss=0.6686 acc=0.9423 sec=8.4
epoch=016 loss=0.6558 acc=0.9586 sec=8.2
epoch=017 loss=0.6505 acc=0.9548 sec=7.9
epoch=018 loss=0.6360 acc=0.9674 sec=7.7
epoch=019 loss=0.6234 acc=0.9812 sec=7.8
epoch=020 loss=0.6295 acc=0.9749 sec=7.8
epoch=021 loss=0.6086 acc=0.9862 sec=7.8
epoch=022 loss=0.6003 acc=0.9887 sec=7.7
epoch=023 loss=0.6015 acc=0.9962 sec=8.0
epoch=024 loss=0.5950 acc=0.9950 sec=8.0
epoch=025 loss=0.5918 acc=0.9937 sec=7.9
epoch=026 loss=0.5877 acc=0.9950 sec=8.2
epoch=027 loss=0.5859 acc=0.9975 sec=8.4
epoch=028 loss=0.5854 acc=0.9962 sec=8.3
epoch=029 loss=0.5814 acc=0.9987 sec=8.1
epoch=030 loss=0.5765 acc=0.9975 sec=8.0
epoch=031 loss=0.5798 acc=0.9975 sec=7.7
epoch=032 loss=0.5763 acc=0.9987 sec=7.9
epoch=033 loss=0.5792 acc=0.9975 sec=7.7
epoch=034 loss=0.5829 acc=0.9962 sec=7.9
epoch=035 loss=0.5790 acc=0.9962 sec=7.8
epoch=036 loss=0.5752 acc=1.0000 sec=8.0
epoch=037 loss=0.5788 acc=0.9962 sec=7.7
epoch=038 loss=0.5795 acc=0.9975 sec=8.4
epoch=039 loss=0.5738 acc=1.0000 sec=8.4
epoch=040 loss=0.5693 acc=0.9987 sec=8.3
epoch=041 loss=0.5800 acc=0.9975 sec=7.9
epoch=042 loss=0.5752 acc=1.0000 sec=7.9
epoch=043 loss=0.5704 acc=0.9987 sec=8.0
epoch=044 loss=0.5674 acc=0.9987 sec=8.0
epoch=045 loss=0.5643 acc=0.9975 sec=7.8
epoch=046 loss=0.5669 acc=1.0000 sec=8.1
epoch=047 loss=0.5628 acc=1.0000 sec=7.8
epoch=048 loss=0.5621 acc=1.0000 sec=8.0
epoch=049 loss=0.5601 acc=1.0000 sec=7.8
epoch=050 loss=0.5629 acc=1.0000 sec=8.5
