scheme=M+MB (Soft) fold=4 training_seed=42 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=soft-target CE (fixed table) scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4785 acc=0.2936 sec=3.7
epoch=002 loss=1.3536 acc=0.3965 sec=3.3
epoch=003 loss=1.2807 acc=0.4693 sec=3.4
epoch=004 loss=1.1919 acc=0.5445 sec=3.3
epoch=005 loss=1.1203 acc=0.5684 sec=3.3
epoch=006 loss=1.0334 acc=0.6612 sec=3.3
epoch=007 loss=0.9679 acc=0.7114 sec=3.6
epoch=008 loss=0.8918 acc=0.7591 sec=3.3
epoch=009 loss=0.8492 acc=0.8043 sec=3.3
epoch=010 loss=0.8173 acc=0.8080 sec=3.3
epoch=011 loss=0.7702 acc=0.8657 sec=3.4
epoch=012 loss=0.7241 acc=0.9046 sec=3.4
epoch=013 loss=0.6987 acc=0.9159 sec=3.3
epoch=014 loss=0.6861 acc=0.9235 sec=3.3
epoch=015 loss=0.6695 acc=0.9435 sec=3.4
epoch=016 loss=0.6622 acc=0.9498 sec=3.4
epoch=017 loss=0.6474 acc=0.9649 sec=3.4
epoch=018 loss=0.6392 acc=0.9661 sec=3.4
epoch=019 loss=0.6240 acc=0.9749 sec=3.4
epoch=020 loss=0.6114 acc=0.9887 sec=3.4
epoch=021 loss=0.6116 acc=0.9824 sec=3.4
epoch=022 loss=0.6141 acc=0.9824 sec=3.4
epoch=023 loss=0.6062 acc=0.9824 sec=3.3
epoch=024 loss=0.6117 acc=0.9762 sec=3.3
epoch=025 loss=0.5994 acc=0.9925 sec=3.2
epoch=026 loss=0.5927 acc=0.9900 sec=3.3
epoch=027 loss=0.5904 acc=0.9912 sec=3.3
epoch=028 loss=0.5850 acc=0.9925 sec=3.3
epoch=029 loss=0.5825 acc=0.9975 sec=3.3
epoch=030 loss=0.5822 acc=0.9975 sec=3.3
epoch=031 loss=0.5845 acc=0.9937 sec=3.3
epoch=032 loss=0.5905 acc=0.9887 sec=3.2
epoch=033 loss=0.5804 acc=0.9987 sec=3.2
epoch=034 loss=0.5777 acc=0.9962 sec=3.2
epoch=035 loss=0.5748 acc=0.9950 sec=3.4
epoch=036 loss=0.5703 acc=1.0000 sec=3.4
epoch=037 loss=0.5748 acc=0.9962 sec=3.2
epoch=038 loss=0.5751 acc=0.9987 sec=3.4
epoch=039 loss=0.5713 acc=0.9987 sec=3.4
epoch=040 loss=0.5657 acc=1.0000 sec=3.4
epoch=041 loss=0.5672 acc=1.0000 sec=3.3
epoch=042 loss=0.5763 acc=0.9962 sec=3.4
epoch=043 loss=0.5695 acc=1.0000 sec=3.3
epoch=044 loss=0.5686 acc=0.9987 sec=3.4
epoch=045 loss=0.5661 acc=1.0000 sec=3.4
epoch=046 loss=0.5680 acc=0.9987 sec=3.4
epoch=047 loss=0.5628 acc=1.0000 sec=3.3
epoch=048 loss=0.5656 acc=0.9987 sec=3.4
epoch=049 loss=0.5703 acc=0.9975 sec=3.4
epoch=050 loss=0.5623 acc=1.0000 sec=3.4
