run: seed=3407 fold=5 variant=mask label=Soft Label
train samples=799 eval samples=197 epochs=50
epoch 01/50 mean_loss=1.4353 lr=0.0001 elapsed=3.5s
epoch 02/50 mean_loss=1.3306 lr=0.0001 elapsed=3.5s
epoch 03/50 mean_loss=1.2915 lr=0.0001 elapsed=3.5s
epoch 04/50 mean_loss=1.2445 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=1.1784 lr=0.0001 elapsed=3.5s
epoch 06/50 mean_loss=1.1295 lr=0.0001 elapsed=3.5s
epoch 07/50 mean_loss=1.0941 lr=0.0001 elapsed=3.6s
epoch 08/50 mean_loss=1.0488 lr=0.0001 elapsed=3.6s
epoch 09/50 mean_loss=0.9863 lr=0.0001 elapsed=3.5s
epoch 10/50 mean_loss=0.9744 lr=0.0001 elapsed=3.5s
epoch 11/50 mean_loss=0.9209 lr=0.0001 elapsed=3.5s
epoch 12/50 mean_loss=0.8207 lr=0.0001 elapsed=3.5s
epoch 13/50 mean_loss=0.8074 lr=0.0001 elapsed=3.5s
epoch 14/50 mean_loss=0.7891 lr=0.0001 elapsed=3.6s
epoch 15/50 mean_loss=0.7335 lr=0.0001 elapsed=3.5s
epoch 16/50 mean_loss=0.7039 lr=0.0001 elapsed=3.5s
epoch 17/50 mean_loss=0.6997 lr=0.0001 elapsed=3.5s
epoch 18/50 mean_loss=0.6886 lr=0.0001 elapsed=3.5s
epoch 19/50 mean_loss=0.6769 lr=0.0001 elapsed=3.5s
epoch 20/50 mean_loss=0.6557 lr=0.0001 elapsed=3.5s
epoch 21/50 mean_loss=0.6364 lr=0.0001 elapsed=3.5s
epoch 22/50 mean_loss=0.6245 lr=0.0001 elapsed=3.5s
epoch 23/50 mean_loss=0.6333 lr=0.0001 elapsed=3.5s
epoch 24/50 mean_loss=0.6135 lr=0.0001 elapsed=3.6s
epoch 25/50 mean_loss=0.6098 lr=0.0001 elapsed=3.5s
epoch 26/50 mean_loss=0.6104 lr=0.0001 elapsed=3.5s
epoch 27/50 mean_loss=0.5983 lr=0.0001 elapsed=3.5s
epoch 28/50 mean_loss=0.5984 lr=0.0001 elapsed=3.5s
epoch 29/50 mean_loss=0.5965 lr=0.0001 elapsed=3.5s
epoch 30/50 mean_loss=0.6007 lr=0.0001 elapsed=3.5s
epoch 31/50 mean_loss=0.5868 lr=0.0001 elapsed=3.5s
epoch 32/50 mean_loss=0.5814 lr=0.0001 elapsed=3.5s
epoch 33/50 mean_loss=0.5791 lr=0.0001 elapsed=3.5s
epoch 34/50 mean_loss=0.5904 lr=0.0001 elapsed=3.5s
epoch 35/50 mean_loss=0.5862 lr=0.0001 elapsed=3.5s
epoch 36/50 mean_loss=0.5809 lr=0.0001 elapsed=3.5s
epoch 37/50 mean_loss=0.5790 lr=0.0001 elapsed=3.4s
epoch 38/50 mean_loss=0.5783 lr=0.0001 elapsed=3.5s
epoch 39/50 mean_loss=0.5749 lr=0.0001 elapsed=3.5s
epoch 40/50 mean_loss=0.5770 lr=0.0001 elapsed=3.5s
epoch 41/50 mean_loss=0.5762 lr=0.0001 elapsed=3.5s
epoch 42/50 mean_loss=0.5733 lr=0.0001 elapsed=3.5s
epoch 43/50 mean_loss=0.5707 lr=0.0001 elapsed=3.5s
epoch 44/50 mean_loss=0.5744 lr=0.0001 elapsed=3.5s
epoch 45/50 mean_loss=0.5717 lr=0.0001 elapsed=3.5s
epoch 46/50 mean_loss=0.5661 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.5686 lr=0.0001 elapsed=3.5s
epoch 48/50 mean_loss=0.5636 lr=0.0001 elapsed=3.5s
epoch 49/50 mean_loss=0.5631 lr=0.0001 elapsed=3.5s
epoch 50/50 mean_loss=0.5596 lr=0.0001 elapsed=3.5s
