run: seed=42 fold=5 variant=crop label=Soft Label
train samples=799 eval samples=197 epochs=50
epoch 01/50 mean_loss=1.4898 lr=0.0001 elapsed=3.1s
epoch 02/50 mean_loss=1.3323 lr=0.0001 elapsed=3.0s
epoch 03/50 mean_loss=1.2495 lr=0.0001 elapsed=3.0s
epoch 04/50 mean_loss=1.1840 lr=0.0001 elapsed=3.0s
epoch 05/50 mean_loss=1.1010 lr=0.0001 elapsed=3.0s
epoch 06/50 mean_loss=1.0216 lr=0.0001 elapsed=3.0s
epoch 07/50 mean_loss=0.9745 lr=0.0001 elapsed=3.0s
epoch 08/50 mean_loss=0.9008 lr=0.0001 elapsed=3.0s
epoch 09/50 mean_loss=0.8311 lr=0.0001 elapsed=3.0s
epoch 10/50 mean_loss=0.7885 lr=0.0001 elapsed=3.0s
epoch 11/50 mean_loss=0.7473 lr=0.0001 elapsed=3.0s
epoch 12/50 mean_loss=0.7271 lr=0.0001 elapsed=3.1s
epoch 13/50 mean_loss=0.6994 lr=0.0001 elapsed=3.0s
epoch 14/50 mean_loss=0.6920 lr=0.0001 elapsed=3.0s
epoch 15/50 mean_loss=0.6565 lr=0.0001 elapsed=3.0s
epoch 16/50 mean_loss=0.6417 lr=0.0001 elapsed=3.0s
epoch 17/50 mean_loss=0.6316 lr=0.0001 elapsed=3.0s
epoch 18/50 mean_loss=0.6265 lr=0.0001 elapsed=3.0s
epoch 19/50 mean_loss=0.6191 lr=0.0001 elapsed=3.0s
epoch 20/50 mean_loss=0.6175 lr=0.0001 elapsed=3.0s
epoch 21/50 mean_loss=0.6098 lr=0.0001 elapsed=3.0s
epoch 22/50 mean_loss=0.6028 lr=0.0001 elapsed=3.0s
epoch 23/50 mean_loss=0.5918 lr=0.0001 elapsed=3.0s
epoch 24/50 mean_loss=0.5955 lr=0.0001 elapsed=3.0s
epoch 25/50 mean_loss=0.5842 lr=0.0001 elapsed=3.0s
epoch 26/50 mean_loss=0.5911 lr=0.0001 elapsed=3.0s
epoch 27/50 mean_loss=0.5854 lr=0.0001 elapsed=3.0s
epoch 28/50 mean_loss=0.5775 lr=0.0001 elapsed=3.0s
epoch 29/50 mean_loss=0.5779 lr=0.0001 elapsed=3.1s
epoch 30/50 mean_loss=0.5730 lr=0.0001 elapsed=3.0s
epoch 31/50 mean_loss=0.5815 lr=0.0001 elapsed=3.0s
epoch 32/50 mean_loss=0.5764 lr=0.0001 elapsed=3.1s
epoch 33/50 mean_loss=0.5722 lr=0.0001 elapsed=3.1s
epoch 34/50 mean_loss=0.5673 lr=0.0001 elapsed=3.0s
epoch 35/50 mean_loss=0.5676 lr=0.0001 elapsed=3.0s
epoch 36/50 mean_loss=0.5653 lr=0.0001 elapsed=3.0s
epoch 37/50 mean_loss=0.5686 lr=0.0001 elapsed=3.0s
epoch 38/50 mean_loss=0.5676 lr=0.0001 elapsed=3.0s
epoch 39/50 mean_loss=0.5652 lr=0.0001 elapsed=3.0s
epoch 40/50 mean_loss=0.5630 lr=0.0001 elapsed=3.0s
epoch 41/50 mean_loss=0.5632 lr=0.0001 elapsed=3.1s
epoch 42/50 mean_loss=0.5592 lr=0.0001 elapsed=3.0s
epoch 43/50 mean_loss=0.5630 lr=0.0001 elapsed=3.0s
epoch 44/50 mean_loss=0.5621 lr=0.0001 elapsed=3.0s
epoch 45/50 mean_loss=0.5559 lr=0.0001 elapsed=3.1s
epoch 46/50 mean_loss=0.5576 lr=0.0001 elapsed=3.0s
epoch 47/50 mean_loss=0.5605 lr=0.0001 elapsed=3.1s
epoch 48/50 mean_loss=0.5656 lr=0.0001 elapsed=3.0s
epoch 49/50 mean_loss=0.5599 lr=0.0001 elapsed=3.0s
epoch 50/50 mean_loss=0.5554 lr=0.0001 elapsed=3.0s
