run: seed=2026 fold=3 variant=context label=Hard Label
train samples=797 eval samples=199 epochs=50
epoch 01/50 mean_loss=1.4791 lr=0.0001 elapsed=3.1s
epoch 02/50 mean_loss=1.2963 lr=0.0001 elapsed=3.0s
epoch 03/50 mean_loss=1.1667 lr=0.0001 elapsed=3.0s
epoch 04/50 mean_loss=1.0553 lr=0.0001 elapsed=3.2s
epoch 05/50 mean_loss=0.9388 lr=0.0001 elapsed=3.0s
epoch 06/50 mean_loss=0.8037 lr=0.0001 elapsed=3.0s
epoch 07/50 mean_loss=0.6561 lr=0.0001 elapsed=3.0s
epoch 08/50 mean_loss=0.6111 lr=0.0001 elapsed=3.0s
epoch 09/50 mean_loss=0.5153 lr=0.0001 elapsed=3.1s
epoch 10/50 mean_loss=0.4027 lr=0.0001 elapsed=3.0s
epoch 11/50 mean_loss=0.3168 lr=0.0001 elapsed=3.0s
epoch 12/50 mean_loss=0.2905 lr=0.0001 elapsed=3.0s
epoch 13/50 mean_loss=0.2671 lr=0.0001 elapsed=3.0s
epoch 14/50 mean_loss=0.2177 lr=0.0001 elapsed=3.0s
epoch 15/50 mean_loss=0.1772 lr=0.0001 elapsed=3.0s
epoch 16/50 mean_loss=0.1579 lr=0.0001 elapsed=3.0s
epoch 17/50 mean_loss=0.1416 lr=0.0001 elapsed=3.0s
epoch 18/50 mean_loss=0.1118 lr=0.0001 elapsed=3.0s
epoch 19/50 mean_loss=0.1146 lr=0.0001 elapsed=3.0s
epoch 20/50 mean_loss=0.0850 lr=0.0001 elapsed=3.0s
epoch 21/50 mean_loss=0.0795 lr=0.0001 elapsed=3.0s
epoch 22/50 mean_loss=0.0693 lr=0.0001 elapsed=3.0s
epoch 23/50 mean_loss=0.0929 lr=0.0001 elapsed=3.0s
epoch 24/50 mean_loss=0.0700 lr=0.0001 elapsed=3.0s
epoch 25/50 mean_loss=0.0999 lr=0.0001 elapsed=3.0s
epoch 26/50 mean_loss=0.1114 lr=0.0001 elapsed=3.1s
epoch 27/50 mean_loss=0.1145 lr=0.0001 elapsed=3.0s
epoch 28/50 mean_loss=0.0703 lr=0.0001 elapsed=3.0s
epoch 29/50 mean_loss=0.0424 lr=0.0001 elapsed=3.0s
epoch 30/50 mean_loss=0.0429 lr=0.0001 elapsed=2.9s
epoch 31/50 mean_loss=0.0350 lr=0.0001 elapsed=3.0s
epoch 32/50 mean_loss=0.0554 lr=0.0001 elapsed=3.0s
epoch 33/50 mean_loss=0.0424 lr=0.0001 elapsed=3.0s
epoch 34/50 mean_loss=0.0258 lr=0.0001 elapsed=3.0s
epoch 35/50 mean_loss=0.0185 lr=0.0001 elapsed=3.1s
epoch 36/50 mean_loss=0.0225 lr=0.0001 elapsed=3.0s
epoch 37/50 mean_loss=0.0155 lr=0.0001 elapsed=2.9s
epoch 38/50 mean_loss=0.0117 lr=0.0001 elapsed=3.0s
epoch 39/50 mean_loss=0.0120 lr=0.0001 elapsed=3.2s
epoch 40/50 mean_loss=0.0102 lr=0.0001 elapsed=3.0s
epoch 41/50 mean_loss=0.0086 lr=0.0001 elapsed=3.1s
epoch 42/50 mean_loss=0.0321 lr=0.0001 elapsed=3.1s
epoch 43/50 mean_loss=0.0443 lr=0.0001 elapsed=3.2s
epoch 44/50 mean_loss=0.0496 lr=0.0001 elapsed=3.0s
epoch 45/50 mean_loss=0.0231 lr=0.0001 elapsed=3.2s
epoch 46/50 mean_loss=0.0262 lr=0.0001 elapsed=3.1s
epoch 47/50 mean_loss=0.0335 lr=0.0001 elapsed=3.0s
epoch 48/50 mean_loss=0.0472 lr=0.0001 elapsed=3.0s
epoch 49/50 mean_loss=0.0398 lr=0.0001 elapsed=3.1s
epoch 50/50 mean_loss=0.0494 lr=0.0001 elapsed=3.0s
