run: seed=2026 fold=4 variant=background label=Soft Label
train samples=798 eval samples=198 epochs=50
epoch 01/50 mean_loss=1.4733 lr=0.0001 elapsed=3.6s
epoch 02/50 mean_loss=1.3287 lr=0.0001 elapsed=3.5s
epoch 03/50 mean_loss=1.2253 lr=0.0001 elapsed=3.5s
epoch 04/50 mean_loss=1.1385 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=1.0661 lr=0.0001 elapsed=3.5s
epoch 06/50 mean_loss=0.9760 lr=0.0001 elapsed=3.5s
epoch 07/50 mean_loss=0.9237 lr=0.0001 elapsed=3.6s
epoch 08/50 mean_loss=0.8667 lr=0.0001 elapsed=3.5s
epoch 09/50 mean_loss=0.8191 lr=0.0001 elapsed=3.5s
epoch 10/50 mean_loss=0.7890 lr=0.0001 elapsed=3.5s
epoch 11/50 mean_loss=0.7437 lr=0.0001 elapsed=3.5s
epoch 12/50 mean_loss=0.7098 lr=0.0001 elapsed=3.6s
epoch 13/50 mean_loss=0.6832 lr=0.0001 elapsed=3.5s
epoch 14/50 mean_loss=0.6576 lr=0.0001 elapsed=3.5s
epoch 15/50 mean_loss=0.6401 lr=0.0001 elapsed=3.5s
epoch 16/50 mean_loss=0.6233 lr=0.0001 elapsed=3.5s
epoch 17/50 mean_loss=0.6195 lr=0.0001 elapsed=3.5s
epoch 18/50 mean_loss=0.6091 lr=0.0001 elapsed=3.5s
epoch 19/50 mean_loss=0.6140 lr=0.0001 elapsed=3.5s
epoch 20/50 mean_loss=0.5988 lr=0.0001 elapsed=3.5s
epoch 21/50 mean_loss=0.6000 lr=0.0001 elapsed=3.5s
epoch 22/50 mean_loss=0.5935 lr=0.0001 elapsed=3.6s
epoch 23/50 mean_loss=0.5876 lr=0.0001 elapsed=3.5s
epoch 24/50 mean_loss=0.5922 lr=0.0001 elapsed=3.6s
epoch 25/50 mean_loss=0.5846 lr=0.0001 elapsed=3.6s
epoch 26/50 mean_loss=0.5866 lr=0.0001 elapsed=3.6s
epoch 27/50 mean_loss=0.5848 lr=0.0001 elapsed=3.6s
epoch 28/50 mean_loss=0.5819 lr=0.0001 elapsed=3.5s
epoch 29/50 mean_loss=0.5749 lr=0.0001 elapsed=3.5s
epoch 30/50 mean_loss=0.5740 lr=0.0001 elapsed=3.5s
epoch 31/50 mean_loss=0.5664 lr=0.0001 elapsed=3.5s
epoch 32/50 mean_loss=0.5685 lr=0.0001 elapsed=3.6s
epoch 33/50 mean_loss=0.5667 lr=0.0001 elapsed=3.5s
epoch 34/50 mean_loss=0.5634 lr=0.0001 elapsed=3.5s
epoch 35/50 mean_loss=0.5653 lr=0.0001 elapsed=3.5s
epoch 36/50 mean_loss=0.5633 lr=0.0001 elapsed=3.6s
epoch 37/50 mean_loss=0.5636 lr=0.0001 elapsed=3.5s
epoch 38/50 mean_loss=0.5655 lr=0.0001 elapsed=3.6s
epoch 39/50 mean_loss=0.5612 lr=0.0001 elapsed=3.5s
epoch 40/50 mean_loss=0.5662 lr=0.0001 elapsed=3.5s
epoch 41/50 mean_loss=0.5666 lr=0.0001 elapsed=3.5s
epoch 42/50 mean_loss=0.5692 lr=0.0001 elapsed=3.5s
epoch 43/50 mean_loss=0.5665 lr=0.0001 elapsed=3.5s
epoch 44/50 mean_loss=0.5673 lr=0.0001 elapsed=3.5s
epoch 45/50 mean_loss=0.5722 lr=0.0001 elapsed=3.6s
epoch 46/50 mean_loss=0.5776 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.5629 lr=0.0001 elapsed=3.5s
epoch 48/50 mean_loss=0.5616 lr=0.0001 elapsed=3.5s
epoch 49/50 mean_loss=0.5603 lr=0.0001 elapsed=3.5s
epoch 50/50 mean_loss=0.5580 lr=0.0001 elapsed=3.5s
