run: seed=3407 fold=5 variant=crop label=Soft Label
train samples=799 eval samples=197 epochs=50
epoch 01/50 mean_loss=1.4652 lr=0.0001 elapsed=3.1s
epoch 02/50 mean_loss=1.3275 lr=0.0001 elapsed=3.1s
epoch 03/50 mean_loss=1.2425 lr=0.0001 elapsed=3.0s
epoch 04/50 mean_loss=1.1497 lr=0.0001 elapsed=3.0s
epoch 05/50 mean_loss=1.0718 lr=0.0001 elapsed=3.0s
epoch 06/50 mean_loss=0.9890 lr=0.0001 elapsed=3.1s
epoch 07/50 mean_loss=0.9303 lr=0.0001 elapsed=3.1s
epoch 08/50 mean_loss=0.8891 lr=0.0001 elapsed=3.0s
epoch 09/50 mean_loss=0.8103 lr=0.0001 elapsed=3.0s
epoch 10/50 mean_loss=0.7626 lr=0.0001 elapsed=3.1s
epoch 11/50 mean_loss=0.7439 lr=0.0001 elapsed=3.1s
epoch 12/50 mean_loss=0.7031 lr=0.0001 elapsed=3.1s
epoch 13/50 mean_loss=0.6724 lr=0.0001 elapsed=3.1s
epoch 14/50 mean_loss=0.6641 lr=0.0001 elapsed=3.1s
epoch 15/50 mean_loss=0.6444 lr=0.0001 elapsed=3.1s
epoch 16/50 mean_loss=0.6387 lr=0.0001 elapsed=3.1s
epoch 17/50 mean_loss=0.6328 lr=0.0001 elapsed=3.1s
epoch 18/50 mean_loss=0.6239 lr=0.0001 elapsed=3.1s
epoch 19/50 mean_loss=0.6178 lr=0.0001 elapsed=3.0s
epoch 20/50 mean_loss=0.6085 lr=0.0001 elapsed=3.0s
epoch 21/50 mean_loss=0.6141 lr=0.0001 elapsed=3.0s
epoch 22/50 mean_loss=0.5975 lr=0.0001 elapsed=3.0s
epoch 23/50 mean_loss=0.5952 lr=0.0001 elapsed=3.1s
epoch 24/50 mean_loss=0.5841 lr=0.0001 elapsed=3.0s
epoch 25/50 mean_loss=0.5823 lr=0.0001 elapsed=3.0s
epoch 26/50 mean_loss=0.5841 lr=0.0001 elapsed=3.0s
epoch 27/50 mean_loss=0.5808 lr=0.0001 elapsed=3.0s
epoch 28/50 mean_loss=0.5793 lr=0.0001 elapsed=3.0s
epoch 29/50 mean_loss=0.5803 lr=0.0001 elapsed=3.0s
epoch 30/50 mean_loss=0.5805 lr=0.0001 elapsed=3.0s
epoch 31/50 mean_loss=0.5706 lr=0.0001 elapsed=3.0s
epoch 32/50 mean_loss=0.5676 lr=0.0001 elapsed=3.0s
epoch 33/50 mean_loss=0.5662 lr=0.0001 elapsed=3.0s
epoch 34/50 mean_loss=0.5716 lr=0.0001 elapsed=3.1s
epoch 35/50 mean_loss=0.5662 lr=0.0001 elapsed=3.1s
epoch 36/50 mean_loss=0.5654 lr=0.0001 elapsed=3.1s
epoch 37/50 mean_loss=0.5648 lr=0.0001 elapsed=3.1s
epoch 38/50 mean_loss=0.5630 lr=0.0001 elapsed=3.0s
epoch 39/50 mean_loss=0.5605 lr=0.0001 elapsed=3.1s
epoch 40/50 mean_loss=0.5650 lr=0.0001 elapsed=3.0s
epoch 41/50 mean_loss=0.5673 lr=0.0001 elapsed=3.0s
epoch 42/50 mean_loss=0.5625 lr=0.0001 elapsed=3.2s
epoch 43/50 mean_loss=0.5616 lr=0.0001 elapsed=3.1s
epoch 44/50 mean_loss=0.5599 lr=0.0001 elapsed=3.1s
epoch 45/50 mean_loss=0.5584 lr=0.0001 elapsed=3.1s
epoch 46/50 mean_loss=0.5568 lr=0.0001 elapsed=3.0s
epoch 47/50 mean_loss=0.5562 lr=0.0001 elapsed=3.0s
epoch 48/50 mean_loss=0.5542 lr=0.0001 elapsed=3.1s
epoch 49/50 mean_loss=0.5559 lr=0.0001 elapsed=3.0s
epoch 50/50 mean_loss=0.5551 lr=0.0001 elapsed=3.1s
