run: seed=42 fold=2 variant=background label=Hard Label
train samples=796 eval samples=200 epochs=50
epoch 01/50 mean_loss=1.4721 lr=0.0001 elapsed=3.6s
epoch 02/50 mean_loss=1.3074 lr=0.0001 elapsed=3.5s
epoch 03/50 mean_loss=1.2039 lr=0.0001 elapsed=3.5s
epoch 04/50 mean_loss=1.0922 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=0.9651 lr=0.0001 elapsed=3.5s
epoch 06/50 mean_loss=0.8299 lr=0.0001 elapsed=3.5s
epoch 07/50 mean_loss=0.7199 lr=0.0001 elapsed=3.5s
epoch 08/50 mean_loss=0.5972 lr=0.0001 elapsed=3.5s
epoch 09/50 mean_loss=0.5234 lr=0.0001 elapsed=3.5s
epoch 10/50 mean_loss=0.4090 lr=0.0001 elapsed=3.5s
epoch 11/50 mean_loss=0.3365 lr=0.0001 elapsed=3.5s
epoch 12/50 mean_loss=0.2871 lr=0.0001 elapsed=3.5s
epoch 13/50 mean_loss=0.3128 lr=0.0001 elapsed=3.5s
epoch 14/50 mean_loss=0.2105 lr=0.0001 elapsed=3.5s
epoch 15/50 mean_loss=0.1659 lr=0.0001 elapsed=3.5s
epoch 16/50 mean_loss=0.1239 lr=0.0001 elapsed=3.5s
epoch 17/50 mean_loss=0.1074 lr=0.0001 elapsed=3.5s
epoch 18/50 mean_loss=0.0943 lr=0.0001 elapsed=3.5s
epoch 19/50 mean_loss=0.0715 lr=0.0001 elapsed=3.5s
epoch 20/50 mean_loss=0.0825 lr=0.0001 elapsed=3.5s
epoch 21/50 mean_loss=0.0632 lr=0.0001 elapsed=3.5s
epoch 22/50 mean_loss=0.0750 lr=0.0001 elapsed=3.5s
epoch 23/50 mean_loss=0.0854 lr=0.0001 elapsed=3.5s
epoch 24/50 mean_loss=0.0835 lr=0.0001 elapsed=3.5s
epoch 25/50 mean_loss=0.0951 lr=0.0001 elapsed=3.5s
epoch 26/50 mean_loss=0.0745 lr=0.0001 elapsed=3.5s
epoch 27/50 mean_loss=0.0581 lr=0.0001 elapsed=3.6s
epoch 28/50 mean_loss=0.0426 lr=0.0001 elapsed=3.5s
epoch 29/50 mean_loss=0.0809 lr=0.0001 elapsed=3.5s
epoch 30/50 mean_loss=0.0771 lr=0.0001 elapsed=3.5s
epoch 31/50 mean_loss=0.0741 lr=0.0001 elapsed=3.5s
epoch 32/50 mean_loss=0.0535 lr=0.0001 elapsed=3.5s
epoch 33/50 mean_loss=0.0485 lr=0.0001 elapsed=3.5s
epoch 34/50 mean_loss=0.0526 lr=0.0001 elapsed=3.4s
epoch 35/50 mean_loss=0.0488 lr=0.0001 elapsed=3.4s
epoch 36/50 mean_loss=0.0535 lr=0.0001 elapsed=3.4s
epoch 37/50 mean_loss=0.0654 lr=0.0001 elapsed=3.5s
epoch 38/50 mean_loss=0.0608 lr=0.0001 elapsed=3.5s
epoch 39/50 mean_loss=0.0376 lr=0.0001 elapsed=3.5s
epoch 40/50 mean_loss=0.0347 lr=0.0001 elapsed=3.4s
epoch 41/50 mean_loss=0.0261 lr=0.0001 elapsed=3.5s
epoch 42/50 mean_loss=0.0368 lr=0.0001 elapsed=3.5s
epoch 43/50 mean_loss=0.0296 lr=0.0001 elapsed=3.5s
epoch 44/50 mean_loss=0.0243 lr=0.0001 elapsed=3.5s
epoch 45/50 mean_loss=0.0264 lr=0.0001 elapsed=3.4s
epoch 46/50 mean_loss=0.0420 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.0227 lr=0.0001 elapsed=3.5s
epoch 48/50 mean_loss=0.0142 lr=0.0001 elapsed=3.4s
epoch 49/50 mean_loss=0.0199 lr=0.0001 elapsed=3.4s
epoch 50/50 mean_loss=0.0191 lr=0.0001 elapsed=3.5s
