run: seed=3407 fold=4 variant=mask label=Soft Label
train samples=798 eval samples=198 epochs=50
epoch 01/50 mean_loss=1.4310 lr=0.0001 elapsed=3.5s
epoch 02/50 mean_loss=1.3119 lr=0.0001 elapsed=3.5s
epoch 03/50 mean_loss=1.2683 lr=0.0001 elapsed=3.5s
epoch 04/50 mean_loss=1.2185 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=1.1638 lr=0.0001 elapsed=3.5s
epoch 06/50 mean_loss=1.0965 lr=0.0001 elapsed=3.5s
epoch 07/50 mean_loss=1.0603 lr=0.0001 elapsed=3.5s
epoch 08/50 mean_loss=1.0078 lr=0.0001 elapsed=3.5s
epoch 09/50 mean_loss=0.9307 lr=0.0001 elapsed=3.5s
epoch 10/50 mean_loss=0.8926 lr=0.0001 elapsed=3.5s
epoch 11/50 mean_loss=0.8539 lr=0.0001 elapsed=3.5s
epoch 12/50 mean_loss=0.8145 lr=0.0001 elapsed=3.5s
epoch 13/50 mean_loss=0.7810 lr=0.0001 elapsed=3.5s
epoch 14/50 mean_loss=0.7339 lr=0.0001 elapsed=3.5s
epoch 15/50 mean_loss=0.6967 lr=0.0001 elapsed=3.6s
epoch 16/50 mean_loss=0.6847 lr=0.0001 elapsed=3.5s
epoch 17/50 mean_loss=0.6896 lr=0.0001 elapsed=3.6s
epoch 18/50 mean_loss=0.6558 lr=0.0001 elapsed=3.6s
epoch 19/50 mean_loss=0.6494 lr=0.0001 elapsed=3.4s
epoch 20/50 mean_loss=0.6431 lr=0.0001 elapsed=3.5s
epoch 21/50 mean_loss=0.6306 lr=0.0001 elapsed=3.5s
epoch 22/50 mean_loss=0.6107 lr=0.0001 elapsed=3.5s
epoch 23/50 mean_loss=0.6133 lr=0.0001 elapsed=3.6s
epoch 24/50 mean_loss=0.5980 lr=0.0001 elapsed=3.5s
epoch 25/50 mean_loss=0.6068 lr=0.0001 elapsed=3.5s
epoch 26/50 mean_loss=0.5929 lr=0.0001 elapsed=3.5s
epoch 27/50 mean_loss=0.5993 lr=0.0001 elapsed=3.5s
epoch 28/50 mean_loss=0.5899 lr=0.0001 elapsed=3.5s
epoch 29/50 mean_loss=0.5830 lr=0.0001 elapsed=3.5s
epoch 30/50 mean_loss=0.5901 lr=0.0001 elapsed=3.5s
epoch 31/50 mean_loss=0.5846 lr=0.0001 elapsed=3.5s
epoch 32/50 mean_loss=0.5835 lr=0.0001 elapsed=3.5s
epoch 33/50 mean_loss=0.5732 lr=0.0001 elapsed=3.5s
epoch 34/50 mean_loss=0.5739 lr=0.0001 elapsed=3.5s
epoch 35/50 mean_loss=0.5721 lr=0.0001 elapsed=3.5s
epoch 36/50 mean_loss=0.5761 lr=0.0001 elapsed=3.5s
epoch 37/50 mean_loss=0.5739 lr=0.0001 elapsed=3.5s
epoch 38/50 mean_loss=0.5739 lr=0.0001 elapsed=3.5s
epoch 39/50 mean_loss=0.5684 lr=0.0001 elapsed=3.5s
epoch 40/50 mean_loss=0.5698 lr=0.0001 elapsed=3.5s
epoch 41/50 mean_loss=0.5760 lr=0.0001 elapsed=3.5s
epoch 42/50 mean_loss=0.5688 lr=0.0001 elapsed=3.5s
epoch 43/50 mean_loss=0.5649 lr=0.0001 elapsed=3.5s
epoch 44/50 mean_loss=0.5705 lr=0.0001 elapsed=3.5s
epoch 45/50 mean_loss=0.5734 lr=0.0001 elapsed=3.5s
epoch 46/50 mean_loss=0.5623 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.5623 lr=0.0001 elapsed=3.5s
epoch 48/50 mean_loss=0.5593 lr=0.0001 elapsed=3.5s
epoch 49/50 mean_loss=0.5580 lr=0.0001 elapsed=3.5s
epoch 50/50 mean_loss=0.5558 lr=0.0001 elapsed=3.5s
