run: seed=2026 fold=2 variant=crop label=Soft Label
train samples=796 eval samples=200 epochs=50
epoch 01/50 mean_loss=1.4906 lr=0.0001 elapsed=3.0s
epoch 02/50 mean_loss=1.3185 lr=0.0001 elapsed=3.0s
epoch 03/50 mean_loss=1.2222 lr=0.0001 elapsed=3.0s
epoch 04/50 mean_loss=1.1460 lr=0.0001 elapsed=2.9s
epoch 05/50 mean_loss=1.0586 lr=0.0001 elapsed=3.0s
epoch 06/50 mean_loss=0.9734 lr=0.0001 elapsed=2.9s
epoch 07/50 mean_loss=0.9020 lr=0.0001 elapsed=3.0s
epoch 08/50 mean_loss=0.8430 lr=0.0001 elapsed=3.0s
epoch 09/50 mean_loss=0.7868 lr=0.0001 elapsed=3.0s
epoch 10/50 mean_loss=0.7573 lr=0.0001 elapsed=3.0s
epoch 11/50 mean_loss=0.7348 lr=0.0001 elapsed=3.0s
epoch 12/50 mean_loss=0.7091 lr=0.0001 elapsed=3.0s
epoch 13/50 mean_loss=0.6733 lr=0.0001 elapsed=2.9s
epoch 14/50 mean_loss=0.6483 lr=0.0001 elapsed=3.0s
epoch 15/50 mean_loss=0.6445 lr=0.0001 elapsed=3.0s
epoch 16/50 mean_loss=0.6326 lr=0.0001 elapsed=3.0s
epoch 17/50 mean_loss=0.6122 lr=0.0001 elapsed=3.0s
epoch 18/50 mean_loss=0.6138 lr=0.0001 elapsed=3.0s
epoch 19/50 mean_loss=0.6165 lr=0.0001 elapsed=3.1s
epoch 20/50 mean_loss=0.6112 lr=0.0001 elapsed=3.2s
epoch 21/50 mean_loss=0.5935 lr=0.0001 elapsed=3.1s
epoch 22/50 mean_loss=0.5878 lr=0.0001 elapsed=3.2s
epoch 23/50 mean_loss=0.5866 lr=0.0001 elapsed=3.1s
epoch 24/50 mean_loss=0.5926 lr=0.0001 elapsed=3.1s
epoch 25/50 mean_loss=0.5879 lr=0.0001 elapsed=3.1s
epoch 26/50 mean_loss=0.5810 lr=0.0001 elapsed=3.2s
epoch 27/50 mean_loss=0.5770 lr=0.0001 elapsed=3.0s
epoch 28/50 mean_loss=0.5773 lr=0.0001 elapsed=3.0s
epoch 29/50 mean_loss=0.5747 lr=0.0001 elapsed=2.9s
epoch 30/50 mean_loss=0.5754 lr=0.0001 elapsed=3.0s
epoch 31/50 mean_loss=0.5744 lr=0.0001 elapsed=3.0s
epoch 32/50 mean_loss=0.5697 lr=0.0001 elapsed=2.9s
epoch 33/50 mean_loss=0.5704 lr=0.0001 elapsed=2.9s
epoch 34/50 mean_loss=0.5632 lr=0.0001 elapsed=3.0s
epoch 35/50 mean_loss=0.5631 lr=0.0001 elapsed=2.9s
epoch 36/50 mean_loss=0.5670 lr=0.0001 elapsed=3.0s
epoch 37/50 mean_loss=0.5616 lr=0.0001 elapsed=2.9s
epoch 38/50 mean_loss=0.5695 lr=0.0001 elapsed=3.1s
epoch 39/50 mean_loss=0.5626 lr=0.0001 elapsed=3.0s
epoch 40/50 mean_loss=0.5625 lr=0.0001 elapsed=2.9s
epoch 41/50 mean_loss=0.5639 lr=0.0001 elapsed=3.0s
epoch 42/50 mean_loss=0.5596 lr=0.0001 elapsed=3.0s
epoch 43/50 mean_loss=0.5606 lr=0.0001 elapsed=3.0s
epoch 44/50 mean_loss=0.5551 lr=0.0001 elapsed=3.0s
epoch 45/50 mean_loss=0.5599 lr=0.0001 elapsed=3.0s
epoch 46/50 mean_loss=0.5564 lr=0.0001 elapsed=2.9s
epoch 47/50 mean_loss=0.5597 lr=0.0001 elapsed=3.0s
epoch 48/50 mean_loss=0.5581 lr=0.0001 elapsed=2.9s
epoch 49/50 mean_loss=0.5548 lr=0.0001 elapsed=3.0s
epoch 50/50 mean_loss=0.5549 lr=0.0001 elapsed=2.9s
