step,task,label_strategy,modality,fold,training_seed,train_count,evaluation_count,train_class_counts,evaluation_class_counts,parameter_count,accuracy,macro_f1,mae,class_0_precision,class_0_recall,class_0_f1,class_1_precision,class_1_recall,class_1_f1,class_2_precision,class_2_recall,class_2_f1,class_3_precision,class_3_recall,class_3_f1,class_4_precision,class_4_recall,class_4_f1,confusion_matrix
step_05_N,five_class,Hard Label,M,2,2026,796,200,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 229}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 58}",23518277,0.445,0.3590850630850631,0.74,0.0,0.0,0.0,0.41935483870967744,0.52,0.46428571428571425,0.4166666666666667,0.3333333333333333,0.3703703703703704,0.4235294117647059,0.5538461538461539,0.48,0.5434782608695652,0.43103448275862066,0.4807692307692307,"[[0, 4, 1, 2, 0], [1, 13, 4, 5, 2], [1, 6, 15, 17, 6], [0, 6, 10, 36, 13], [0, 2, 6, 25, 25]]"
step_05_N,five_class,Hard Label,M,3,2026,797,199,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.4824120603015075,0.3858574758574759,0.6733668341708543,0.0,0.0,0.0,0.43478260869565216,0.4,0.41666666666666663,0.4067796610169492,0.5333333333333333,0.46153846153846156,0.5409836065573771,0.5076923076923077,0.5238095238095238,0.5471698113207547,0.5087719298245614,0.5272727272727273,"[[0, 6, 0, 0, 1], [2, 10, 10, 1, 2], [0, 4, 24, 11, 6], [1, 2, 14, 33, 15], [0, 1, 11, 16, 29]]"
step_05_N,five_class,Hard Label,M,4,2026,798,198,"{""0"": 29, ""1"": 99, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.4393939393939394,0.36282764052989613,0.7272727272727273,0.0,0.0,0.0,0.48,0.5,0.4897959183673469,0.32075471698113206,0.37777777777777777,0.3469387755102041,0.43333333333333335,0.4,0.416,0.5614035087719298,0.5614035087719298,0.5614035087719298,"[[0, 4, 0, 2, 1], [1, 12, 7, 4, 0], [1, 7, 17, 13, 7], [1, 1, 20, 26, 17], [0, 1, 9, 15, 32]]"
step_05_N,five_class,Hard Label,M,5,2026,799,197,"{""0"": 29, ""1"": 99, ""2"": 180, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 44, ""3"": 65, ""4"": 57}",23518277,0.4873096446700508,0.44018209213141135,0.7309644670050761,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.35135135135135137,0.5416666666666666,0.4262295081967213,0.4,0.36363636363636365,0.380952380952381,0.5454545454545454,0.36923076923076925,0.4403669724770642,0.5857142857142857,0.7192982456140351,0.6456692913385826,"[[2, 3, 1, 1, 0], [2, 13, 4, 2, 3], [0, 10, 16, 11, 7], [0, 7, 15, 24, 19], [2, 4, 4, 6, 41]]"
step_05_N,five_class,Hard Label,MB,1,42,794,202,"{""0"": 28, ""1"": 98, ""2"": 179, ""3"": 260, ""4"": 229}","{""0"": 8, ""1"": 25, ""2"": 45, ""3"": 66, ""4"": 58}",23518277,0.4603960396039604,0.4111368013807038,0.6881188118811881,0.3333333333333333,0.125,0.18181818181818182,0.5882352941176471,0.4,0.4761904761904762,0.30303030303030304,0.4444444444444444,0.3603603603603604,0.47368421052631576,0.4090909090909091,0.43902439024390244,0.5932203389830508,0.603448275862069,0.5982905982905983,"[[1, 1, 3, 2, 1], [2, 10, 11, 1, 1], [0, 5, 20, 15, 5], [0, 0, 22, 27, 17], [0, 1, 10, 12, 35]]"
step_05_N,five_class,Hard Label,MB,2,42,796,200,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 229}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 58}",23518277,0.425,0.3541668442221815,0.71,0.0,0.0,0.0,0.3902439024390244,0.64,0.48484848484848486,0.38235294117647056,0.5777777777777777,0.4601769911504424,0.35294117647058826,0.27692307692307694,0.31034482758620696,0.6410256410256411,0.43103448275862066,0.5154639175257731,"[[0, 6, 0, 1, 0], [1, 16, 6, 2, 0], [0, 9, 26, 8, 2], [0, 7, 28, 18, 12], [0, 3, 8, 22, 25]]"
step_05_N,five_class,Hard Label,MB,3,42,797,199,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.457286432160804,0.3666767052070856,0.7085427135678392,0.0,0.0,0.0,0.5416666666666666,0.52,0.5306122448979592,0.4074074074074074,0.24444444444444444,0.3055555555555555,0.4444444444444444,0.5538461538461539,0.4931506849315069,0.4696969696969697,0.543859649122807,0.5040650406504066,"[[0, 5, 0, 1, 1], [0, 13, 5, 5, 2], [0, 5, 11, 17, 12], [1, 0, 8, 36, 20], [0, 1, 3, 22, 31]]"
step_05_N,five_class,Hard Label,MB,4,42,798,198,"{""0"": 29, ""1"": 99, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.4595959595959596,0.3769058830627613,0.702020202020202,0.16666666666666666,0.14285714285714285,0.15384615384615383,0.3684210526315789,0.2916666666666667,0.32558139534883723,0.3111111111111111,0.3111111111111111,0.3111111111111111,0.5094339622641509,0.4153846153846154,0.45762711864406785,0.56,0.7368421052631579,0.6363636363636364,"[[1, 2, 1, 1, 2], [4, 7, 9, 3, 1], [1, 8, 14, 13, 9], [0, 2, 15, 27, 21], [0, 0, 6, 9, 42]]"
step_05_N,five_class,Hard Label,MB,5,42,799,197,"{""0"": 29, ""1"": 99, ""2"": 180, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 44, ""3"": 65, ""4"": 57}",23518277,0.4365482233502538,0.38179502174521884,0.7208121827411168,0.25,0.14285714285714285,0.18181818181818182,0.42857142857142855,0.5,0.4615384615384615,0.3142857142857143,0.25,0.27848101265822783,0.4461538461538462,0.4461538461538462,0.4461538461538462,0.5076923076923077,0.5789473684210527,0.540983606557377,"[[1, 4, 1, 1, 0], [2, 12, 7, 2, 1], [1, 6, 11, 18, 8], [0, 3, 10, 29, 23], [0, 3, 6, 15, 33]]"
step_05_N,five_class,Hard Label,MB,1,3407,794,202,"{""0"": 28, ""1"": 98, ""2"": 179, ""3"": 260, ""4"": 229}","{""0"": 8, ""1"": 25, ""2"": 45, ""3"": 66, ""4"": 58}",23518277,0.4405940594059406,0.3519560956574602,0.7079207920792079,0.0,0.0,0.0,0.5384615384615384,0.28,0.3684210526315789,0.3125,0.4444444444444444,0.3669724770642202,0.46153846153846156,0.45454545454545453,0.45801526717557256,0.5818181818181818,0.5517241379310345,0.5663716814159292,"[[0, 1, 6, 1, 0], [3, 7, 14, 1, 0], [0, 3, 20, 17, 5], [0, 2, 16, 30, 18], [2, 0, 8, 16, 32]]"
step_05_N,five_class,Hard Label,MB,2,3407,796,200,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 229}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 58}",23518277,0.425,0.3467053821455736,0.69,0.0,0.0,0.0,0.4722222222222222,0.68,0.5573770491803278,0.2727272727272727,0.2,0.23076923076923075,0.3953488372093023,0.5230769230769231,0.4503311258278146,0.5813953488372093,0.43103448275862066,0.49504950495049505,"[[0, 4, 1, 2, 0], [2, 17, 3, 2, 1], [0, 11, 9, 20, 5], [0, 4, 15, 34, 12], [0, 0, 5, 28, 25]]"
step_05_N,five_class,Hard Label,MB,3,3407,797,199,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.4723618090452261,0.412088335687133,0.6984924623115578,0.16666666666666666,0.14285714285714285,0.15384615384615383,0.5,0.48,0.4897959183673469,0.3695652173913043,0.37777777777777777,0.37362637362637363,0.5070422535211268,0.5538461538461539,0.5294117647058824,0.5384615384615384,0.49122807017543857,0.5137614678899082,"[[1, 4, 0, 2, 0], [3, 12, 6, 3, 1], [1, 6, 17, 12, 9], [1, 0, 14, 36, 14], [0, 2, 9, 18, 28]]"
step_05_N,five_class,Hard Label,MB,4,3407,798,198,"{""0"": 29, ""1"": 99, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.41414141414141414,0.3061200133200133,0.7575757575757576,0.0,0.0,0.0,0.28,0.2916666666666667,0.2857142857142857,0.24242424242424243,0.17777777777777778,0.20512820512820512,0.48333333333333334,0.4461538461538462,0.464,0.5066666666666667,0.6666666666666666,0.5757575757575758,"[[0, 3, 1, 0, 3], [3, 7, 9, 4, 1], [1, 14, 8, 12, 10], [1, 1, 11, 29, 23], [0, 0, 4, 15, 38]]"
step_05_N,five_class,Hard Label,MB,5,3407,799,197,"{""0"": 29, ""1"": 99, ""2"": 180, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 44, ""3"": 65, ""4"": 57}",23518277,0.41624365482233505,0.3777097080850317,0.7715736040609137,0.1111111111111111,0.14285714285714285,0.125,0.6,0.5,0.5454545454545454,0.27450980392156865,0.3181818181818182,0.2947368421052632,0.42105263157894735,0.36923076923076925,0.39344262295081966,0.5166666666666667,0.543859649122807,0.52991452991453,"[[1, 1, 4, 1, 0], [3, 12, 7, 1, 1], [2, 5, 14, 16, 7], [1, 2, 17, 24, 21], [2, 0, 9, 15, 31]]"
step_05_N,five_class,Hard Label,MB,1,2026,794,202,"{""0"": 28, ""1"": 98, ""2"": 179, ""3"": 260, ""4"": 229}","{""0"": 8, ""1"": 25, ""2"": 45, ""3"": 66, ""4"": 58}",23518277,0.47029702970297027,0.37746561203613166,0.7079207920792079,0.0,0.0,0.0,0.625,0.4,0.48780487804878053,0.37209302325581395,0.35555555555555557,0.36363636363636365,0.43333333333333335,0.3939393939393939,0.4126984126984127,0.5375,0.7413793103448276,0.6231884057971016,"[[0, 1, 5, 0, 2], [1, 10, 7, 6, 1], [1, 3, 16, 21, 4], [0, 1, 9, 26, 30], [1, 1, 6, 7, 43]]"
step_05_N,five_class,Hard Label,MB,2,2026,796,200,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 229}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 58}",23518277,0.415,0.3612907605603139,0.74,0.3333333333333333,0.14285714285714285,0.2,0.34,0.68,0.4533333333333334,0.2916666666666667,0.15555555555555556,0.2028985507246377,0.4125,0.5076923076923077,0.4551724137931034,0.5813953488372093,0.43103448275862066,0.49504950495049505,"[[1, 4, 0, 1, 1], [2, 17, 3, 2, 1], [0, 17, 7, 16, 5], [0, 10, 11, 33, 11], [0, 2, 3, 28, 25]]"
step_05_N,five_class,Hard Label,MB,3,2026,797,199,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.4321608040201005,0.3429939669328464,0.7537688442211056,0.0,0.0,0.0,0.5384615384615384,0.28,0.3684210526315789,0.36363636363636365,0.5333333333333333,0.43243243243243246,0.4576271186440678,0.4153846153846154,0.435483870967742,0.4666666666666667,0.49122807017543857,0.4786324786324786,"[[0, 4, 1, 2, 0], [0, 7, 11, 3, 4], [1, 2, 24, 9, 9], [0, 0, 19, 27, 19], [0, 0, 11, 18, 28]]"
step_05_N,five_class,Hard Label,MB,4,2026,798,198,"{""0"": 29, ""1"": 99, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.45454545454545453,0.37889282772943744,0.7222222222222222,0.0,0.0,0.0,0.5238095238095238,0.4583333333333333,0.4888888888888889,0.352112676056338,0.5555555555555556,0.43103448275862066,0.47058823529411764,0.36923076923076925,0.4137931034482759,0.6,0.5263157894736842,0.5607476635514018,"[[0, 3, 1, 1, 2], [3, 11, 6, 3, 1], [1, 6, 25, 9, 4], [1, 1, 26, 24, 13], [0, 0, 13, 14, 30]]"
step_05_N,five_class,Hard Label,MB,5,2026,799,197,"{""0"": 29, ""1"": 99, ""2"": 180, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 44, ""3"": 65, ""4"": 57}",23518277,0.4873096446700508,0.4348323366356963,0.6852791878172588,0.25,0.14285714285714285,0.18181818181818182,0.6666666666666666,0.5,0.5714285714285715,0.3333333333333333,0.36363636363636365,0.34782608695652173,0.5178571428571429,0.4461538461538462,0.4793388429752066,0.5352112676056338,0.6666666666666666,0.5937499999999999,"[[1, 2, 4, 0, 0], [2, 12, 5, 4, 1], [0, 3, 16, 16, 9], [0, 1, 12, 29, 23], [1, 0, 11, 7, 38]]"
step_05_N,five_class,Hard Label,MP,1,42,794,202,"{""0"": 28, ""1"": 98, ""2"": 179, ""3"": 260, ""4"": 229}","{""0"": 8, ""1"": 25, ""2"": 45, ""3"": 66, ""4"": 58}",23518277,0.43564356435643564,0.34674481928855255,0.7029702970297029,0.0,0.0,0.0,0.6,0.36,0.45,0.2682926829268293,0.24444444444444444,0.2558139534883721,0.4,0.5454545454545454,0.4615384615384615,0.5818181818181818,0.5517241379310345,0.5663716814159292,"[[0, 2, 4, 2, 0], [0, 9, 9, 5, 2], [0, 4, 11, 28, 2], [1, 0, 10, 36, 19], [0, 0, 7, 19, 32]]"
step_05_N,five_class,Hard Label,MP,2,42,796,200,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 229}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 58}",23518277,0.45,0.4037779696858981,0.77,1.0,0.14285714285714285,0.25,0.5238095238095238,0.44,0.4782608695652174,0.4782608695652174,0.24444444444444444,0.32352941176470584,0.3883495145631068,0.6153846153846154,0.47619047619047616,0.5192307692307693,0.46551724137931033,0.49090909090909085,"[[1, 1, 0, 4, 1], [0, 11, 0, 10, 4], [0, 5, 11, 21, 8], [0, 4, 9, 40, 12], [0, 0, 3, 28, 27]]"
step_05_N,five_class,Hard Label,MP,3,42,797,199,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.45226130653266333,0.3966326885453332,0.7537688442211056,0.2,0.14285714285714285,0.16666666666666666,0.4782608695652174,0.44,0.4583333333333333,0.34782608695652173,0.35555555555555557,0.3516483516483516,0.4657534246575342,0.5230769230769231,0.4927536231884058,0.5384615384615384,0.49122807017543857,0.5137614678899082,"[[1, 3, 2, 1, 0], [1, 11, 5, 5, 3], [3, 4, 16, 14, 8], [0, 3, 15, 34, 13], [0, 2, 8, 19, 28]]"
step_05_N,five_class,Hard Label,MP,4,42,798,198,"{""0"": 29, ""1"": 99, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.4393939393939394,0.33729887024991434,0.7828282828282829,0.0,0.0,0.0,0.4074074074074074,0.4583333333333333,0.4313725490196078,0.2916666666666667,0.15555555555555556,0.2028985507246377,0.4647887323943662,0.5076923076923077,0.48529411764705876,0.5142857142857142,0.631578947368421,0.5669291338582677,"[[0, 3, 0, 1, 3], [3, 11, 3, 3, 4], [3, 8, 7, 18, 9], [0, 3, 11, 33, 18], [0, 2, 3, 16, 36]]"
step_05_N,five_class,Hard Label,MP,5,42,799,197,"{""0"": 29, ""1"": 99, ""2"": 180, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 44, ""3"": 65, ""4"": 57}",23518277,0.4365482233502538,0.3908841734562927,0.7411167512690355,0.5,0.14285714285714285,0.22222222222222224,0.43333333333333335,0.5416666666666666,0.4814814814814815,0.30357142857142855,0.38636363636363635,0.34,0.48148148148148145,0.6,0.5342465753424657,0.5714285714285714,0.2807017543859649,0.3764705882352941,"[[1, 3, 2, 1, 0], [1, 13, 7, 2, 1], [0, 8, 17, 15, 4], [0, 3, 16, 39, 7], [0, 3, 14, 24, 16]]"
step_05_N,five_class,Hard Label,MP,1,3407,794,202,"{""0"": 28, ""1"": 98, ""2"": 179, ""3"": 260, ""4"": 229}","{""0"": 8, ""1"": 25, ""2"": 45, ""3"": 66, ""4"": 58}",23518277,0.43564356435643564,0.3311742860801639,0.7079207920792079,0.0,0.0,0.0,0.4,0.24,0.3,0.41025641025641024,0.35555555555555557,0.38095238095238093,0.3880597014925373,0.3939393939393939,0.39097744360902253,0.5063291139240507,0.6896551724137931,0.583941605839416,"[[0, 3, 3, 1, 1], [1, 6, 11, 6, 1], [1, 3, 16, 21, 4], [0, 2, 5, 26, 33], [0, 1, 4, 13, 40]]"
step_05_N,five_class,Hard Label,MP,2,3407,796,200,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 229}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 58}",23518277,0.48,0.4740034708799147,0.66,1.0,0.2857142857142857,0.4444444444444445,0.4473684210526316,0.68,0.5396825396825397,0.42857142857142855,0.3333333333333333,0.375,0.43243243243243246,0.49230769230769234,0.460431654676259,0.5882352941176471,0.5172413793103449,0.5504587155963303,"[[2, 2, 0, 3, 0], [0, 17, 5, 2, 1], [0, 11, 15, 13, 6], [0, 7, 12, 32, 14], [0, 1, 3, 24, 30]]"
step_05_N,five_class,Hard Label,MP,3,3407,797,199,"{""0"": 29, ""1"": 98, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 25, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.45226130653266333,0.34919682094436655,0.7889447236180904,0.0,0.0,0.0,0.44,0.44,0.44,0.4166666666666667,0.2222222222222222,0.2898550724637681,0.4444444444444444,0.6153846153846154,0.5161290322580646,0.4915254237288136,0.5087719298245614,0.5,"[[0, 3, 0, 2, 2], [0, 11, 2, 8, 4], [1, 6, 10, 19, 9], [0, 3, 7, 40, 15], [0, 2, 5, 21, 29]]"
step_05_N,five_class,Hard Label,MP,4,3407,798,198,"{""0"": 29, ""1"": 99, ""2"": 179, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 45, ""3"": 65, ""4"": 57}",23518277,0.4444444444444444,0.4065839205961662,0.7121212121212122,0.3333333333333333,0.2857142857142857,0.30769230769230765,0.5294117647058824,0.375,0.4390243902439025,0.29411764705882354,0.2222222222222222,0.25316455696202533,0.4117647058823529,0.5384615384615384,0.4666666666666667,0.5714285714285714,0.5614035087719298,0.5663716814159292,"[[2, 2, 1, 0, 2], [2, 9, 5, 8, 0], [2, 4, 10, 24, 5], [0, 2, 11, 35, 17], [0, 0, 7, 18, 32]]"
step_05_N,five_class,Hard Label,MP,5,3407,799,197,"{""0"": 29, ""1"": 99, ""2"": 180, ""3"": 261, ""4"": 230}","{""0"": 7, ""1"": 24, ""2"": 44, ""3"": 65, ""4"": 57}",23518277,0.38071065989847713,0.285031027002858,0.8578680203045685,0.0,0.0,0.0,0.45454545454545453,0.20833333333333334,0.28571428571428575,0.3333333333333333,0.22727272727272727,0.27027027027027023,0.35064935064935066,0.4153846153846154,0.380281690140845,0.4230769230769231,0.5789473684210527,0.4888888888888889,"[[0, 1, 4, 0, 2], [1, 5, 4, 8, 6], [0, 2, 10, 21, 11], [0, 2, 10, 27, 26], [0, 1, 2, 21, 33]]"
