run: seed=3407 fold=3 variant=background label=Soft Label
train samples=797 eval samples=199 epochs=50
epoch 01/50 mean_loss=1.4708 lr=0.0001 elapsed=3.6s
epoch 02/50 mean_loss=1.3377 lr=0.0001 elapsed=3.5s
epoch 03/50 mean_loss=1.2482 lr=0.0001 elapsed=3.5s
epoch 04/50 mean_loss=1.1626 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=1.0965 lr=0.0001 elapsed=3.5s
epoch 06/50 mean_loss=0.9905 lr=0.0001 elapsed=3.4s
epoch 07/50 mean_loss=0.9044 lr=0.0001 elapsed=3.5s
epoch 08/50 mean_loss=0.8941 lr=0.0001 elapsed=3.7s
epoch 09/50 mean_loss=0.8172 lr=0.0001 elapsed=3.5s
epoch 10/50 mean_loss=0.7629 lr=0.0001 elapsed=3.6s
epoch 11/50 mean_loss=0.7146 lr=0.0001 elapsed=3.6s
epoch 12/50 mean_loss=0.7063 lr=0.0001 elapsed=3.6s
epoch 13/50 mean_loss=0.6762 lr=0.0001 elapsed=3.5s
epoch 14/50 mean_loss=0.6724 lr=0.0001 elapsed=3.6s
epoch 15/50 mean_loss=0.6469 lr=0.0001 elapsed=3.5s
epoch 16/50 mean_loss=0.6449 lr=0.0001 elapsed=3.5s
epoch 17/50 mean_loss=0.6295 lr=0.0001 elapsed=3.5s
epoch 18/50 mean_loss=0.6174 lr=0.0001 elapsed=3.5s
epoch 19/50 mean_loss=0.6179 lr=0.0001 elapsed=3.5s
epoch 20/50 mean_loss=0.6068 lr=0.0001 elapsed=3.5s
epoch 21/50 mean_loss=0.5927 lr=0.0001 elapsed=3.4s
epoch 22/50 mean_loss=0.5923 lr=0.0001 elapsed=3.5s
epoch 23/50 mean_loss=0.5893 lr=0.0001 elapsed=3.5s
epoch 24/50 mean_loss=0.5925 lr=0.0001 elapsed=3.5s
epoch 25/50 mean_loss=0.5893 lr=0.0001 elapsed=3.5s
epoch 26/50 mean_loss=0.5915 lr=0.0001 elapsed=3.5s
epoch 27/50 mean_loss=0.5836 lr=0.0001 elapsed=3.6s
epoch 28/50 mean_loss=0.5899 lr=0.0001 elapsed=3.6s
epoch 29/50 mean_loss=0.5836 lr=0.0001 elapsed=3.5s
epoch 30/50 mean_loss=0.5788 lr=0.0001 elapsed=3.5s
epoch 31/50 mean_loss=0.5786 lr=0.0001 elapsed=3.5s
epoch 32/50 mean_loss=0.5735 lr=0.0001 elapsed=3.5s
epoch 33/50 mean_loss=0.5700 lr=0.0001 elapsed=3.5s
epoch 34/50 mean_loss=0.5768 lr=0.0001 elapsed=3.5s
epoch 35/50 mean_loss=0.5685 lr=0.0001 elapsed=3.4s
epoch 36/50 mean_loss=0.5639 lr=0.0001 elapsed=3.5s
epoch 37/50 mean_loss=0.5702 lr=0.0001 elapsed=3.5s
epoch 38/50 mean_loss=0.5669 lr=0.0001 elapsed=3.5s
epoch 39/50 mean_loss=0.5662 lr=0.0001 elapsed=3.5s
epoch 40/50 mean_loss=0.5664 lr=0.0001 elapsed=3.5s
epoch 41/50 mean_loss=0.5672 lr=0.0001 elapsed=3.5s
epoch 42/50 mean_loss=0.5605 lr=0.0001 elapsed=3.6s
epoch 43/50 mean_loss=0.5616 lr=0.0001 elapsed=3.5s
epoch 44/50 mean_loss=0.5573 lr=0.0001 elapsed=3.5s
epoch 45/50 mean_loss=0.5607 lr=0.0001 elapsed=3.4s
epoch 46/50 mean_loss=0.5584 lr=0.0001 elapsed=3.5s
epoch 47/50 mean_loss=0.5574 lr=0.0001 elapsed=3.5s
epoch 48/50 mean_loss=0.5573 lr=0.0001 elapsed=3.5s
epoch 49/50 mean_loss=0.5605 lr=0.0001 elapsed=3.5s
epoch 50/50 mean_loss=0.5541 lr=0.0001 elapsed=3.5s
