scheme=M+MB+MR (Soft) fold=4 training_seed=3407 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=soft-target CE (fixed table) scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4785 acc=0.3225 sec=5.3
epoch=002 loss=1.3251 acc=0.4705 sec=5.4
epoch=003 loss=1.2170 acc=0.5295 sec=5.0
epoch=004 loss=1.1353 acc=0.5822 sec=4.8
epoch=005 loss=1.0644 acc=0.6198 sec=4.8
epoch=006 loss=0.9990 acc=0.6462 sec=5.0
epoch=007 loss=0.9137 acc=0.7465 sec=4.9
epoch=008 loss=0.8929 acc=0.7528 sec=4.7
epoch=009 loss=0.8336 acc=0.7955 sec=5.0
epoch=010 loss=0.8000 acc=0.8444 sec=4.6
epoch=011 loss=0.7418 acc=0.8758 sec=4.6
epoch=012 loss=0.7090 acc=0.9059 sec=4.9
epoch=013 loss=0.6815 acc=0.9335 sec=4.6
epoch=014 loss=0.6872 acc=0.9285 sec=4.6
epoch=015 loss=0.6690 acc=0.9398 sec=4.7
epoch=016 loss=0.6395 acc=0.9636 sec=4.6
epoch=017 loss=0.6386 acc=0.9724 sec=4.6
epoch=018 loss=0.6533 acc=0.9561 sec=4.6
epoch=019 loss=0.6401 acc=0.9686 sec=4.8
epoch=020 loss=0.6331 acc=0.9686 sec=4.8
epoch=021 loss=0.6148 acc=0.9812 sec=4.9
epoch=022 loss=0.6122 acc=0.9837 sec=4.9
epoch=023 loss=0.6031 acc=0.9837 sec=4.7
epoch=024 loss=0.6057 acc=0.9862 sec=4.6
epoch=025 loss=0.5945 acc=0.9950 sec=4.6
epoch=026 loss=0.5878 acc=0.9962 sec=4.7
epoch=027 loss=0.5856 acc=0.9975 sec=4.6
epoch=028 loss=0.5826 acc=0.9950 sec=4.6
epoch=029 loss=0.5830 acc=0.9975 sec=4.7
epoch=030 loss=0.5788 acc=0.9975 sec=4.6
epoch=031 loss=0.5822 acc=0.9937 sec=4.5
epoch=032 loss=0.5750 acc=0.9975 sec=4.7
epoch=033 loss=0.5757 acc=0.9975 sec=4.7
epoch=034 loss=0.5688 acc=0.9987 sec=4.6
epoch=035 loss=0.5659 acc=0.9975 sec=4.6
epoch=036 loss=0.5687 acc=1.0000 sec=4.8
epoch=037 loss=0.5691 acc=0.9987 sec=4.7
epoch=038 loss=0.5758 acc=0.9975 sec=4.7
epoch=039 loss=0.5749 acc=0.9950 sec=4.9
epoch=040 loss=0.5701 acc=0.9987 sec=4.9
epoch=041 loss=0.5636 acc=1.0000 sec=4.9
epoch=042 loss=0.5643 acc=0.9975 sec=4.9
epoch=043 loss=0.5631 acc=1.0000 sec=5.0
epoch=044 loss=0.5597 acc=1.0000 sec=4.7
epoch=045 loss=0.5599 acc=1.0000 sec=4.6
epoch=046 loss=0.5576 acc=1.0000 sec=4.7
epoch=047 loss=0.5676 acc=0.9962 sec=4.7
epoch=048 loss=0.5604 acc=1.0000 sec=4.7
epoch=049 loss=0.5697 acc=0.9962 sec=4.7
epoch=050 loss=0.5732 acc=0.9962 sec=4.8
