step,task,label_strategy,modality,input_region,fold,training_seed,train_count,evaluation_count,train_class_counts,evaluation_class_counts,parameter_count,class_0_precision,class_0_recall,class_0_f1,class_1_precision,class_1_recall,class_1_f1,class_2_precision,class_2_recall,class_2_f1,class_3_precision,class_3_recall,class_3_f1,class_4_precision,class_4_recall,class_4_f1,accuracy,macro_f1,mae
step_19_N,five_class,Soft Label,MR,background,1,42,794,202,"{'0': 28, '1': 98, '2': 179, '3': 260, '4': 229}","{'0': 8, '1': 25, '2': 45, '3': 66, '4': 58}",23518277,0.0,0.0,0.0,0.5,0.44,0.46808510638297873,0.2962962962962963,0.35555555555555557,0.3232323232323232,0.4578313253012048,0.5757575757575758,0.5100671140939598,0.6190476190476191,0.4482758620689655,0.52,0.4504950495049505,0.36427690874185237,0.6732673267326733
step_19_N,five_class,Soft Label,MR,background,2,42,796,200,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 229}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 58}",23518277,0.0,0.0,0.0,0.43243243243243246,0.64,0.5161290322580645,0.425531914893617,0.4444444444444444,0.4347826086956522,0.45652173913043476,0.3230769230769231,0.3783783783783784,0.4927536231884058,0.5862068965517241,0.5354330708661417,0.455,0.37294461803964735,0.705
step_19_N,five_class,Soft Label,MR,background,3,42,797,199,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.5416666666666666,0.52,0.5306122448979592,0.29310344827586204,0.37777777777777777,0.33009708737864074,0.36666666666666664,0.3384615384615385,0.35200000000000004,0.5535714285714286,0.543859649122807,0.5486725663716814,0.41708542713567837,0.3522763797296563,0.6834170854271356
step_19_N,five_class,Soft Label,MR,background,4,42,798,198,"{'0': 29, '1': 99, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 45, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.45,0.375,0.4090909090909091,0.3684210526315789,0.4666666666666667,0.4117647058823529,0.5121951219512195,0.3230769230769231,0.39622641509433965,0.4675324675324675,0.631578947368421,0.5373134328358209,0.4393939393939394,0.3508790925806845,0.7676767676767676
step_19_N,five_class,Soft Label,MR,background,5,42,799,197,"{'0': 29, '1': 99, '2': 180, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 44, '3': 65, '4': 57}",23518277,0.25,0.14285714285714285,0.18181818181818182,0.5,0.625,0.5555555555555556,0.3888888888888889,0.3181818181818182,0.35000000000000003,0.5125,0.6307692307692307,0.5655172413793104,0.5957446808510638,0.49122807017543857,0.5384615384615384,0.5025380710659898,0.4382705034429173,0.5634517766497462
step_19_N,five_class,Soft Label,MR,background,1,3407,794,202,"{'0': 28, '1': 98, '2': 179, '3': 260, '4': 229}","{'0': 8, '1': 25, '2': 45, '3': 66, '4': 58}",23518277,0.0,0.0,0.0,0.3870967741935484,0.48,0.42857142857142855,0.38636363636363635,0.37777777777777777,0.38202247191011235,0.43661971830985913,0.4696969696969697,0.4525547445255474,0.6,0.5689655172413793,0.584070796460177,0.4603960396039604,0.3694438882934531,0.6485148514851485
step_19_N,five_class,Soft Label,MR,background,2,3407,796,200,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 229}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 58}",23518277,0.0,0.0,0.0,0.5,0.52,0.5098039215686274,0.42857142857142855,0.6,0.5,0.5072463768115942,0.5384615384615384,0.5223880597014926,0.6666666666666666,0.4482758620689655,0.536082474226804,0.505,0.4136548910993848,0.615
step_19_N,five_class,Soft Label,MR,background,3,3407,797,199,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.6086956521739131,0.56,0.5833333333333334,0.4423076923076923,0.5111111111111111,0.4742268041237113,0.4457831325301205,0.5692307692307692,0.5,0.7073170731707317,0.5087719298245614,0.5918367346938775,0.5175879396984925,0.4298793744301845,0.5829145728643216
step_19_N,five_class,Soft Label,MR,background,4,3407,798,198,"{'0': 29, '1': 99, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 45, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.6190476190476191,0.5416666666666666,0.5777777777777778,0.3333333333333333,0.4,0.3636363636363636,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.509090909090909,0.49122807017543857,0.5,0.4494949494949495,0.38059052059052056,0.7626262626262627
step_19_N,five_class,Soft Label,MR,background,5,3407,799,197,"{'0': 29, '1': 99, '2': 180, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 44, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.5909090909090909,0.5416666666666666,0.5652173913043478,0.47619047619047616,0.45454545454545453,0.46511627906976744,0.5,0.5384615384615384,0.5185185185185186,0.5967741935483871,0.6491228070175439,0.6218487394957983,0.5329949238578681,0.4341401856776864,0.5329949238578681
step_19_N,five_class,Soft Label,MR,background,1,2026,794,202,"{'0': 28, '1': 98, '2': 179, '3': 260, '4': 229}","{'0': 8, '1': 25, '2': 45, '3': 66, '4': 58}",23518277,0.0,0.0,0.0,0.35714285714285715,0.4,0.3773584905660378,0.3728813559322034,0.4888888888888889,0.42307692307692313,0.5084745762711864,0.45454545454545453,0.4799999999999999,0.5818181818181818,0.5517241379310345,0.5663716814159292,0.46534653465346537,0.36936141901177805,0.6831683168316832
step_19_N,five_class,Soft Label,MR,background,2,2026,796,200,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 229}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 58}",23518277,0.0,0.0,0.0,0.4666666666666667,0.56,0.509090909090909,0.4166666666666667,0.4444444444444444,0.4301075268817204,0.4594594594594595,0.5230769230769231,0.48920863309352514,0.6041666666666666,0.5,0.5471698113207547,0.485,0.3951153760773819,0.62
step_19_N,five_class,Soft Label,MR,background,3,2026,797,199,"{'0': 29, '1': 98, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 25, '2': 45, '3': 65, '4': 57}",23518277,0.5,0.2857142857142857,0.36363636363636365,0.5652173913043478,0.52,0.5416666666666667,0.3888888888888889,0.3111111111111111,0.34567901234567905,0.38028169014084506,0.4153846153846154,0.39705882352941174,0.5076923076923077,0.5789473684210527,0.540983606557377,0.4472361809045226,0.43780489454709964,0.6733668341708543
step_19_N,five_class,Soft Label,MR,background,4,2026,798,198,"{'0': 29, '1': 99, '2': 179, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 45, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.36666666666666664,0.4583333333333333,0.4074074074074074,0.3333333333333333,0.37777777777777777,0.3541666666666667,0.4492753623188406,0.47692307692307695,0.4626865671641791,0.5555555555555556,0.43859649122807015,0.4901960784313725,0.42424242424242425,0.3428913439339252,0.7676767676767676
step_19_N,five_class,Soft Label,MR,background,5,2026,799,197,"{'0': 29, '1': 99, '2': 180, '3': 261, '4': 230}","{'0': 7, '1': 24, '2': 44, '3': 65, '4': 57}",23518277,0.0,0.0,0.0,0.5238095238095238,0.4583333333333333,0.4888888888888889,0.3448275862068966,0.45454545454545453,0.39215686274509803,0.4358974358974359,0.5230769230769231,0.4755244755244755,0.625,0.43859649122807015,0.5154639175257731,0.45685279187817257,0.37440682893684707,0.6395939086294417
