scheme=MR (Soft) fold=5 training_seed=2026 epochs=50 batch_size=32 optimizer=AdamW lr=0.0001 weight_decay=0.0001 loss=soft-target CE (fixed table) scheduler=None early_stopping=False task=5class
epoch=001 loss=1.4763 acc=0.3099 sec=2.6
epoch=002 loss=1.3178 acc=0.4567 sec=2.4
epoch=003 loss=1.2401 acc=0.4881 sec=2.2
epoch=004 loss=1.1693 acc=0.5508 sec=2.4
epoch=005 loss=1.0891 acc=0.6198 sec=2.3
epoch=006 loss=1.0259 acc=0.6562 sec=2.3
epoch=007 loss=0.9650 acc=0.6863 sec=2.3
epoch=008 loss=0.9169 acc=0.7277 sec=2.3
epoch=009 loss=0.8776 acc=0.7754 sec=2.4
epoch=010 loss=0.8101 acc=0.8256 sec=2.3
epoch=011 loss=0.7701 acc=0.8770 sec=2.3
epoch=012 loss=0.7215 acc=0.9059 sec=2.4
epoch=013 loss=0.7000 acc=0.9260 sec=2.4
epoch=014 loss=0.6765 acc=0.9310 sec=2.3
epoch=015 loss=0.6679 acc=0.9460 sec=2.4
epoch=016 loss=0.6416 acc=0.9686 sec=2.5
epoch=017 loss=0.6380 acc=0.9611 sec=2.5
epoch=018 loss=0.6335 acc=0.9611 sec=2.3
epoch=019 loss=0.6102 acc=0.9812 sec=2.4
epoch=020 loss=0.6194 acc=0.9762 sec=2.5
epoch=021 loss=0.6106 acc=0.9774 sec=2.3
epoch=022 loss=0.6077 acc=0.9849 sec=2.4
epoch=023 loss=0.5998 acc=0.9912 sec=2.4
epoch=024 loss=0.6079 acc=0.9862 sec=2.2
epoch=025 loss=0.6031 acc=0.9875 sec=2.4
epoch=026 loss=0.5849 acc=0.9950 sec=2.4
epoch=027 loss=0.5873 acc=0.9937 sec=2.3
epoch=028 loss=0.5794 acc=1.0000 sec=2.4
epoch=029 loss=0.5832 acc=0.9975 sec=2.3
epoch=030 loss=0.5757 acc=0.9987 sec=2.2
epoch=031 loss=0.5771 acc=0.9975 sec=2.4
epoch=032 loss=0.5881 acc=0.9900 sec=2.3
epoch=033 loss=0.5779 acc=0.9950 sec=2.4
epoch=034 loss=0.5738 acc=0.9975 sec=2.3
epoch=035 loss=0.5698 acc=0.9987 sec=2.2
epoch=036 loss=0.5696 acc=0.9975 sec=2.3
epoch=037 loss=0.5669 acc=0.9987 sec=2.4
epoch=038 loss=0.5721 acc=0.9975 sec=2.3
epoch=039 loss=0.5654 acc=0.9987 sec=2.3
epoch=040 loss=0.5648 acc=0.9987 sec=2.4
epoch=041 loss=0.5616 acc=0.9975 sec=2.4
epoch=042 loss=0.5613 acc=0.9975 sec=2.2
epoch=043 loss=0.5614 acc=1.0000 sec=2.3
epoch=044 loss=0.5632 acc=0.9987 sec=2.3
epoch=045 loss=0.5634 acc=0.9962 sec=2.4
epoch=046 loss=0.5625 acc=0.9937 sec=2.3
epoch=047 loss=0.5612 acc=0.9987 sec=2.3
epoch=048 loss=0.5576 acc=1.0000 sec=2.3
epoch=049 loss=0.5553 acc=0.9987 sec=2.3
epoch=050 loss=0.5543 acc=1.0000 sec=2.3
