run: seed=2026 fold=5 variant=mask label=Hard Label
train samples=799 eval samples=197 epochs=50
epoch 01/50 mean_loss=1.4463 lr=0.0001 elapsed=3.6s
epoch 02/50 mean_loss=1.3002 lr=0.0001 elapsed=3.5s
epoch 03/50 mean_loss=1.2304 lr=0.0001 elapsed=3.5s
epoch 04/50 mean_loss=1.1747 lr=0.0001 elapsed=3.5s
epoch 05/50 mean_loss=1.0929 lr=0.0001 elapsed=3.5s
epoch 06/50 mean_loss=1.0300 lr=0.0001 elapsed=3.5s
epoch 07/50 mean_loss=0.9762 lr=0.0001 elapsed=3.5s
epoch 08/50 mean_loss=0.8527 lr=0.0001 elapsed=3.5s
epoch 09/50 mean_loss=0.7473 lr=0.0001 elapsed=3.5s
epoch 10/50 mean_loss=0.6874 lr=0.0001 elapsed=3.5s
epoch 11/50 mean_loss=0.6062 lr=0.0001 elapsed=3.6s
epoch 12/50 mean_loss=0.5337 lr=0.0001 elapsed=3.5s
epoch 13/50 mean_loss=0.4831 lr=0.0001 elapsed=3.6s
epoch 14/50 mean_loss=0.4392 lr=0.0001 elapsed=3.5s
epoch 15/50 mean_loss=0.3700 lr=0.0001 elapsed=3.6s
epoch 16/50 mean_loss=0.2903 lr=0.0001 elapsed=3.6s
epoch 17/50 mean_loss=0.2831 lr=0.0001 elapsed=3.7s
epoch 18/50 mean_loss=0.2415 lr=0.0001 elapsed=3.5s
epoch 19/50 mean_loss=0.2126 lr=0.0001 elapsed=3.5s
epoch 20/50 mean_loss=0.1904 lr=0.0001 elapsed=3.6s
epoch 21/50 mean_loss=0.1588 lr=0.0001 elapsed=3.5s
epoch 22/50 mean_loss=0.1338 lr=0.0001 elapsed=3.6s
epoch 23/50 mean_loss=0.1245 lr=0.0001 elapsed=3.6s
epoch 24/50 mean_loss=0.1450 lr=0.0001 elapsed=3.5s
epoch 25/50 mean_loss=0.1424 lr=0.0001 elapsed=3.5s
epoch 26/50 mean_loss=0.1064 lr=0.0001 elapsed=3.5s
epoch 27/50 mean_loss=0.1019 lr=0.0001 elapsed=3.5s
epoch 28/50 mean_loss=0.1238 lr=0.0001 elapsed=3.5s
epoch 29/50 mean_loss=0.1230 lr=0.0001 elapsed=3.6s
epoch 30/50 mean_loss=0.0656 lr=0.0001 elapsed=3.7s
epoch 31/50 mean_loss=0.0755 lr=0.0001 elapsed=3.6s
epoch 32/50 mean_loss=0.0669 lr=0.0001 elapsed=3.6s
epoch 33/50 mean_loss=0.0578 lr=0.0001 elapsed=3.6s
epoch 34/50 mean_loss=0.0447 lr=0.0001 elapsed=3.6s
epoch 35/50 mean_loss=0.0437 lr=0.0001 elapsed=3.6s
epoch 36/50 mean_loss=0.0501 lr=0.0001 elapsed=3.6s
epoch 37/50 mean_loss=0.0447 lr=0.0001 elapsed=3.6s
epoch 38/50 mean_loss=0.0563 lr=0.0001 elapsed=3.6s
epoch 39/50 mean_loss=0.0566 lr=0.0001 elapsed=3.6s
epoch 40/50 mean_loss=0.0425 lr=0.0001 elapsed=3.5s
epoch 41/50 mean_loss=0.0419 lr=0.0001 elapsed=3.5s
epoch 42/50 mean_loss=0.0580 lr=0.0001 elapsed=3.5s
epoch 43/50 mean_loss=0.0793 lr=0.0001 elapsed=3.6s
epoch 44/50 mean_loss=0.0827 lr=0.0001 elapsed=3.5s
epoch 45/50 mean_loss=0.0939 lr=0.0001 elapsed=3.6s
epoch 46/50 mean_loss=0.0647 lr=0.0001 elapsed=3.6s
epoch 47/50 mean_loss=0.0785 lr=0.0001 elapsed=3.5s
epoch 48/50 mean_loss=0.0549 lr=0.0001 elapsed=3.5s
epoch 49/50 mean_loss=0.0400 lr=0.0001 elapsed=3.6s
epoch 50/50 mean_loss=0.0539 lr=0.0001 elapsed=3.6s
